code,name,industry,area,市盈率,每股收益,市净率,每股净资产,股价(pe*eps),股价(pb*bvps),净资产收益(roe),20163,20164,20171,20172
002693,双成药业,化学制药,海南,0.0,-0.043,5.25,1.4,-0.0,7.35,,-27.32,,-1.59,-3.22
300581,晨曦航空,航空,陕西,109.21,0.31,6.88,5.82,33.8551,40.0416,6.299789396575406,9.46,26.35,0.72,3.17
000043,中航地产,全国地产,深圳,0.0,-0.211,1.81,5.84,-0.0,10.5704,,-0.67,4.02,,-3.61
300354,东华测试,电器仪表,江苏,5029.05,0.001,5.98,2.49,5.029050000000001,14.890200000000002,0.11890913790875016,0.34,0.58,-1.25,0.06
002410,广联达,软件服务,北京,79.66,0.127,8.19,2.47,10.11682,20.229300000000002,10.281195079086116,8.32,,,4.78
300683,海特生物,生物制药,湖北,48.3,0.9,6.57,9.89,43.47,64.9773,13.60248447204969,,23.62,,9.51
300553,集智股份,电器仪表,浙江,96.43,0.271,8.01,6.52,26.132530000000003,52.225199999999994,8.30654360676138,14.46,14.54,1.52,4.11
300365,恒华科技,软件服务,北京,67.05,0.271,9.74,3.73,18.170550000000002,36.3302,14.526472781506339,,18.69,,
300696,爱乐达,航空,四川,85.17,0.521,14.93,5.95,44.37357,88.8335,17.529646589174593,,26.5,2.81,12.02
000739,普洛药业,化学制药,浙江,33.46,0.113,3.24,2.34,3.78098,7.5816,9.68320382546324,6.93,10.45,,
000529,广弘控股,食品,广东,47.74,0.091,4.01,2.17,4.34434,8.701699999999999,8.399664851277754,6.67,8.85,,4.42
000568,泸州老窖,白酒,四川,27.78,1.05,7.0,7.95,29.169000000000004,55.65,25.197984161267097,,17.79,6.99,12.49
300017,网宿科技,电信运营,上海,34.96,0.173,3.85,3.13,6.04808,12.0505,11.01258581235698,,21.52,,
300519,新光药业,中成药,浙江,39.33,0.321,6.2,4.07,12.624929999999999,25.234,15.764047800661073,20.05,25.05,,7.72
000955,欣龙控股,纺织,海南,0.0,-0.063,5.19,1.27,-0.0,6.5913,,,5.04,0.27,
603725,天安新材,塑料,广东,90.19,0.177,8.23,3.89,15.963629999999998,32.014700000000005,9.125180175185719,,19.0,,6.2
002543,万和电气,家用电器,广东,20.46,0.486,3.11,6.4,9.94356,19.904,15.200391006842619,10.46,14.2,4.22,7.05
002570,贝因美,乳制品,浙江,0.0,-0.36,4.05,2.46,-0.0,9.963,,-11.82,,0.38,
002439,启明星辰,软件服务,北京,0.0,-0.0,7.06,2.99,-0.0,21.1094,,,12.69,-0.25,-0.01
000993,闽东电力,水力发电,福建,32.16,0.156,2.37,4.23,5.016959999999999,10.025100000000002,7.369402985074627,7.7,1.74,0.12,3.73
002588,史丹利,农药化肥,山东,22.17,0.177,2.21,3.54,3.92409,7.8234,9.968425800631483,12.13,,1.95,4.97
300438,鹏辉能源,电气设备,广东,46.24,0.36,4.67,6.77,16.6464,31.615899999999996,10.099480968858131,,15.64,3.14,
300381,溢多利,饲料,广东,154.88,0.051,3.41,4.66,7.898879999999999,15.890600000000001,2.2017045454545454,4.41,7.07,0.58,1.09
002443,金洲管道,钢加工,浙江,61.47,0.07400000000000001,2.33,3.89,4.548780000000001,9.0637,3.7904668944200424,,3.17,,
600037,歌华有线,影视音像,北京,27.13,0.272,1.63,9.05,7.37936,14.7515,6.008109104312569,,6.15,,
300311,任子行,软件服务,广东,77.74,0.103,5.53,2.88,8.007219999999998,15.926400000000001,7.1134551067661445,6.1,9.32,0.85,3.57
600069,银鸽投资,造纸,河南,0.0,-0.017,5.7,1.6,-0.0,9.120000000000001,,-4.53,-17.98,-1.44,-1.07
000559,万向钱潮,汽车配件,浙江,35.44,0.161,6.85,1.67,5.705839999999999,11.439499999999999,19.32844243792325,14.68,19.52,5.23,
300033,同花顺,软件服务,浙江,56.97,0.5329999999999999,11.88,5.11,30.365009999999995,60.70680000000001,20.85308056872038,32.49,49.61,,10.06
300534,陇神戎发,中成药,甘肃,162.93,0.046,6.4,2.34,7.49478,14.975999999999999,3.928067268151967,6.85,9.61,1.08,1.96
000708,大冶特钢,特种钢,湖北,16.38,0.421,1.62,8.51,6.89598,13.786200000000001,9.89010989010989,5.97,8.13,1.74,5.0
600608,*ST沪科,普钢,上海,0.0,-0.04,-100.99,-0.08,-0.0,8.0792,,,nan,nan,nan
601155,新城控股,区域地产,江苏,19.45,0.51,2.9,6.78,9.9195,19.662,14.910025706940875,7.02,22.44,0.28,7.44
600643,爱建集团,多元金融,上海,27.68,0.25,2.95,4.7,6.92,13.865000000000002,10.657514450867053,7.74,10.23,1.99,
600438,通威股份,饲料,四川,22.66,0.204,2.95,3.13,4.62264,9.2335,13.018534863195057,13.41,14.38,,
002291,星期六,服饰,广东,92.96,0.056,2.23,4.66,5.20576,10.3918,2.398881239242685,1.05,,0.63,1.21
002331,皖通科技,软件服务,安徽,81.84,0.092,4.03,3.73,7.52928,15.0319,4.924242424242424,4.48,6.1,0.91,2.48
300516,久之洋,电器仪表,湖北,98.9,0.324,6.62,9.68,32.043600000000005,64.0816,6.693629929221435,7.43,,1.94,
000525,红 太 阳,农药化肥,江苏,17.37,0.604,2.38,8.8,10.491480000000001,20.944,13.701784686240645,,,,
600348,阳泉煤业,煤炭开采,山西,11.56,0.355,1.35,6.1,4.1038,8.235,11.678200692041521,0.84,3.14,,
300316,晶盛机电,专用机械,浙江,53.35,0.14400000000000002,4.54,3.38,7.682400000000001,15.3452,8.509840674789128,7.0,9.7,,4.24
603606,东方电缆,电气设备,浙江,65.35,0.09,4.23,2.79,5.881499999999999,11.801700000000002,6.472838561591432,,,,
000068,华控赛格,元器件,深圳,0.0,-0.016,11.78,0.6,-0.0,7.068,,-5.21,1.61,-2.38,
002552,宝鼎科技,机械基件,浙江,0.0,-0.03,5.06,2.36,-0.0,11.9416,,,-23.09,,-1.16
300587,天铁股份,橡胶,浙江,47.94,0.275,3.36,7.84,13.1835,26.342399999999998,7.008760951188987,11.52,15.83,,
300430,诚益通,电器仪表,北京,58.85,0.34,2.76,13.04,20.009,35.990399999999994,4.689889549702634,5.72,8.5,,3.69
000800,一汽轿车,汽车整车,吉林,36.11,0.166,2.45,4.89,5.994260000000001,11.9805,6.784824148435337,-8.6,-11.64,2.08,3.46
300143,星普医科,医疗保健,广东,55.56,0.29,3.96,7.89,16.1124,31.2444,7.1274298056155505,,,2.27,3.56
002405,四维图新,软件服务,北京,135.31,0.1,5.0,5.12,13.531,25.6,3.6952183874066957,,,1.78,2.59
300154,瑞凌股份,元器件,深圳,35.55,0.121,2.5,3.44,4.30155,8.6,7.032348804500704,4.78,4.77,,3.42
300660,江苏雷利,电气设备,江苏,30.25,1.6,4.06,18.8,48.400000000000006,76.32799999999999,13.421487603305783,,38.6,nan,
600022,山东钢铁,普钢,山东,22.7,0.07,1.63,1.52,1.5890000000000002,2.4776,7.180616740088106,0.15,-3.64,,3.65
002778,高科石化,石油加工,江苏,78.03,0.17600000000000002,4.04,6.77,13.733280000000002,27.3508,5.177495834935281,4.33,5.81,1.34,2.59
300602,飞荣达,元器件,深圳,86.32,0.38,6.92,9.0,32.8016,62.28,8.016682113067656,15.77,23.2,2.08,
600719,大连热电,供气供热,辽宁,91.39,0.041,4.09,1.83,3.7469900000000003,7.4847,4.475325527957107,-2.58,1.88,,2.25
300630,普利制药,化学制药,海南,114.91,0.29,10.95,5.36,33.323899999999995,58.692,9.52919676268384,,25.21,3.33,6.51
002235,安妮股份,造纸,福建,69.02,0.09,2.15,5.83,6.211799999999999,12.5345,3.1150391190959144,,1.48,0.71,1.58
300153,科泰电源,电气设备,上海,161.29,0.05,5.44,2.99,8.0645,16.265600000000003,3.3728067456134916,1.05,5.03,,1.66
600178,东安动力,汽车配件,黑龙江,51.7,0.085,2.17,4.05,4.394500000000001,8.788499999999999,4.197292069632495,4.02,4.39,1.3,2.13
600900,长江电力,水力发电,北京,20.52,0.368,2.75,5.49,7.55136,15.0975,13.401559454191034,12.57,16.88,2.09,6.25
002604,龙力生物,食品,山东,55.9,0.102,2.19,5.19,5.7017999999999995,11.366100000000001,3.9177101967799643,3.92,,1.1,1.98
300673,佩蒂股份,饲料,浙江,46.75,0.63,6.85,6.46,29.4525,44.251,14.6524064171123,,22.26,3.43,
300183,东软载波,软件服务,山东,39.11,0.29100000000000004,3.88,5.87,11.381010000000002,22.7756,9.92073638455638,9.98,14.62,,5.08
300527,华舟应急,专用机械,湖北,45.62,0.209,4.94,3.85,9.534579999999998,19.019000000000002,10.828583954405964,6.24,,0.24,5.51
002153,石基信息,软件服务,北京,70.67,0.171,5.08,4.76,12.084570000000001,24.180799999999998,7.188340172633366,5.58,8.09,,3.64
600175,美都能源,综合类,浙江,409.13,0.006,1.68,3.03,2.45478,5.0904,0.4106274289345685,1.23,1.94,0.31,0.2
002581,未名医药,生物制药,山东,43.25,0.268,5.78,4.01,11.591000000000001,23.1778,13.364161849710984,12.22,,3.08,6.91
002675,东诚药业,化学制药,山东,62.24,0.104,3.22,4.0,6.47296,12.88,5.173521850899743,,,1.12,2.58
000423,东阿阿胶,中成药,山东,23.03,1.378,4.8,13.24,31.73534,63.552,20.842379504993485,16.66,24.1,6.98,
002178,延华智能,建筑施工,上海,0.0,-0.009000000000000001,7.45,1.57,-0.0,11.6965,,,3.89,-2.07,
300606,金太阳,矿物制品,广东,53.66,0.29100000000000004,6.51,4.79,15.615060000000001,31.1829,12.131941856131197,12.53,18.07,,6.69
603100,川仪股份,电器仪表,重庆,32.63,0.179,2.42,4.84,5.84077,11.7128,7.4164878945755435,,7.02,1.25,3.7
002116,中国海诚,建筑施工,上海,30.89,0.211,4.67,2.79,6.51779,13.0293,15.118161217222402,7.22,11.91,3.69,7.32
600056,中国医药,医药商业,北京,19.2,0.611,3.42,6.86,11.7312,23.4612,17.8125,,,4.67,9.13
300138,晨光生物,食品,河北,30.45,0.22,3.05,4.27,6.699,13.023499999999999,10.016420361247947,,6.41,2.3,
300437,清水源,化工原料,河南,70.05,0.13,3.35,5.45,9.1065,18.2575,4.782298358315489,4.75,6.73,,2.38
000584,哈工智能,化纤,江苏,110.83,0.065,5.67,2.53,7.20395,14.345099999999999,5.1159433366417035,,,,2.59
300422,博世科,环境保护,广西,61.63,0.149,6.25,2.93,9.18287,18.3125,10.141165017037157,10.29,11.84,,
600167,联美控股,供气供热,辽宁,23.26,0.63,3.09,7.7,14.6538,23.793,13.284608770421324,15.38,32.74,,13.45
300048,合康新能,电气设备,北京,66.4,0.04,2.38,2.23,2.656,5.3073999999999995,3.58433734939759,,7.47,,1.77
300306,远方信息,电器仪表,浙江,41.98,0.237,3.01,6.62,9.949259999999999,19.926199999999998,7.170080990948071,5.47,7.88,1.31,3.61
600695,绿庭投资,多元金融,上海,222.34,0.018000000000000002,8.11,0.99,4.002120000000001,8.0289,3.647566789601511,0.5,7.13,3.8,
002316,键桥通讯,软件服务,深圳,0.0,-0.103,6.48,2.08,-0.0,13.4784,,-3.13,0.3,-2.51,-4.83
002503,搜于特,服饰,广东,29.29,0.116,3.89,1.74,3.39764,6.7686,13.280983270740867,10.66,12.54,2.74,6.83
002046,轴研科技,机械基件,河南,0.0,-0.021,2.84,3.83,-0.0,10.8772,,-0.79,0.95,,-0.55
000821,京山轻机,轻工机械,湖北,45.68,0.149,3.62,3.76,6.8063199999999995,13.6112,7.924693520140105,2.66,,,
300475,聚隆科技,专用机械,安徽,56.33,0.146,2.88,5.74,8.224179999999999,16.5312,5.112728563820345,,8.8,,2.55
002746,仙坛股份,农业综合,山东,74.35,0.204,2.68,11.3,15.167399999999997,30.284000000000002,3.6045729657027574,,18.63,0.76,
300463,迈克生物,医疗保健,四川,35.94,0.34600000000000003,5.89,4.22,12.43524,24.8558,16.388425153032834,11.73,14.68,3.53,8.24
000631,顺发恒业,区域地产,吉林,16.74,0.124,1.79,2.32,2.07576,4.1528,10.692951015531662,6.2,7.64,1.18,
002299,圣农发展,农业综合,福建,474.18,0.016,3.16,4.83,7.58688,15.2628,0.6664135982116496,,,0.41,0.31
600250,南纺股份,商贸代理,江苏,0.0,-0.083,11.04,1.26,-0.0,13.9104,,-16.73,5.25,-15.05,
000816,智慧农业,机械基件,江苏,0.0,-0.036000000000000004,3.02,2.31,-0.0,6.9762,,,,0.16,-1.56
600029,南方航空,空运,广东,15.27,0.28,1.83,4.59,4.2756,8.3997,11.984282907662083,,12.28,,6.2
300199,翰宇药业,化学制药,深圳,49.2,0.171,4.28,3.94,8.413200000000002,16.8632,8.699186991869919,,9.85,,4.35
000546,金圆股份,水泥,吉林,62.33,0.14,4.3,3.29,8.7262,14.147,6.898764639820311,11.33,15.2,-1.77,
600809,山西汾酒,白酒,山西,38.73,0.695,9.53,5.65,26.917349999999995,53.8445,24.60624838626388,10.51,13.24,,12.98
300576,容大感光,染料涂料,深圳,73.32,0.156,7.04,3.24,11.437919999999998,22.809600000000003,9.601745771958539,12.22,14.8,,
600491,龙元建设,建筑施工,浙江,31.04,0.184,2.63,4.35,5.71136,11.440499999999998,8.472938144329897,4.19,,2.24,4.3
002020,京新药业,化学制药,浙江,24.75,0.27,2.93,3.9,6.6825,11.427,11.83838383838384,,9.24,,6.89
600111,北方稀土,小金属,内蒙,280.04,0.031,7.4,2.33,8.68124,17.242,2.6424796457648907,0.41,1.09,0.89,
600663,陆家嘴,园区开发,上海,33.63,0.343,5.75,4.02,11.535090000000002,23.115,17.097829319060363,,12.13,2.19,5.86
000557,西部创业,红黄药酒,宁夏,169.54,0.017,2.12,2.72,2.88218,5.766400000000001,1.2504423734811845,,0.25,0.31,0.63
000938,紫光股份,软件服务,北京,38.26,0.774,2.53,23.37,29.613239999999998,59.1261,6.612650287506534,3.68,4.9,,3.34
300243,瑞丰高材,化工原料,山东,80.84,0.07200000000000001,4.83,2.4,5.820480000000001,11.592,5.974764967837704,4.77,3.76,,3.04
600275,*ST昌鱼,农业综合,湖北,0.0,-0.031,35.11,0.25,-0.0,8.7775,,-13.29,,-5.01,-11.51
600028,中国石化,石油加工,北京,13.14,0.224,0.99,5.94,2.94336,5.8806,7.534246575342466,,6.68,2.31,3.79
000028,国药一致,医药商业,深圳,26.12,1.2990000000000002,3.28,20.71,33.929880000000004,67.9288,12.557427258805513,12.56,15.06,3.17,6.41
600236,桂冠电力,水力发电,广西,24.52,0.122,2.78,2.16,2.99144,6.0048,11.33768352365416,18.61,20.07,2.34,5.4
002240,威华股份,家居用品,广东,522.33,0.016,5.71,2.9,8.357280000000001,16.559,1.093178641854766,-4.28,1.68,0.12,0.55
600850,华东电脑,软件服务,上海,29.86,0.354,4.58,4.61,10.57044,21.1138,15.33824514400536,,,,7.7
300402,宝色股份,专用机械,江苏,1073.88,0.008,5.62,2.95,8.591040000000001,16.579,0.5233359407010094,-13.24,,-1.68,0.26
000410,*ST沈机,机床制造,辽宁,0.0,-0.649,42.85,0.21,-0.0,8.9985,,-48.08,-103.34,-50.88,-121.21
002863,今飞凯达,汽车配件,浙江,49.63,0.18,3.84,3.98,8.9334,15.283199999999999,7.737255692121701,,13.26,2.39,
300118,东方日升,半导体,浙江,22.81,0.35,1.76,7.82,7.983499999999999,13.763200000000001,7.715914072775099,15.85,20.29,2.02,
000088,盐 田 港,港口,深圳,58.32,0.079,2.94,3.13,4.60728,9.2022,5.041152263374485,4.79,6.18,1.34,2.58
002131,利欧股份,互联网,浙江,27.07,0.057,2.26,1.36,1.54299,3.0736,8.348725526413002,7.36,9.11,2.01,4.25
002008,大族激光,电器仪表,深圳,24.41,0.857,7.31,5.72,20.91937,41.813199999999995,29.946743138058174,12.73,,2.79,15.83
002631,德尔未来,家居用品,江苏,48.35,0.16,6.5,2.38,7.736000000000001,15.469999999999999,13.44364012409514,,12.87,,6.89
600614,鹏起科技,综合类,上海,52.95,0.117,4.54,2.73,6.195150000000001,12.3942,8.574126534466478,4.23,2.0,1.72,4.36
300360,炬华科技,电器仪表,浙江,31.65,0.221,3.81,3.67,6.99465,13.9827,12.03791469194313,,,3.52,
600132,重庆啤酒,啤酒,重庆,32.57,0.334,10.49,2.08,10.87838,21.819200000000002,32.20755296284925,21.43,15.37,3.84,12.98
000858,五 粮 液,白酒,四川,21.41,1.31,4.38,12.81,28.0471,56.1078,20.457730032695004,11.37,,,10.03
002078,太阳纸业,造纸,山东,13.56,0.345,2.73,3.43,4.6781999999999995,9.363900000000001,20.132743362831857,,,,10.42
600816,安信信托,多元金融,上海,17.66,0.354,4.04,3.1,6.25164,12.524000000000001,22.87655719139298,32.76,41.15,,11.76
002375,亚厦股份,装修装饰,浙江,35.36,0.133,1.72,5.45,4.70288,9.374,4.864253393665159,,,1.03,2.45
002766,索菱股份,汽车配件,深圳,74.99,0.136,4.79,4.24,10.19864,20.3096,6.387518335778104,6.16,7.66,2.04,4.05
002583,海能达,通信设备,深圳,748.08,0.011,5.83,2.7,8.22888,15.741000000000001,0.7793284140733611,4.07,12.83,,0.39
603022,新通联,广告包装,上海,100.29,0.079,5.34,2.97,7.922910000000001,15.8598,5.324558779539336,5.15,,0.92,2.65
002751,易尚展示,家居用品,深圳,347.1,0.06,12.56,3.19,20.826,40.0664,3.6185537309132814,3.17,3.44,0.32,
002640,跨境通,服饰,山西,47.69,0.219,6.66,3.14,10.44411,20.9124,13.965191864122458,12.61,13.55,,7.2
000795,英洛华,矿物制品,山西,87.86,0.046,4.53,1.78,4.04156,8.0634,5.155929888458912,2.78,2.03,0.76,
000593,大通燃气,供气供热,四川,218.03,0.026,3.64,3.12,5.66878,11.356800000000002,1.6694950236206028,,,0.19,0.84
600529,山东药玻,医疗保健,山东,24.29,0.435,2.06,10.27,10.56615,21.1562,8.480856319473034,,,2.11,4.26
000538,云南白药,中成药,云南,28.82,1.503,5.22,16.6,43.31646,86.652,18.112421929215824,16.35,20.03,,9.48
600107,美尔雅,服饰,湖北,0.0,-0.008,8.6,1.52,-0.0,13.072,,-2.03,0.9,,-0.54
002605,姚记扑克,文教休闲,上海,73.01,0.09,3.35,3.92,6.5709,13.132,4.588412546226544,6.46,8.52,1.67,2.35
600609,金杯汽车,汽车整车,辽宁,0.0,-0.309,-28.06,-0.23,-0.0,6.4538,,-30.5,-124.28,-117.22,nan
002690,美亚光电,专用机械,安徽,43.17,0.21,6.2,2.92,9.0657,18.104,14.361825341672457,,15.78,,6.73
603226,菲林格尔,家居用品,上海,40.82,0.51,3.9,8.02,20.8182,31.278,9.554140127388536,,22.02,2.3,9.91
600018,上港集团,港口,上海,22.71,0.146,2.51,2.63,3.31566,6.601299999999999,11.052399823866137,6.6,11.38,,
300629,新劲刚,矿物制品,广东,209.4,0.13,9.28,4.98,27.222,46.2144,4.4317096466093595,,13.52,1.38,3.42
000524,岭南控股,酒店餐饮,广东,55.24,0.12,3.62,3.67,6.6288,13.285400000000001,6.553222302679218,4.77,4.95,3.07,5.26
300568,星源材质,化工原料,深圳,63.05,0.369,7.26,6.42,23.265449999999998,46.6092,11.514670896114195,21.63,24.75,2.77,5.7
300240,飞力达,仓储物流,江苏,47.32,0.105,3.52,2.83,4.9685999999999995,9.9616,7.438715131022823,,,,3.75
002872,天圣制药,化学制药,重庆,36.41,0.61,2.48,14.09,22.210099999999997,34.9432,6.811315572644879,,13.26,,5.01
002656,摩登大道,服饰,广东,42.25,0.25,4.04,4.95,10.5625,19.998,9.562130177514794,-4.5,-20.59,,5.59
002027,分众传媒,影视音像,广东,24.12,0.207,17.66,0.57,4.99284,10.066199999999998,73.21724709784411,54.18,70.73,12.96,29.31
000716,黑芝麻,食品,广西,76.4,0.044,2.4,2.77,3.3616,6.648,3.1413612565445024,3.42,,1.34,1.57
300538,同益股份,批发业,深圳,174.92,0.13,6.35,6.83,22.7396,43.3705,3.630230962725818,,11.01,1.4,
002884,凌霄泵业,专用机械,广东,28.02,1.32,5.48,10.08,36.9864,55.238400000000006,19.557458957887224,,25.66,,
600518,康美药业,中成药,广东,23.13,0.435,3.32,6.07,10.061549999999999,20.1524,14.353653264159101,11.55,14.88,,7.9
300151,昌红科技,机械基件,深圳,191.05,0.026,6.24,1.62,4.9673,10.1088,3.2661606909186074,,3.9,,
002388,新亚制程,元器件,深圳,49.04,0.13,4.16,2.42,6.3752,10.0672,8.482871125611746,1.37,1.87,1.63,8.57
002719,麦趣尔,乳制品,新疆,153.05,0.104,3.01,10.6,15.917200000000001,31.905999999999995,1.9666775563541325,,2.49,0.09,
300583,赛托生物,生物制药,山东,93.18,0.27,3.2,15.24,25.158600000000003,48.768,3.4342133505044,,,0.24,1.93
600895,张江高科,园区开发,上海,42.2,0.2,3.16,5.36,8.440000000000001,16.937600000000003,7.488151658767772,5.03,9.18,,
603385,惠达卫浴,家居用品,河北,33.31,0.382,2.51,10.13,12.72442,25.4263,7.535274692284598,,10.94,,4.51
600429,三元股份,乳制品,北京,147.67,0.023,2.14,3.19,3.3964099999999995,6.8266,1.4491772194758585,3.01,1.93,0.04,0.73
002718,友邦吊顶,家居用品,浙江,37.03,0.74,4.55,12.05,27.4022,54.8275,12.287334593572778,11.75,15.73,1.66,6.12
000678,襄阳轴承,机械基件,湖北,422.74,0.01,3.18,2.7,4.2274,8.586,0.7522354165681033,0.04,1.06,,0.36
300495,美尚生态,环境保护,江苏,42.16,0.184,3.48,4.47,7.757439999999999,15.555599999999998,8.254269449715371,,17.09,-0.28,4.2
300595,欧普康视,医疗保健,安徽,56.21,0.5,9.28,5.79,28.105,53.731199999999994,16.50951787938089,29.41,,4.76,
600009,上海机场,机场,上海,21.65,0.88,3.17,12.01,19.052,38.0717,14.642032332563511,,13.17,3.49,7.33
300093,金刚玻璃,玻璃,广东,180.63,0.043,3.81,4.09,7.76709,15.5829,2.109284172064441,0.06,,0.05,1.06
300444,双杰电气,电气设备,北京,214.04,0.06,7.25,3.13,12.8424,22.6925,3.387217342552794,5.88,11.43,-1.93,1.94
002212,南洋股份,电气设备,广东,0.0,-0.01,2.66,6.61,-0.0,17.582600000000003,,3.7,,,
600501,航天晨光,汽车配件,江苏,0.0,-0.024,2.72,5.19,-0.0,14.116800000000001,,,,-0.02,-0.45
300366,创意信息,软件服务,四川,62.05,0.115,2.63,5.41,7.13575,14.228299999999999,4.2385173247381145,2.15,7.57,1.0,2.13
601069,西部黄金,黄金,新疆,73.69,0.146,7.79,2.76,10.75874,21.5004,10.571312254037183,6.52,7.66,,5.29
300357,我武生物,生物制药,浙江,44.13,0.487,10.01,4.29,21.491310000000002,42.9429,22.682982098345796,16.84,,5.66,11.33
002416,爱施德,电器连锁,深圳,35.45,0.153,2.13,5.09,5.423850000000001,10.8417,6.008462623413258,3.04,3.88,,2.95
600449,宁夏建材,水泥,宁夏,26.79,0.237,1.4,9.04,6.3492299999999995,12.655999999999999,5.225830533781262,2.1,1.38,-1.39,
002315,焦点科技,互联网,江苏,97.05,0.141,3.49,7.82,13.68405,27.291800000000002,3.596084492529624,2.36,5.8,,1.69
002511,中顺洁柔,造纸,广东,31.01,0.21,3.43,3.73,6.5121,12.7939,11.060948081264108,7.17,10.21,2.75,
002435,长江润发,机械基件,江苏,29.47,0.311,1.74,10.53,9.16517,18.3222,5.904309467254835,2.13,,1.32,2.99
002683,宏大爆破,化工原料,广东,39.95,0.115,2.2,4.16,4.594250000000001,9.152000000000001,5.506883604505632,1.43,2.49,0.33,2.78
300233,金城医药,化学制药,山东,31.75,0.36,2.15,9.39,11.43,20.1885,6.771653543307087,7.47,11.72,,4.27
603991,至正股份,塑料,上海,98.69,0.21,6.07,5.86,20.724899999999998,35.57020000000001,6.150572499746682,,16.47,,3.94
600420,现代制药,化学制药,上海,23.33,0.322,2.82,5.33,7.5122599999999995,15.0306,12.087441063009003,,9.38,2.76,
601985,中国核电,新型电力,北京,22.96,0.16399999999999998,2.81,2.67,3.7654399999999995,7.5027,12.238675958188153,9.6,11.5,,6.11
300027,华谊兄弟,影视音像,浙江,30.27,0.15,2.76,3.41,4.5405,9.4116,9.117938553022794,,8.45,-0.76,4.66
002750,龙津药业,中成药,云南,96.95,0.058,7.16,1.58,5.623100000000001,11.312800000000001,7.385250128932439,11.76,14.38,2.06,
000721,西安饮食,酒店餐饮,陕西,0.0,-0.002,5.64,1.35,-0.0,7.614,,2.72,,-1.26,-0.16
002535,林州重机,工程机械,河南,111.72,0.026,1.54,3.71,2.9047199999999997,5.7134,1.3784461152882206,,,,0.69
600971,恒源煤电,煤炭开采,安徽,9.08,0.631,1.76,6.51,5.72948,11.4576,19.383259911894275,2.09,0.63,4.9,
300637,扬帆新材,化工原料,浙江,58.28,0.24,5.36,4.27,13.9872,22.8872,9.196980096087852,,23.5,10.8,6.44
603008,喜临门,家居用品,浙江,35.92,0.241,2.73,6.33,8.65672,17.2809,7.6002227171492205,10.06,,1.77,3.77
002857,三晖电气,电器仪表,河南,2466.72,0.006,6.27,4.91,14.80032,30.7857,0.25418369332554974,11.07,18.86,,0.21
603067,振华股份,化工原料,湖北,41.67,0.231,3.96,4.86,9.625770000000001,19.2456,9.503239740820733,10.45,10.23,,4.76
002500,山西证券,证券,山西,69.35,0.084,2.68,4.34,5.8254,11.6312,3.8644556596971884,2.59,,1.14,1.92
002890,弘宇股份,专用机械,山东,46.59,0.417,6.07,6.4,19.42803,38.848000000000006,13.028546898476067,,13.36,,9.09
600737,中粮糖业,食品,新疆,28.45,0.171,2.91,3.34,4.86495,9.7194,10.22847100175747,,,2.79,5.35
002598,山东章鼓,机械基件,山东,57.81,0.101,4.66,2.5,5.8388100000000005,11.65,8.060889119529493,5.65,7.48,,4.11
600332,白云山,中成药,广东,19.11,0.7120000000000001,2.45,11.1,13.60632,27.195,12.820512820512823,10.72,12.75,,6.46
002111,威海广泰,航空,山东,30.77,0.284,2.42,7.23,8.738679999999999,17.4966,7.864803379915502,6.24,7.54,,4.01
600820,隧道股份,建筑施工,上海,20.03,0.243,1.69,5.76,4.867290000000001,9.734399999999999,8.437343984023963,,9.59,,4.26
600887,伊利股份,乳制品,内蒙,22.88,0.5529999999999999,6.76,3.74,12.652639999999998,25.2824,29.545454545454547,20.91,26.58,7.24,14.3
601899,紫金矿业,黄金,福建,29.99,0.065,2.74,1.43,1.94935,3.9182,9.136378792930978,,6.66,3.54,
000607,华媒控股,广告包装,浙江,128.62,0.031,4.46,1.77,3.98722,7.8942,3.46757891463225,7.92,,-0.96,1.75
600456,宝钛股份,小金属,陕西,0.0,-0.122,3.29,7.79,-0.0,25.6291,,,1.08,,-1.54
300377,赢时胜,软件服务,深圳,103.45,0.067,4.09,3.42,6.931150000000001,13.9878,3.9536007733204444,1.7,6.0,0.58,1.93
300528,幸福蓝海,影视音像,江苏,45.49,0.17600000000000002,3.17,5.04,8.006240000000002,15.976799999999999,6.968564519674653,5.33,,,
002771,真视通,软件服务,北京,71.2,0.184,7.0,3.73,13.1008,26.11,9.831460674157302,7.64,12.24,,4.93
000892,欢瑞世纪,影视音像,重庆,0.0,-0.04,2.98,2.71,-0.0,8.0758,,-14.77,,-1.08,-1.48
300282,汇冠股份,电脑设备,北京,48.67,0.208,2.11,9.59,10.12336,20.2349,4.335319498664475,7.16,,,2.4
300367,东方网力,电脑设备,北京,74.59,0.122,4.73,3.86,9.09998,18.2578,6.341332618313447,5.51,,1.57,3.2
300046,台基股份,半导体,湖北,53.28,0.19,3.54,5.71,10.1232,20.2134,6.644144144144144,3.49,4.89,1.59,3.36
002519,银河电子,通信设备,江苏,51.04,0.08,2.51,3.24,4.0832,8.1324,4.917711598746081,11.31,12.75,,2.46
002142,宁波银行,银行,浙江,8.66,0.94,1.55,10.51,8.1404,16.2905,17.89838337182448,14.79,,5.12,
600466,蓝光发展,区域地产,四川,38.5,0.12,2.02,5.07,4.62,10.2414,5.246753246753247,,9.86,1.29,2.51
002560,通达股份,电气设备,河南,196.06,0.021,2.31,3.54,4.11726,8.1774,1.1782107518106701,,,,0.59
