code,name,industry,area,pe,20162,20163,20164,20171,20172
002313,日海通讯,通信设备,深圳,136.88,-1.72,,3.45,-0.36,0.89
300266,兴源环境,环境保护,浙江,60.32,6.81,,8.28,3.39,8.62
300533,冰川网络,软件服务,深圳,77.9,17.15,18.42,18.56,1.99,3.36
600501,航天晨光,汽车配件,江苏,0.0,,,,-0.02,-0.45
002545,东方铁塔,钢加工,山东,125.88,2.24,3.12,4.08,0.31,1.07
000589,黔轮胎Ａ,汽车配件,贵州,262.33,,0.2,0.43,,0.23
300066,三川智慧,电器仪表,江西,66.2,5.49,8.91,,,3.01
300498,温氏股份,农业综合,广东,32.67,27.99,40.13,,4.72,
002857,三晖电气,电器仪表,河南,2498.8,-0.26,11.07,18.86,,0.21
000597,东北制药,化学制药,辽宁,67.92,0.14,,1.03,0.47,1.68
600155,宝硕股份,证券,河北,83.51,,-2.27,-6.69,0.34,0.99
002267,陕天然气,供气供热,陕西,18.89,,8.16,10.0,,4.62
601718,际华集团,服饰,北京,36.75,,,9.16,1.98,3.29
002081,金 螳 螂,装修装饰,江苏,16.91,9.86,,18.11,4.69,
600565,迪马股份,全国地产,重庆,62.68,,2.07,,1.25,1.64
300215,电科院,电气设备,江苏,85.28,,3.54,4.64,0.37,2.65
600823,世茂股份,全国地产,上海,7.76,6.9,7.01,,1.24,
600502,安徽水利,建筑施工,安徽,21.66,3.08,,11.14,1.41,
603308,应流股份,专用机械,安徽,56.05,2.18,,2.35,1.13,
600834,申通地铁,公共交通,上海,60.35,2.47,,3.65,1.7,
000731,四川美丰,农药化肥,四川,30.43,,,,1.32,3.4
600706,曲江文旅,旅游服务,陕西,36.29,4.98,7.63,6.21,3.21,5.56
000752,西藏发展,啤酒,西藏,278.02,0.34,0.55,1.01,0.46,0.89
600035,楚天高速,路桥,湖北,15.71,,,,,
601880,大连港,港口,辽宁,80.27,1.42,2.13,3.11,0.88,1.33
000695,滨海能源,供气供热,天津,0.0,-1.15,,1.19,-5.19,
300341,麦迪电气,电气设备,福建,41.99,4.23,,,,5.4
002137,麦达数字,互联网,深圳,72.54,9.12,,,1.01,2.19
002062,宏润建设,建筑施工,浙江,27.26,4.08,,9.53,2.72,4.67
000030,富奥股份,汽车配件,吉林,12.82,7.58,10.63,13.73,4.18,8.39
600090,同济堂,医药商业,新疆,26.42,4.61,5.8,10.3,2.36,4.41
002604,龙力生物,食品,山东,59.25,2.03,3.92,,1.1,1.98
300497,富祥股份,化学制药,江西,26.76,13.48,,,6.46,12.43
600083,博信股份,建筑施工,广东,0.0,4.67,8.22,5.65,-1.0,
300009,安科生物,生物制药,安徽,55.78,,11.36,15.51,,8.31
000750,国海证券,证券,广西,35.57,4.08,,7.56,1.58,2.59
002734,利民股份,农药化肥,江苏,28.35,7.42,7.88,12.18,3.14,4.91
002708,光洋股份,汽车配件,江苏,172.48,2.83,4.14,4.76,1.06,
600236,桂冠电力,水力发电,广西,24.89,13.61,18.61,20.07,2.34,5.4
002349,精华制药,中成药,江苏,39.97,3.92,5.45,7.89,1.48,4.45
002007,华兰生物,生物制药,河南,29.78,10.62,15.64,19.85,5.88,9.72
000900,现代投资,路桥,湖南,11.45,4.81,7.45,11.2,2.25,
000622,恒立实业,汽车配件,湖南,0.0,-7.33,-13.16,27.03,-1.47,-4.02
600201,生物股份,生物制药,内蒙,28.13,,,24.92,6.85,9.93
300298,三诺生物,医疗保健,湖南,47.21,,9.67,,3.46,7.2
002609,捷顺科技,软件服务,深圳,90.92,4.72,10.63,,0.42,2.68
600290,华仪电气,电气设备,浙江,460.83,,0.74,,,0.25
002385,大北农,饲料,北京,24.46,,6.75,9.88,,
600583,海油工程,石油开采,天津,69.58,3.75,4.85,5.72,-0.74,
300271,华宇软件,软件服务,北京,36.76,7.91,11.1,16.37,2.09,
002719,麦趣尔,乳制品,新疆,151.42,1.91,,2.49,0.09,
601326,秦港股份,港口,河北,43.1,1.16,,3.14,2.47,
300617,安靠智电,电气设备,江苏,54.35,11.31,,20.38,5.67,5.94
600301,ST南化,化工原料,广西,0.0,-6.02,,2.33,-0.88,
002555,三七互娱,互联网,安徽,28.34,12.84,,26.56,9.13,
002602,世纪华通,汽车配件,浙江,26.75,6.67,9.39,,2.81,
002511,中顺洁柔,造纸,广东,31.3,4.25,7.17,10.21,2.75,
000028,国药一致,医药商业,深圳,26.11,9.53,12.56,15.06,3.17,6.41
002489,浙江永强,家居用品,浙江,28.17,6.76,4.96,1.87,7.24,7.56
000623,吉林敖东,中成药,吉林,14.5,4.8,7.31,9.43,2.21,4.78
600597,光明乳业,乳制品,上海,21.82,,,,3.66,
002325,洪涛股份,装修装饰,深圳,39.05,,5.9,3.93,1.44,2.87
000729,燕京啤酒,啤酒,北京,18.72,3.5,,,0.42,3.77
300213,佳讯飞鸿,通信设备,北京,88.79,4.76,8.12,10.07,0.37,
600221,海航控股,空运,海南,24.17,4.88,,,1.43,
000835,长城动漫,影视音像,四川,55.32,,,-20.69,,
000955,欣龙控股,纺织,海南,0.0,,,5.04,0.27,
600088,中视传媒,影视音像,上海,55.24,-0.28,,,2.48,4.78
000783,长江证券,证券,湖北,27.7,6.71,9.47,10.97,1.68,3.86
002107,沃华医药,中成药,山东,66.96,5.29,8.86,10.18,,7.08
300545,联得装备,专用机械,深圳,82.52,6.96,,,1.05,5.5
000790,泰合健康,中成药,四川,193.74,2.83,3.38,13.21,0.52,1.67
002096,南岭民爆,化工原料,湖南,123.79,,1.85,1.49,-0.86,
300147,香雪制药,中成药,广东,68.96,1.55,,1.94,,1.42
600167,联美控股,供气供热,辽宁,23.18,,15.38,32.74,,13.45
600399,抚顺特钢,特种钢,辽宁,74.5,5.34,6.58,5.7,1.58,2.91
300241,瑞丰光电,半导体,深圳,42.68,2.72,5.14,5.22,1.95,4.24
600279,重庆港九,港口,重庆,37.76,,1.92,2.43,,1.92
002437,誉衡药业,化学制药,黑龙江,34.65,,15.45,19.63,,5.38
600317,营口港,港口,辽宁,44.35,2.19,3.49,4.83,,2.41
600513,联环药业,化学制药,江苏,42.47,3.73,,7.82,1.56,4.2
600718,东软集团,软件服务,辽宁,89.78,1.4,28.86,26.76,,
601058,赛轮金宇,汽车配件,山东,210.68,,6.99,8.31,-1.12,0.43
600277,亿利洁能,新型电力,内蒙,60.09,1.53,1.17,,0.01,1.21
600352,浙江龙盛,染料涂料,浙江,17.03,,,13.76,3.15,6.28
002840,华统股份,食品,浙江,41.85,5.16,8.52,12.03,3.48,
000637,茂化实华,石油加工,广东,35.35,0.57,3.87,7.18,,
600713,南京医药,医药商业,江苏,28.55,3.48,5.46,7.31,,
002035,华帝股份,家用电器,广东,30.87,9.78,12.87,20.22,4.35,12.71
000667,美好置业,全国地产,云南,15.27,4.54,5.17,10.79,1.29,4.54
000430,张家界,旅游景点,湖南,56.35,5.61,,,1.57,
000887,中鼎股份,橡胶,安徽,21.32,,15.22,16.75,4.63,9.22
000158,常山股份,纺织,河北,174.38,,-1.08,6.27,,0.89
300260,新莱应材,机械基件,江苏,117.35,0.37,0.9,,0.44,
600220,江苏阳光,纺织,江苏,92.49,4.55,7.02,8.14,0.06,1.79
000913,钱江摩托,摩托车,浙江,82.15,2.45,2.72,15.21,0.88,2.1
000685,中山公用,水务,广东,15.44,4.31,6.67,8.72,2.12,4.56
002646,青青稞酒,白酒,青海,39.44,,,8.98,,4.2
000899,赣能股份,火力发电,江西,39.5,5.64,8.53,,,1.93
600869,智慧能源,电气设备,青海,77.01,4.87,6.05,5.86,0.21,1.89
000425,徐工机械,工程机械,江苏,24.07,0.62,0.8,1.01,0.98,2.66
600719,大连热电,供气供热,辽宁,92.62,3.69,-2.58,1.88,,2.25
300144,宋城演艺,旅游景点,浙江,26.34,7.49,12.91,15.07,,7.9
000776,广发证券,证券,广东,16.86,5.13,7.94,,,5.34
000965,天保基建,区域地产,天津,22.13,2.5,2.61,,,3.63
600860,*ST京城,专用机械,北京,0.0,-9.11,-13.75,-23.31,-3.39,-8.46
600162,香江控股,全国地产,深圳,19.76,5.47,10.4,13.3,1.75,5.48
000404,华意压缩,专用机械,江西,21.5,5.51,7.83,10.77,2.13,
300314,戴维医疗,医疗保健,浙江,59.6,4.37,6.56,,,4.93
600033,福建高速,路桥,福建,13.06,4.2,,8.14,2.51,
600285,羚锐制药,中成药,河南,26.17,5.32,15.86,16.74,3.24,6.22
002404,嘉欣丝绸,纺织,浙江,33.91,3.2,5.25,7.83,,4.68
002673,西部证券,证券,陕西,63.44,4.77,7.59,,1.46,3.09
600896,览海投资,水运,海南,0.0,,,-23.53,-8.13,-7.75
002102,冠福股份,化学制药,福建,66.85,2.79,4.17,8.17,0.71,
000590,启迪古汉,中成药,湖南,137.04,5.64,5.82,23.64,4.02,4.44
600936,广西广电,影视音像,广西,54.04,11.62,9.59,11.53,1.79,3.52
002002,鸿达兴业,化工原料,江苏,20.55,7.87,14.82,,7.65,
600469,风神股份,汽车配件,河南,0.0,,,3.78,,
002170,芭田股份,农药化肥,深圳,319.47,3.39,6.79,4.42,0.27,0.55
000892,欢瑞世纪,影视音像,重庆,0.0,-3.74,-14.77,,-1.08,-1.48
000418,小天鹅Ａ,家用电器,江苏,19.24,10.82,16.81,21.14,6.44,11.69
600396,金山股份,火力发电,辽宁,0.0,4.72,5.51,0.59,-1.31,-3.62
002438,江苏神通,机械基件,江苏,76.11,2.07,,4.32,0.92,1.69
600099,林海股份,摩托车,江苏,982.43,,,0.41,0.09,
002549,凯美特气,环境保护,湖南,192.62,0.62,1.12,2.43,0.59,1.49
002832,比音勒芬,服饰,广东,33.85,12.31,18.15,,4.57,6.35
600769,祥龙电业,建筑施工,湖北,590.53,6.13,4.98,4.13,2.34,5.77
600172,黄河旋风,矿物制品,河南,31.64,3.94,,7.89,2.24,3.79
000789,万年青,水泥,江西,29.26,2.52,6.1,8.44,,3.07
002332,仙琚制药,生物制药,浙江,47.3,2.74,4.67,,0.73,3.61
002737,葵花药业,中成药,黑龙江,25.92,,,11.86,,7.02
000972,*ST中基,食品,新疆,0.0,-5.16,-8.76,-26.48,-2.52,-4.94
600388,龙净环保,环境保护,福建,40.3,,11.61,17.4,2.08,5.53
000678,襄阳轴承,机械基件,湖北,419.29,-0.24,0.04,1.06,,0.36
601099,太平洋,证券,云南,0.0,,2.6,5.87,,-1.05
000529,广弘控股,食品,广东,46.92,,6.67,8.85,,4.42
600621,华鑫股份,全国地产,上海,100.91,7.42,,8.08,0.54,1.31
000089,深圳机场,机场,深圳,27.85,2.55,3.95,,,2.93
601010,文峰股份,超市连锁,江苏,23.27,3.68,4.59,6.24,2.17,
002600,江粉磁材,元器件,广东,76.11,1.55,4.19,,1.1,
000525,红 太 阳,农药化肥,江苏,17.92,,,,,
600107,美尔雅,服饰,湖北,0.0,-2.4,-2.03,0.9,,-0.54
600620,天宸股份,综合类,上海,72.89,1.45,1.47,1.41,,2.35
600355,精伦电子,元器件,湖北,0.0,0.48,0.7,2.79,,-2.18
601139,深圳燃气,供气供热,深圳,17.07,7.3,10.07,10.42,2.84,7.14
000932,*ST华菱,普钢,湖南,13.91,,-16.29,-15.61,4.81,14.24
600726,华电能源,火力发电,黑龙江,41.57,9.77,,4.54,7.41,
002671,龙泉股份,其他建材,山东,0.0,1.96,,1.62,,
300368,汇金股份,专用机械,河北,0.0,,0.6,4.35,,-1.44
002691,冀凯股份,专用机械,河北,457.9,0.87,1.07,,0.1,
600577,精达股份,电气设备,安徽,25.22,4.03,6.14,7.83,2.2,
600027,华电国际,火力发电,山东,0.0,6.12,8.69,,0.03,
300441,鲍斯股份,机床制造,浙江,56.24,4.71,7.36,9.17,2.88,
600872,中炬高新,食品,广东,42.51,5.52,9.79,13.64,4.07,7.25
600085,同仁堂,中成药,北京,36.05,7.6,,12.51,3.7,
002140,东华科技,建筑施工,安徽,44.85,2.93,4.08,4.07,1.01,3.24
600192,长城电工,电气设备,甘肃,146.75,1.02,1.2,1.17,,0.7
600208,新湖中宝,全国地产,浙江,41.57,,2.93,24.37,1.3,
000088,盐 田 港,港口,深圳,58.07,2.84,4.79,6.18,1.34,2.58
000709,河钢股份,普钢,河北,19.53,0.93,2.12,,1.43,
300408,三环集团,元器件,广东,46.73,11.37,17.1,22.41,4.44,
300206,理邦仪器,医疗保健,深圳,55.7,1.9,0.95,2.25,2.1,
002124,天邦股份,饲料,浙江,26.69,17.19,27.67,,3.68,
002763,汇洁股份,服饰,深圳,20.15,7.72,10.37,,5.99,
300313,天山生物,农业综合,新疆,837.19,,-13.64,-35.15,-1.33,0.46
300363,博腾股份,化学制药,重庆,51.54,8.02,10.36,14.3,,
000523,广州浪奇,日用化工,广东,148.11,0.53,1.43,,0.42,0.96
000156,华数传媒,影视音像,浙江,34.28,,,6.33,,3.0
601163,三角轮胎,汽车配件,山东,36.11,13.25,16.62,19.57,1.98,3.41
600815,*ST厦工,工程机械,福建,16.81,-7.95,-18.66,-155.45,5.13,29.62
300168,万达信息,软件服务,上海,199.96,,4.11,11.3,0.19,
600835,上海机电,运输设备,上海,16.07,,13.36,16.76,2.56,6.72
002564,天沃科技,化工机械,江苏,40.37,-0.85,-1.92,-10.15,1.3,3.58
000978,桂林旅游,旅游景点,广西,61.57,,3.29,0.5,-0.1,1.97
002425,凯撒文化,互联网,广东,41.22,1.32,4.31,5.3,1.12,2.84
000428,华天酒店,酒店餐饮,湖南,0.0,-2.78,-3.94,-9.0,-2.25,-3.42
000875,吉电股份,火力发电,吉林,142.87,,1.55,0.34,,0.5
600215,长春经开,园区开发,吉林,161.99,1.1,0.62,0.32,,0.6
300531,优博讯,软件服务,深圳,103.02,9.14,,18.01,2.66,4.82
300233,金城医药,化学制药,山东,32.24,5.67,7.47,11.72,,4.27
300251,光线传媒,影视音像,北京,37.86,4.63,,10.67,,5.61
601000,唐山港,港口,河北,16.17,5.95,8.96,12.16,2.46,5.29
002841,视源股份,元器件,广东,47.83,37.96,62.29,74.94,6.32,15.76
002395,双象股份,塑料,江苏,122.14,2.47,2.99,4.31,0.47,1.36
601333,广深铁路,铁路,深圳,36.62,,3.93,4.18,,1.8
002641,永高股份,塑料,浙江,46.76,5.04,8.79,8.76,,2.46
002812,创新股份,广告包装,云南,126.36,10.21,13.93,17.16,1.42,4.08
600276,恒瑞医药,化学制药,江苏,52.71,12.41,17.8,23.24,6.35,
600138,中青旅,旅游服务,北京,22.37,6.62,9.01,9.49,1.69,6.6
002278,神开股份,化工机械,上海,0.0,,-5.79,-9.75,,-0.99
600061,国投安信,证券,上海,23.46,5.2,,9.42,,4.78
600106,重庆路桥,路桥,重庆,15.28,5.09,,8.8,,
600300,维维股份,软饮料,江苏,44.51,,3.53,2.64,3.38,3.75
600269,赣粤高速,路桥,江西,10.71,,6.88,7.71,3.05,4.18
000669,金鸿控股,供气供热,吉林,23.05,3.4,4.39,4.92,,
600488,天药股份,化学制药,天津,44.4,1.62,2.05,2.61,,
600780,通宝能源,火力发电,山西,124.07,1.78,2.33,2.19,,0.54
600818,中路股份,文教休闲,上海,117.52,2.73,15.51,16.76,,4.98
000519,中兵红箭,矿物制品,湖南,0.0,0.71,1.1,,,-0.03
300218,安利股份,塑料,安徽,402.0,3.42,4.91,5.92,,0.3
601179,中国西电,电气设备,陕西,24.37,2.53,,6.07,,
002750,龙津药业,中成药,云南,97.12,5.55,11.76,14.38,2.06,
002770,科迪乳业,乳制品,河南,53.31,3.44,,7.91,,3.7
002284,亚太股份,汽车配件,浙江,64.53,,4.79,5.53,1.63,2.45
300662,科锐国际,综合类,北京,64.41,10.35,,21.83,nan,10.39
002372,伟星新材,其他建材,浙江,28.08,9.78,17.69,26.15,2.98,11.28
002535,林州重机,工程机械,河南,113.68,,,,,0.69
002178,延华智能,建筑施工,上海,0.0,3.31,,3.89,-2.07,
002731,萃华珠宝,服饰,辽宁,40.47,0.98,1.87,5.24,-1.01,3.78
300433,蓝思科技,元器件,湖南,124.14,2.13,,,1.56,2.31
600812,华北制药,化学制药,河北,156.5,0.57,1.23,1.03,0.25,0.58
300430,诚益通,电器仪表,北京,58.23,4.92,5.72,8.5,,3.69
000650,仁和药业,中成药,江西,22.77,,10.72,14.56,2.84,5.7
600097,开创国际,渔业,上海,0.0,-16.15,-21.51,0.98,,-3.37
000016,深康佳Ａ,家用电器,深圳,233.22,0.46,,3.35,0.9,1.06
002177,御银股份,电脑设备,广东,127.5,3.36,2.01,1.4,1.02,
600987,航民股份,纺织,浙江,15.83,8.32,12.46,18.55,2.93,7.51
600322,天房发展,区域地产,天津,19.17,-1.95,-6.12,-8.66,,
601007,金陵饭店,酒店餐饮,江苏,37.58,1.21,2.52,2.97,0.65,
002485,希努尔,服饰,山东,0.0,1.38,,0.38,-0.64,-1.18
002785,万里石,其他建材,福建,173.41,1.43,,,0.54,
002666,德联集团,化工原料,广东,41.87,2.46,,,1.11,
600678,四川金顶,水泥,四川,0.0,-86.04,-136.36,-200.86,nan,
000056,皇庭国际,房产服务,深圳,74.97,1.01,1.48,2.24,1.01,1.87
600487,亨通光电,通信设备,江苏,27.68,7.95,20.31,25.16,,12.41
000635,英 力 特,化工原料,宁夏,40.17,1.17,,3.86,1.73,
600838,上海九百,百货,上海,50.41,,13.21,15.04,1.76,3.97
600368,五洲交通,路桥,广西,11.47,4.94,6.65,7.47,4.19,
300247,乐金健康,医疗保健,安徽,74.02,1.04,,5.47,,1.47
600688,上海石化,石油加工,上海,13.31,14.47,,26.38,7.61,9.82
002724,海洋王,半导体,深圳,234.01,,1.3,,0.79,1.01
002415,海康威视,电器仪表,浙江,45.06,12.96,23.69,34.56,5.91,12.98
600855,航天长峰,专用机械,北京,25880.05,1.27,0.9,6.58,,0.01
002043,兔 宝 宝,其他建材,浙江,35.19,,,,2.98,
002085,万丰奥威,汽车配件,浙江,44.16,11.07,15.98,20.53,3.7,8.72
300301,长方集团,半导体,深圳,209.06,2.42,2.98,-3.92,0.38,0.58
002186,全 聚 德,酒店餐饮,北京,39.38,5.05,9.19,,2.42,5.21
000027,深圳能源,火力发电,深圳,32.14,,6.11,6.02,,1.85
601226,华电重工,专用机械,北京,0.0,,,,-1.67,
002860,星帅尔,电气设备,浙江,40.26,13.65,,24.34,,9.45
000022,深赤湾Ａ,港口,深圳,30.87,,9.41,11.64,2.9,5.76
601118,海南橡胶,橡胶,海南,0.0,-2.75,,0.76,0.17,-1.55
600479,千金药业,中成药,湖南,52.02,2.25,3.96,8.81,1.58,2.58
300602,飞荣达,元器件,深圳,84.51,10.79,15.77,23.2,2.08,
600115,东方航空,空运,上海,11.4,8.81,16.19,10.85,,
002206,海 利 得,化纤,浙江,24.82,6.79,10.79,,,5.98
300526,中潜股份,专用机械,广东,103.74,6.4,,9.77,1.83,
002459,天业通联,工程机械,河北,815.2,0.29,,1.64,0.19,
600461,洪城水业,水务,江西,21.82,5.31,8.31,8.28,1.61,3.97
600710,ST常林,工程机械,江苏,27.54,-7.52,-9.49,6.91,1.92,4.35
002397,梦洁股份,纺织,湖南,34.06,,,6.87,2.47,
300194,福安药业,化学制药,重庆,22.85,,,7.72,2.25,4.49
600415,小商品城,商品城,浙江,18.82,5.74,8.22,10.81,,9.72
000700,模塑科技,汽车配件,江苏,31.03,4.68,6.55,,1.84,2.66
600112,*ST天成,电气设备,贵州,61.19,,0.47,,2.28,2.58
600517,置信电气,电气设备,上海,72.11,,8.37,,,
300039,上海凯宝,中成药,上海,20.13,9.19,12.37,13.48,4.04,8.47
002244,滨江集团,区域地产,浙江,12.39,6.45,9.2,12.21,3.31,
600158,中体产业,文教休闲,天津,460.71,0.46,1.32,,,0.85
000936,华西股份,化纤,江苏,39.56,2.15,14.07,15.88,0.38,1.7
000571,新大洲Ａ,煤炭开采,海南,62.5,1.64,2.91,1.49,,
300032,金龙机电,元器件,浙江,26.6,5.64,,4.25,0.35,4.8
600676,交运股份,公共交通,上海,23.61,,,7.84,1.57,3.08
002476,宝莫股份,化工原料,山东,0.0,1.5,1.86,1.48,-3.17,
300013,新宁物流,仓储物流,江苏,66.13,,,,0.91,
002227,奥 特 迅,电气设备,深圳,2441.11,-1.1,-1.08,1.16,,0.13
600557,康缘药业,中成药,江苏,25.27,6.57,9.95,,,
300558,贝达药业,化学制药,浙江,80.5,21.48,29.75,32.88,3.85,
300043,星辉娱乐,文教休闲,广东,29.69,,,19.72,,6.75
600876,洛阳玻璃,玻璃,河南,5308.36,-5.85,-16.55,2.42,0.22,
002194,武汉凡谷,通信设备,湖北,0.0,,-0.37,-8.31,,-12.47
300362,天翔环境,环境保护,四川,147.02,1.26,3.52,,0.22,
002588,史丹利,农药化肥,山东,22.62,9.92,12.13,,1.95,4.97
000058,深 赛 格,元器件,深圳,98.71,1.82,2.85,7.11,1.5,
600660,福耀玻璃,汽车配件,福建,21.8,8.66,13.06,18.62,3.77,7.66
002629,仁智股份,石油开采,浙江,0.0,-5.4,-6.49,3.71,-2.15,-2.13
000407,胜利股份,供气供热,山东,84.37,0.92,0.91,-14.18,,1.99
002805,丰元股份,化工原料,山东,142.32,3.5,4.02,4.89,1.5,2.59
002587,奥拓电子,元器件,深圳,41.64,4.47,,13.88,0.92,5.87
000922,*ST佳电,电气设备,黑龙江,411.12,,-15.85,-26.43,,0.38
300515,三德科技,电器仪表,湖南,129.81,6.55,,10.3,,2.84
600891,秋林集团,百货,黑龙江,33.0,5.06,6.97,7.26,1.81,
600280,中央商场,百货,江苏,20.34,,,,2.61,13.15
002274,华昌化工,农药化肥,江苏,91.71,0.45,0.59,,1.81,1.13
000531,穗恒运Ａ,火力发电,广东,26.94,6.36,11.61,15.22,,2.84
600539,狮头股份,水泥,山西,1241.3,-5.76,-8.3,-2.2,0.16,0.35
002369,卓翼科技,通信设备,深圳,1416.77,0.7,0.71,1.25,-1.63,0.1
000501,鄂武商Ａ,百货,湖北,10.47,,13.8,18.52,4.59,10.29
000812,陕西金叶,广告包装,陕西,198.5,1.53,,3.96,0.72,1.13
300326,凯利泰,医疗保健,上海,34.2,5.16,6.95,10.35,,
600168,武汉控股,水务,湖北,19.56,3.96,5.69,6.76,,3.59
002211,宏达新材,橡胶,江苏,131.01,-0.77,-1.49,,1.35,
002109,兴化股份,化工原料,陕西,32.31,-4.66,-7.21,0.73,1.81,3.15
000039,中集集团,轻工机械,深圳,34.58,-1.64,,2.0,1.76,2.76
002517,恺英网络,互联网,福建,32.37,27.41,41.11,46.98,5.96,11.54
600882,广泽股份,乳制品,上海,0.0,-3.46,3.15,1.68,0.39,-1.06
000981,银亿股份,区域地产,甘肃,44.6,4.99,9.75,9.49,0.77,
600737,中粮糖业,食品,新疆,28.66,1.53,,,2.79,5.35
600380,健康元,化学制药,深圳,23.7,5.33,7.72,9.31,3.5,5.9
600561,江西长运,公路,江西,127.99,0.0,0.0,-6.7,-0.43,0.65
000860,顺鑫农业,白酒,北京,23.49,4.19,4.49,7.09,,
300256,星星科技,元器件,浙江,109.24,0.89,2.74,4.46,0.29,0.9
600238,海南椰岛,红黄药酒,海南,0.0,,-7.47,,-2.4,-0.82
300284,苏交科,建筑施工,江苏,39.94,4.66,8.75,13.36,1.85,4.9
300072,三聚环保,环境保护,北京,23.45,15.94,23.19,29.73,6.72,17.63
600176,中国巨石,玻璃,浙江,15.55,,11.16,14.84,,8.87
000628,高新发展,园区开发,四川,97.74,0.74,4.26,4.11,0.32,
600284,浦东建设,建筑施工,上海,25.24,2.85,4.46,6.99,1.32,2.79
300405,科隆股份,化工原料,辽宁,88.72,0.73,0.91,2.34,,1.53
002630,华西能源,专用机械,四川,47.68,3.99,6.23,6.84,,3.01
600283,钱江水利,水务,浙江,63.36,-0.24,-10.85,3.37,0.31,1.79
300529,健帆生物,医疗保健,广东,46.94,16.36,19.17,24.08,4.91,11.96
600080,金花股份,中成药,陕西,123.95,1.2,2.41,2.58,0.55,1.29
000858,五 粮 液,白酒,四川,21.58,8.59,11.37,,,10.03
000880,潍柴重机,机械基件,山东,71.28,1.2,1.61,,0.29,
600543,莫高股份,红黄药酒,甘肃,134.22,1.15,1.97,1.85,,1.29
002101,广东鸿图,机械基件,广东,27.66,3.54,,8.8,,
300289,利德曼,生物制药,北京,63.11,,3.92,5.73,,3.21
002706,良信电器,电气设备,上海,29.58,6.29,9.05,12.02,1.54,6.96
002423,中原特钢,特种钢,河南,0.0,-2.71,-5.03,0.28,-2.13,-5.59
000828,东莞控股,路桥,广东,14.22,8.45,12.8,17.12,4.09,9.19
600857,宁波中百,百货,浙江,68.92,4.22,5.3,,1.6,3.25
600004,白云机场,机场,广东,17.45,7.01,10.59,13.53,3.54,6.93
600721,百花村,生物制药,新疆,61.51,-55.67,16.13,17.38,0.86,1.91
002346,柘中股份,电气设备,上海,147.1,5.12,,,,2.42
600180,瑞茂通,仓储物流,山东,22.33,,6.9,,,6.53
300366,创意信息,软件服务,四川,61.66,,2.15,7.57,1.0,2.13
300648,星云股份,电器仪表,福建,117.67,7.52,,,2.5,6.64
000096,广聚能源,石油贸易,深圳,39.53,4.04,5.14,13.69,1.63,4.15
300281,金明精机,专用机械,广东,61.58,3.46,4.0,4.49,0.84,
002617,露笑科技,电气设备,浙江,34.86,2.0,,3.37,,
300088,长信科技,元器件,安徽,33.21,,6.33,9.52,2.76,
000668,荣丰控股,区域地产,上海,0.0,-3.35,-6.41,-6.53,,-0.84
600826,兰生股份,商贸代理,上海,81.97,,23.63,23.75,,
300351,永贵电器,元器件,浙江,52.1,4.87,6.8,,,
601229,上海银行,银行,上海,9.24,,11.15,14.35,,6.51
300436,广生堂,化学制药,福建,100.08,7.64,,12.56,,4.87
600999,招商证券,证券,深圳,26.46,,8.1,,2.27,
300065,海兰信,软件服务,北京,76.64,2.51,4.17,,1.41,3.81
002668,奥马电器,家用电器,广东,34.52,,14.5,16.17,1.83,
300501,海顺新材,广告包装,上海,44.1,7.29,9.77,12.74,2.56,5.94
002581,未名医药,生物制药,山东,42.91,7.09,12.22,,3.08,6.91
000004,国农科技,生物制药,深圳,0.0,3.6,19.25,38.84,-0.98,-3.18
002624,完美世界,影视音像,浙江,33.29,22.32,21.13,26.73,,8.9
603998,方盛制药,中成药,湖南,67.31,,6.23,7.73,1.9,
603997,继峰股份,汽车配件,浙江,29.33,,12.67,,4.7,8.82
603996,中新科技,家用电器,浙江,173.97,0.75,,8.59,0.41,1.01
603993,洛阳钼业,小金属,河南,101.64,2.92,3.3,5.52,3.14,4.43
603989,艾华集团,元器件,湖南,36.42,7.59,11.65,,4.2,8.51
603988,中电电机,电气设备,江苏,160.36,2.86,3.8,3.73,1.38,
603987,康德莱,医疗保健,上海,45.3,6.77,11.39,14.2,,4.63
603986,兆易创新,半导体,北京,69.99,14.55,20.57,21.18,5.29,13.01
603985,恒润股份,钢加工,江苏,37.42,10.15,,23.94,6.68,8.91
603980,吉华集团,染料涂料,浙江,30.63,9.3,,19.11,4.9,9.51
603979,金诚信,建筑施工,北京,35.93,,4.58,4.74,,2.99
603978,深圳新星,铝,深圳,48.28,11.63,,22.27,3.16,7.21
603977,国泰集团,化工原料,江西,57.23,8.97,nan,15.55,0.75,3.22
603968,醋化股份,化工原料,江苏,32.81,6.14,9.0,12.8,3.65,
603966,法兰泰克,机械基件,江苏,69.01,4.32,,11.5,0.24,3.31
603960,克来机电,专用机械,上海,86.18,6.24,,16.56,5.19,5.58
603939,益丰药房,医药商业,湖南,41.53,,8.92,,2.31,5.12
603938,三孚股份,化工原料,河北,38.43,7.52,,15.15,6.5,8.87
603936,博敏电子,元器件,广东,66.24,2.88,4.31,5.86,1.28,3.83
603933,睿能科技,纺织机械,福建,34.72,13.28,,27.24,10.07,19.92
603928,兴业股份,化工原料,江苏,38.24,10.87,,18.39,1.38,
603926,铁流股份,汽车配件,浙江,34.23,12.23,,24.65,5.35,
603919,金徽酒,白酒,甘肃,27.3,,12.57,16.28,6.69,6.12
