code,name,industry,area,pe,20162,20163,20164,20171,20172
002123,梦网集团,互联网,辽宁,31.34,2.98,3.37,5.12,0.78,
002831,裕同科技,广告包装,深圳,42.39,11.66,23.9,,3.73,7.09
000420,吉林化纤,化纤,吉林,59.89,0.49,1.16,,1.24,2.1
600805,悦达投资,综合类,江苏,390.33,1.27,,,0.13,0.13
600998,九州通,医药商业,湖北,22.36,3.04,4.41,8.29,,
002690,美亚光电,专用机械,安徽,43.65,,,15.78,,6.73
002521,齐峰新材,造纸,山东,28.11,2.23,2.78,,1.12,2.69
300695,兆丰股份,汽车配件,浙江,55.02,19.97,,46.35,6.37,15.53
300112,万讯自控,电器仪表,深圳,136.82,1.36,2.81,3.8,0.46,
002774,快意电梯,运输设备,广东,74.19,11.44,,23.44,,4.75
600490,鹏欣资源,铜,上海,80.98,0.97,,1.46,2.12,1.95
300505,川金诺,化工原料,云南,73.85,4.96,8.48,10.74,1.22,4.04
002808,苏州恒久,元器件,江苏,94.94,5.33,6.87,10.93,1.23,
000859,国风塑业,塑料,安徽,81.63,-0.6,,1.25,,1.68
300190,维尔利,环境保护,江苏,45.59,2.59,3.42,4.08,1.19,2.39
002239,奥特佳,汽车配件,江苏,45.05,4.55,6.72,10.55,1.86,3.73
603678,火炬电子,元器件,福建,51.64,7.38,,12.45,,4.91
002869,金溢科技,通信设备,深圳,40.76,15.03,,31.96,9.51,10.55
300379,东方通,软件服务,北京,313.6,1.54,,8.53,0.17,0.42
002862,实丰文化,文教休闲,广东,74.32,4.53,,14.56,1.73,4.26
600536,中国软件,软件服务,北京,0.0,-2.78,,,,-8.57
000537,广宇发展,区域地产,天津,111.01,4.55,12.07,,-3.11,1.17
300687,赛意信息,软件服务,广东,63.71,14.69,,36.47,5.55,11.9
002226,江南化工,化工原料,安徽,51.75,1.42,,1.93,0.22,1.72
600470,六国化工,农药化肥,安徽,0.0,-1.5,-2.93,-2.99,-1.04,-0.43
300407,凯发电气,电气设备,天津,0.0,1.38,,14.4,,
002760,凤形股份,机械基件,安徽,0.0,1.9,,1.79,-0.69,-1.71
300418,昆仑万维,互联网,北京,40.63,,17.27,18.31,5.54,10.36
300597,吉大通信,通信设备,吉林,153.03,3.71,9.52,14.12,,2.24
600898,国美通讯,通信设备,山东,0.0,2.08,2.51,4.39,,-3.88
600547,山东黄金,黄金,山东,48.85,5.58,7.35,10.36,,3.93
600418,江淮汽车,汽车整车,安徽,29.8,6.68,8.89,11.26,,2.47
002532,新界泵业,农用机械,浙江,21.26,,,,3.73,
600366,宁波韵升,电器仪表,浙江,38.93,,19.01,19.48,1.77,3.66
601558,*ST锐电,电气设备,北京,12.58,-12.12,-16.73,-113.68,-13.18,30.98
601689,拓普集团,汽车配件,浙江,27.23,8.16,13.24,18.67,,9.78
603519,立霸股份,家用电器,江苏,49.32,5.35,7.79,10.86,3.02,
603538,美诺华,化学制药,浙江,53.2,6.43,,12.12,,
600580,卧龙电气,电气设备,浙江,40.65,2.81,,,,2.51
300380,安硕信息,软件服务,上海,0.0,1.75,1.24,,-1.97,-1.78
603617,君禾股份,专用机械,浙江,35.85,17.03,,26.27,10.2,15.79
600217,中再资环,环境保护,陕西,49.61,2.88,6.99,,,7.79
603020,爱普股份,食品,上海,25.93,6.4,,10.68,1.97,4.85
300208,恒顺众昇,电气设备,山东,25.16,12.21,16.33,,7.2,14.55
300114,中航电测,元器件,陕西,53.45,4.77,6.55,7.95,,5.17
603990,麦迪科技,软件服务,江苏,108.59,5.4,,,-0.8,3.42
300273,和佳股份,医疗保健,广东,80.32,4.38,9.03,3.89,1.83,2.3
002059,云南旅游,旅游景点,云南,194.08,,3.67,,,1.27
000690,宝新能源,火力发电,广东,33.71,6.32,8.13,9.42,,3.2
600281,太化股份,化工原料,山西,0.0,,-4.73,6.16,,-5.82
600694,大商股份,百货,辽宁,10.94,,9.76,,4.63,7.22
002626,金达威,食品,福建,32.45,8.49,,17.01,3.02,6.66
601003,柳钢股份,普钢,广西,23.97,,2.75,4.33,4.28,8.19
000541,佛山照明,家用电器,广东,25.75,3.94,5.53,21.4,2.36,4.99
600446,金证股份,软件服务,深圳,418.61,2.91,7.41,17.13,-1.53,1.38
002232,启明信息,软件服务,吉林,408.27,0.12,,4.43,0.12,0.57
603398,邦宝益智,文教休闲,广东,79.06,5.34,,10.47,1.95,4.81
002152,广电运通,电脑设备,广东,19.05,,,11.82,,
300339,润和软件,软件服务,江苏,66.19,1.56,,9.13,,
300201,海伦哲,专用机械,江苏,152.02,0.51,4.24,8.33,0.12,2.07
300640,德艺文创,文教休闲,福建,59.24,16.18,,41.58,,
300354,东华测试,电器仪表,江苏,5029.05,0.44,0.34,0.58,-1.25,0.06
300095,华伍股份,机械基件,江西,81.5,2.21,3.4,4.28,0.86,
300391,康跃科技,机械基件,山东,53.5,,1.22,1.17,,5.98
300105,龙源技术,电器仪表,山东,1473.6,-2.13,-2.63,-8.23,-0.47,0.07
002192,融捷股份,专用机械,广东,9091.24,0.15,0.14,0.73,0.04,0.09
600787,中储股份,仓储物流,天津,104.95,,4.83,8.36,0.32,1.04
000020,深华发Ａ,元器件,深圳,1298.19,2.31,1.44,1.72,,0.67
601311,骆驼股份,电气设备,湖北,31.54,4.09,,10.97,2.02,
002065,东华软件,软件服务,北京,28.85,3.84,7.3,10.0,5.18,
600268,国电南自,电气设备,江苏,0.0,-6.01,-6.11,1.67,-7.18,-5.13
300445,康斯特,电器仪表,北京,84.72,3.57,6.23,11.32,1.47,4.39
000153,丰原药业,化学制药,安徽,37.23,2.31,3.76,3.98,0.81,3.71
002866,传艺科技,电脑设备,江苏,52.58,10.76,,26.41,5.45,7.27
002689,远大智能,运输设备,辽宁,90.19,,2.54,5.01,,2.42
002150,通润装备,机械基件,江苏,36.22,5.95,10.16,14.56,,4.0
600995,文山电力,水力发电,云南,13.66,7.82,9.68,10.43,5.78,11.94
600185,格力地产,区域地产,广东,24.7,5.69,,11.87,3.59,3.82
600211,西藏药业,中成药,西藏,64.52,11.86,22.07,34.64,,5.29
300609,汇纳科技,互联网,上海,238.79,1.66,8.58,,-0.76,2.95
000009,中国宝安,综合类,深圳,127.49,1.61,4.67,5.2,0.75,
000062,深圳华强,批发业,深圳,50.82,3.53,7.25,11.24,,
600789,鲁抗医药,化学制药,山东,77.78,,1.18,1.59,0.71,1.71
002870,香山股份,电器仪表,广东,42.87,11.11,,30.88,5.69,10.59
000063,中兴通讯,通信设备,深圳,22.64,5.83,,-8.4,4.5,8.28
000848,承德露露,软饮料,河北,20.53,15.38,20.71,24.83,11.1,11.24
600289,亿阳信通,软件服务,黑龙江,142.99,0.9,,5.51,0.23,0.78
300399,京天利,互联网,北京,0.0,4.67,6.54,3.52,2.43,-0.41
002884,凌霄泵业,专用机械,广东,28.17,12.8,,25.66,,
600508,上海能源,煤炭开采,上海,12.78,3.52,,5.48,1.93,4.37
000821,京山轻机,轻工机械,湖北,45.01,1.67,2.66,,,
000727,华东科技,元器件,江苏,0.0,-0.25,-0.37,0.22,-2.34,
002245,澳洋顺昌,仓储物流,江苏,32.05,,8.75,11.61,3.03,7.31
002318,久立特材,特种钢,浙江,54.68,2.51,,6.62,0.93,2.53
000498,山东路桥,建筑施工,山东,18.75,,,,,7.2
000551,创元科技,专用机械,江苏,38.68,,4.0,,1.04,3.07
300207,欣旺达,元器件,深圳,44.55,7.84,14.3,22.3,3.14,
300547,川环科技,橡胶,四川,39.51,12.02,17.55,21.29,3.57,7.27
600235,民丰特纸,造纸,浙江,146.59,0.17,0.65,1.0,0.57,0.83
601069,西部黄金,黄金,新疆,76.67,3.98,6.52,7.66,,5.29
002285,世联行,房产服务,深圳,42.04,5.64,10.37,19.47,2.19,6.7
600824,益民集团,百货,上海,30.96,4.7,6.82,,2.43,4.76
300611,美力科技,机械基件,浙江,81.89,5.27,8.41,13.92,2.38,3.67
300193,佳士科技,专用机械,深圳,31.2,2.58,3.98,4.92,0.88,3.29
002682,龙洲股份,公路,福建,46.96,1.61,2.14,3.65,0.92,2.72
300121,阳谷华泰,化工原料,山东,28.09,11.46,5.4,27.24,5.09,
600309,万华化学,化工原料,山东,11.33,11.36,19.95,,12.84,25.43
000619,海螺型材,其他建材,安徽,758.23,2.32,3.7,3.1,-0.28,0.1
601101,昊华能源,煤炭开采,北京,12.33,-2.19,-1.77,-0.13,4.58,6.95
000701,厦门信达,综合类,福建,49.21,1.47,,1.21,0.48,
000018,神州长城,装修装饰,深圳,25.1,,20.95,31.18,5.44,14.39
002122,天马股份,机械基件,浙江,183.04,0.51,,-5.48,,0.79
600250,南纺股份,商贸代理,江苏,0.0,-4.84,-16.73,5.25,-15.05,
300023,宝德股份,专用机械,陕西,46.9,,3.52,6.2,0.43,4.09
300607,拓斯达,专用机械,广东,72.4,9.59,,24.15,,9.68
300599,雄塑科技,塑料,广东,55.59,6.94,11.45,15.7,,3.85
600817,*ST宏盛,多元金融,陕西,0.0,-0.2,-0.42,3.43,,-1.18
300527,华舟应急,专用机械,湖北,45.47,7.75,6.24,,0.24,5.51
000839,中信国安,综合类,北京,97.49,,3.29,3.48,,3.6
000026,飞亚达Ａ,其他商业,深圳,30.33,2.59,5.0,4.74,1.89,3.65
300536,农尚环境,建筑施工,湖北,55.66,8.66,12.83,15.19,0.83,
600400,红豆股份,服饰,江苏,12.71,2.68,,,,11.5
000607,华媒控股,广告包装,浙江,130.74,3.34,7.92,,-0.96,1.75
000528,柳 工,工程机械,广西,20.86,0.18,0.07,,1.22,2.73
300587,天铁股份,橡胶,浙江,47.54,9.32,11.52,15.83,,
300510,金冠电气,电气设备,吉林,102.19,4.96,7.34,11.94,0.82,4.04
002221,东华能源,石油贸易,江苏,20.45,5.01,10.66,,3.2,
300601,康泰生物,生物制药,深圳,108.56,8.31,10.87,12.49,,8.2
300438,鹏辉能源,电气设备,广东,47.25,5.14,,15.64,3.14,
002493,荣盛石化,化纤,浙江,17.54,,10.75,16.36,,8.34
600169,太原重工,工程机械,山西,361.57,-11.52,,-42.91,,0.35
600072,中船科技,船舶,上海,501.64,-4.48,-5.71,-1.52,0.09,
300047,天源迪科,软件服务,深圳,210.92,0.21,1.66,7.17,0.06,0.57
002529,海源机械,专用机械,福建,96.47,-1.53,-0.03,-2.87,0.63,1.65
002134,*ST普林,元器件,天津,0.0,-5.61,-8.77,,,-1.93
601177,杭齿前进,机械基件,浙江,433.62,0.58,0.4,0.45,,0.26
000581,威孚高科,汽车配件,江苏,9.31,,,13.53,4.88,9.84
002863,今飞凯达,汽车配件,浙江,49.73,5.85,,13.26,2.39,
002705,新宝股份,家用电器,广东,30.07,5.88,,17.2,,6.05
002772,众兴菌业,种植业,甘肃,38.83,7.04,8.95,,,2.78
300458,全志科技,元器件,广东,3529.36,4.25,8.65,8.81,,0.08
300636,同和药业,化学制药,江西,42.4,10.53,,21.04,4.3,7.37
600601,方正科技,电脑设备,上海,0.0,-2.73,-3.21,,-2.59,
300482,万孚生物,生物制药,广东,53.7,,14.88,18.79,,12.24
601127,小康股份,汽车配件,重庆,25.8,,9.72,15.93,5.11,
002446,盛路通信,通信设备,广东,47.78,5.36,7.58,,2.34,3.64
002559,亚威股份,机床制造,江苏,43.48,3.16,,7.98,1.1,3.07
300500,启迪设计,建筑施工,江苏,66.87,5.73,,,1.39,4.59
002465,海格通信,通信设备,广东,94.92,2.96,,8.08,0.27,1.91
002204,大连重工,专用机械,辽宁,284.95,,0.87,0.42,0.06,
300171,东富龙,医疗保健,上海,43.62,,,8.12,,2.77
002651,利君股份,专用机械,四川,79.57,,3.46,,,3.05
600734,实达集团,电脑设备,福建,74.46,,10.83,12.64,,
000785,武汉中商,百货,湖北,32.36,,2.37,,,
002407,多氟多,化工原料,河南,56.39,11.41,16.84,,2.61,5.65
300488,恒锋工具,机械基件,浙江,38.64,5.78,8.55,,1.89,5.88
002883,中设股份,建筑施工,江苏,66.39,10.97,,30.14,,10.8
002088,鲁阳节能,矿物制品,山东,38.08,1.59,3.93,6.37,1.01,
002104,恒宝股份,元器件,江苏,40.64,5.48,7.73,,2.5,
000631,顺发恒业,区域地产,吉林,17.02,5.74,6.2,7.64,1.18,
300468,四方精创,软件服务,深圳,79.55,2.69,5.26,9.37,,3.25
300242,明家联合,互联网,广东,31.96,,7.24,8.91,,4.82
002566,益盛药业,中成药,吉林,59.7,1.44,,0.76,1.01,1.67
600810,神马股份,化纤,河南,37.35,1.61,,3.49,1.86,
300216,千山药机,医疗保健,湖南,174.7,,1.88,18.88,1.88,
300176,鸿特精密,汽车配件,广东,102.84,4.21,5.28,,,
600019,宝钢股份,普钢,上海,13.31,3.03,4.86,,2.5,
601898,中煤能源,煤炭开采,北京,25.01,0.74,,2.4,1.35,1.95
002031,巨轮智能,汽车配件,广东,119.65,0.66,0.9,,0.4,
600605,汇通能源,商贸代理,上海,104.83,,3.97,4.38,0.92,
600634,富控互动,互联网,上海,92.52,1.26,,6.4,,1.94
600863,内蒙华电,火力发电,内蒙,36.77,3.56,5.22,,-1.63,2.43
600435,北方导航,专用机械,北京,2332.75,,0.19,2.08,0.34,0.23
002660,茂硕电源,电气设备,深圳,283.12,0.84,1.52,-0.21,,0.6
002268,卫 士 通,软件服务,四川,0.0,,,10.95,-7.09,-4.52
300120,经纬电材,电气设备,天津,91.15,1.27,1.48,2.33,0.93,
300352,北信源,软件服务,北京,219.27,2.02,2.64,8.25,0.04,0.82
601985,中国核电,新型电力,北京,22.99,6.43,9.6,11.5,,6.11
002889,东方嘉盛,仓储物流,深圳,32.81,7.2,,12.49,,8.98
603909,合诚股份,建筑施工,福建,58.92,8.48,9.9,13.2,1.97,4.96
600585,海螺水泥,水泥,安徽,9.8,4.67,,11.59,2.77,8.46
300437,清水源,化工原料,河南,70.51,3.95,4.75,6.73,,2.38
002073,软控股份,软件服务,山东,73.8,0.43,-0.85,,,1.35
603955,大千生态,环境保护,江苏,55.4,4.07,nan,10.49,0.23,3.99
300324,旋极信息,软件服务,北京,60.93,7.19,13.92,17.92,1.94,
002571,*ST德力,玻璃,安徽,53.99,-1.72,-2.9,-4.1,,2.12
300200,高盟新材,化工原料,北京,96.59,,6.68,7.36,0.59,2.22
000401,冀东水泥,水泥,河北,0.0,-9.67,-4.6,0.52,-4.17,
002510,天汽模,汽车配件,天津,44.64,,6.37,7.98,,3.72
600026,中远海能,水运,上海,15.46,5.54,7.25,,2.03,3.07
603167,渤海轮渡,水运,山东,12.11,6.13,,7.68,,
300596,利安隆,化工原料,天津,34.13,11.13,16.29,19.72,4.32,7.54
300423,鲁亿通,电气设备,山东,164.45,2.02,,5.52,0.71,2.15
600851,海欣股份,纺织,上海,96.64,,3.6,2.06,,1.49
002153,石基信息,软件服务,北京,70.38,3.74,5.58,8.09,,3.64
601878,浙商证券,证券,浙江,72.74,nan,,13.82,2.72,5.36
002643,万润股份,化工原料,山东,28.02,,9.04,10.56,2.55,
600830,香溢融通,多元金融,浙江,74.27,,4.02,5.39,,1.49
600307,酒钢宏兴,普钢,甘肃,29.46,2.48,4.85,0.9,,3.75
603035,常熟汽饰,汽车配件,江苏,23.1,8.68,,16.99,2.71,5.66
600757,长江传媒,出版业,湖北,12.34,5.83,7.84,11.22,,6.66
300169,天晟新材,塑料,江苏,508.16,0.31,,1.46,,
600363,联创光电,元器件,江西,27.58,5.06,7.89,7.94,2.33,5.47
002276,万马股份,电气设备,浙江,120.68,3.45,4.4,,-1.03,1.85
002703,浙江世宝,汽车配件,浙江,121.58,,3.49,4.35,,2.66
603198,迎驾贡酒,白酒,安徽,24.37,8.66,12.46,17.84,7.07,8.37
002501,利源精制,铝,吉林,21.67,,10.01,12.92,1.42,4.36
000726,鲁 泰Ａ,纺织,山东,14.42,5.1,,11.71,2.25,
600616,金枫酒业,红黄药酒,上海,89.59,1.77,,,2.65,
300148,天舟文化,出版业,湖南,47.22,,,9.1,1.35,2.51
300415,伊之密,专用机械,广东,23.55,6.49,9.39,13.66,6.0,
300204,舒泰神,生物制药,北京,26.33,6.95,,14.66,,7.33
601727,上海电气,电气设备,上海,38.84,,,4.94,1.07,2.97
601798,蓝科高新,化工机械,甘肃,1089.11,0.91,0.34,-7.26,,0.1
002298,中电鑫龙,软件服务,安徽,48.57,2.41,3.4,,0.54,1.94
600444,国机通用,塑料,安徽,120.39,-3.92,,4.59,3.17,3.28
300473,德尔股份,汽车配件,辽宁,39.16,4.11,5.98,7.33,1.97,3.88
000596,古井贡酒,白酒,安徽,26.37,8.54,11.21,15.88,7.05,9.86
002765,蓝黛传动,汽车配件,重庆,33.93,5.8,,12.54,2.52,5.84
300305,裕兴股份,塑料,江苏,36.99,,3.72,,,2.5
600199,金种子酒,白酒,安徽,493.56,0.48,0.45,0.76,0.28,0.23
300282,汇冠股份,电脑设备,北京,49.08,,7.16,,,2.4
002238,天威视讯,影视音像,深圳,26.73,6.14,,11.68,1.94,4.74
300535,达威股份,化工原料,四川,51.0,7.55,10.74,13.53,2.22,4.09
002537,海联金汇,汽车整车,山东,40.06,3.74,,7.74,1.41,2.67
002583,海能达,通信设备,深圳,758.53,1.37,4.07,12.83,,0.39
600784,鲁银投资,普钢,山东,340.17,,,2.75,0.08,
300151,昌红科技,机械基件,深圳,195.41,,,3.9,,
300645,正元智慧,软件服务,浙江,0.0,-2.01,,14.32,,
002222,福晶科技,元器件,福建,55.6,5.23,8.15,10.86,,9.42
600738,兰州民百,百货,甘肃,44.35,3.33,,5.15,1.37,4.66
600315,上海家化,日用化工,上海,50.09,6.3,8.22,3.88,,4.02
300103,达刚路机,工程机械,陕西,98.22,,2.44,2.8,0.67,
300064,豫金刚石,矿物制品,河南,88.41,3.92,5.72,,0.84,
000510,金路集团,化工原料,四川,87.36,1.1,2.39,7.48,3.2,4.4
300293,蓝英装备,专用机械,辽宁,171.78,0.64,0.22,2.32,,1.65
600455,博通股份,软件服务,陕西,0.0,-4.78,-3.37,-7.73,-2.25,-1.19
002868,绿康生化,农业综合,福建,35.67,23.75,,35.16,9.32,13.13
300539,横河模具,塑料,浙江,91.09,6.7,,14.37,2.81,4.44
600231,凌钢股份,普钢,辽宁,18.07,-1.58,0.27,2.6,3.14,7.48
000547,航天发展,通信设备,福建,71.77,,2.73,4.58,,2.22
600978,宜华生活,家居用品,广东,16.53,5.54,8.55,9.91,,6.17
600225,*ST松江,区域地产,天津,6.08,-29.62,,-27.46,25.79,27.07
000536,华映科技,元器件,福建,113.78,13.31,13.74,7.26,0.43,0.55
002855,捷荣技术,塑料,广东,73.32,4.35,,9.41,2.01,2.71
300300,汉鼎宇佑,软件服务,浙江,93.66,1.99,2.93,2.22,0.84,2.08
300004,南风股份,电气设备,广东,30.12,0.83,0.72,3.02,-0.63,3.13
002508,老板电器,家用电器,浙江,33.44,12.65,20.61,,,13.69
002379,宏创控股,铝,山东,114.44,0.61,0.63,1.18,1.91,
600677,航天通信,通信设备,浙江,486.91,0.48,0.64,,0.23,0.24
002117,东港股份,广告包装,山东,40.73,6.82,10.44,15.11,,6.43
601233,桐昆股份,化纤,浙江,16.37,4.59,,12.61,2.89,5.5
002598,山东章鼓,机械基件,山东,58.41,,5.65,7.48,,4.11
600758,红阳能源,煤炭开采,辽宁,13.94,-4.6,-6.35,3.42,,8.34
300130,新国都,电脑设备,深圳,81.81,2.68,5.96,10.26,,2.09
600507,方大特钢,特种钢,江西,12.22,12.25,20.69,28.51,,
600697,欧亚集团,百货,吉林,16.96,6.84,9.29,,,6.08
300573,兴齐眼药,化学制药,辽宁,46.1,7.9,11.0,13.02,,
002716,金贵银业,小金属,湖南,45.32,3.99,6.55,,2.25,
600720,祁连山,水泥,甘肃,22.31,-0.39,4.18,,-2.51,3.73
002111,威海广泰,航空,山东,31.23,4.51,6.24,7.54,,4.01
002560,通达股份,电气设备,河南,199.18,3.01,,,,0.59
300540,深冷股份,专用机械,四川,159.97,9.19,10.23,,-0.77,1.17
300283,温州宏丰,电气设备,浙江,177.04,3.12,5.78,,,1.47
600311,荣华实业,黄金,甘肃,603.28,-4.83,,-7.56,,
002522,浙江众成,塑料,浙江,155.6,3.51,,,1.31,2.52
002231,奥维通信,通信设备,辽宁,0.0,-3.0,-3.18,1.1,-1.39,
002208,合肥城建,区域地产,安徽,68.12,,4.23,6.83,2.58,
002261,拓维信息,互联网,湖南,40.85,3.58,4.51,5.78,1.83,3.37
000753,漳州发展,汽车服务,福建,207.62,,1.22,14.39,,0.54
600369,西南证券,证券,重庆,46.1,4.57,,4.84,0.13,
000166,申万宏源,证券,新疆,29.3,4.19,,,1.84,3.84
002491,通鼎互联,通信设备,江苏,29.77,9.15,0.15,19.0,2.95,7.77
002147,新光圆成,区域地产,安徽,328.2,,11.69,,0.3,0.5
300252,金信诺,电气设备,深圳,40.87,12.62,,17.58,2.88,4.94
600022,山东钢铁,普钢,山东,22.33,0.14,0.15,-3.64,,3.65
601208,东材科技,化工原料,四川,34.3,1.17,1.79,1.87,2.01,
600327,大东方,百货,江苏,13.03,,7.35,8.22,,
300424,航新科技,航空,广东,148.02,2.44,,7.08,,2.45
300181,佐力药业,中成药,浙江,46.28,4.35,5.64,5.54,,3.59
002528,英飞拓,电脑设备,深圳,121.1,-1.54,,,,0.92
300562,乐心医疗,医疗保健,广东,0.0,14.95,,29.16,,-2.94
600588,用友网络,软件服务,北京,0.0,-3.33,-6.8,3.52,-2.96,-1.14
002432,九安医疗,医疗保健,天津,0.0,-7.44,,1.35,,-3.19
600731,湖南海利,农药化肥,湖南,90.54,1.59,0.79,1.87,,2.01
002852,道道全,食品,湖南,40.89,24.64,,37.2,,7.44
300202,聚龙股份,专用机械,辽宁,297.01,0.86,,,0.81,0.87
002452,长高集团,电气设备,湖南,37.38,,5.59,,1.44,3.9
000882,华联股份,百货,北京,187.92,0.68,2.03,,,0.43
300154,瑞凌股份,元器件,深圳,35.88,3.0,4.78,4.77,,3.42
300696,爱乐达,航空,四川,89.22,4.85,,26.5,2.81,12.02
000902,新洋丰,农药化肥,湖北,15.08,9.56,11.02,11.53,4.22,
002337,赛象科技,化工机械,天津,39.28,,,1.07,-0.39,3.86
300447,全信股份,电气设备,江苏,52.7,8.27,,15.02,,
600462,九有股份,元器件,深圳,985.84,0.08,1.37,2.34,0.29,0.58
002652,扬子新材,其他建材,江苏,38.47,,9.64,,4.25,
300078,思创医惠,元器件,浙江,83.46,4.85,7.59,13.74,1.66,
002827,高争民爆,化工原料,西藏,45.29,11.92,nan,30.84,1.54,
002499,科林环保,环境保护,江苏,51.64,2.32,2.58,2.77,,
600744,华银电力,火力发电,湖南,0.0,-6.68,-0.12,4.64,-4.56,
002819,东方中科,电器仪表,北京,258.46,4.12,7.35,9.91,-0.01,
000996,中国中期,公路,北京,231.53,,2.56,3.43,,1.81
002728,特一药业,中成药,广东,37.27,5.3,7.98,,2.09,5.94
002319,乐通股份,染料涂料,广东,226.61,1.0,0.88,0.16,,1.5
002727,一心堂,医药商业,云南,24.42,8.43,,14.96,,
002364,中恒电气,电气设备,浙江,71.27,8.0,9.75,9.96,1.31,2.55
002412,汉森制药,中成药,湖南,45.88,,4.87,6.74,,4.15
300155,安居宝,元器件,广东,0.0,0.27,,1.55,-1.13,-0.73
600405,动力源,电气设备,北京,0.0,-2.88,2.85,3.3,-3.19,-3.53
002462,嘉事堂,医药商业,北京,31.38,6.39,,11.94,3.52,
300010,立思辰,软件服务,北京,159.74,1.16,1.65,7.12,,0.65
002788,鹭燕医药,医药商业,福建,34.9,4.84,,14.91,1.68,
300245,天玑科技,软件服务,上海,44.63,5.31,6.71,,0.82,
000931,中 关 村,区域地产,北京,0.0,,0.69,3.27,-2.58,
601111,中国国航,空运,北京,19.67,5.58,11.39,,,
603385,惠达卫浴,家居用品,河北,33.7,3.76,,10.94,,4.51
000721,西安饮食,酒店餐饮,陕西,0.0,3.11,2.72,,-1.26,-0.16
002548,金新农,饲料,深圳,34.87,5.24,7.81,9.96,2.07,
603063,禾望电气,电气设备,深圳,39.56,9.2,,20.41,,8.5
600704,物产中大,商贸代理,浙江,17.8,4.04,6.99,,2.03,4.93
300015,爱尔眼科,医疗保健,湖南,51.85,10.68,,,,12.19
002250,联化科技,化工原料,浙江,35.72,5.77,,6.25,1.6,3.12
002058,威 尔 泰,电器仪表,上海,0.0,-1.18,-0.2,2.83,,-2.49
600847,*ST万里,电气设备,重庆,0.0,-0.98,-0.2,-6.21,,
002342,巨力索具,机械基件,河北,217.3,0.77,0.85,0.85,0.58,0.83
002718,友邦吊顶,家居用品,浙江,37.01,9.04,11.75,15.73,1.66,6.12
600785,新华百货,百货,宁夏,25.78,2.03,2.61,3.34,3.68,5.51
000732,泰禾集团,区域地产,福建,13.26,,8.83,11.96,,5.0
002809,红墙股份,化工原料,广东,59.23,7.74,,11.23,1.97,4.42
300278,华昌达,专用机械,湖北,87.66,4.14,5.04,7.67,2.44,
000036,华联控股,全国地产,深圳,6.41,19.14,20.88,49.66,20.18,26.93
600234,ST山水,文教休闲,山西,0.0,4.64,1.61,26.45,-5.98,-12.59
300582,英飞特,半导体,浙江,87.31,9.24,11.39,16.06,0.83,6.04
002435,长江润发,机械基件,江苏,29.64,1.66,2.13,,1.32,2.99
603238,诺邦股份,纺织,浙江,86.43,8.61,,16.71,1.58,
000564,供销大集,百货,陕西,57.54,1.43,0.21,3.06,,
601866,中远海发,水运,上海,21.93,-3.32,,,,
002779,中坚科技,农用机械,浙江,89.31,3.62,5.67,5.88,1.34,2.82
002154,报 喜 鸟,服饰,浙江,0.0,-3.55,-3.68,,,
300307,慈星股份,纺织机械,浙江,24.5,2.87,3.11,,,4.35
002431,棕榈股份,建筑施工,广东,93.22,1.25,2.02,,-1.26,1.96
000568,泸州老窖,白酒,四川,27.77,10.3,,17.79,6.99,12.49
000901,航天科技,航空,黑龙江,84.06,0.59,2.0,4.4,,1.97
000516,国际医学,百货,陕西,42.61,3.93,5.72,5.93,,3.46
002730,电光科技,电气设备,浙江,99.65,2.39,3.36,,0.57,
603798,康普顿,石油加工,山东,33.48,11.13,17.31,17.76,5.93,9.32
300029,天龙光电,专用机械,江苏,0.0,-1.07,-11.79,,,-12.97
000786,北新建材,其他建材,北京,21.0,5.75,9.68,13.75,1.43,6.43
000595,*ST宝实,机械基件,宁夏,165.02,-3.02,,,0.78,
603660,苏州科达,通信设备,江苏,71.03,-0.16,,23.98,2.7,
603866,桃李面包,食品,辽宁,46.03,9.84,16.92,,,
600292,远达环保,环境保护,重庆,138.75,1.22,2.35,3.13,0.46,
600482,中国动力,电气设备,河北,39.53,,3.47,5.9,0.89,2.2
600329,中新药业,中成药,天津,24.22,6.43,,10.38,3.18,6.43
300651,金陵体育,文教休闲,江苏,131.83,3.68,,13.84,0.57,2.41
600135,乐凯胶片,化工原料,河北,60.6,1.82,2.55,2.53,1.6,2.99
000532,华金资本,元器件,广东,154.0,,4.29,5.83,,
002557,洽洽食品,食品,安徽,25.33,5.97,9.46,12.26,2.58,
000679,大连友谊,百货,辽宁,168.3,0.81,-12.81,10.08,0.82,
000416,民生控股,多元金融,山东,150.21,,1.14,1.92,,1.64
600576,万家文化,影视音像,浙江,91.02,2.11,3.97,6.14,,2.27
002163,中航三鑫,装修装饰,深圳,0.0,-0.7,-0.59,1.29,-2.77,-5.55
600538,国发股份,农药化肥,广西,0.0,-1.83,-2.95,-4.78,,-2.02
002093,国脉科技,电信运营,福建,61.45,2.99,3.73,5.61,1.62,
002590,万安科技,汽车配件,浙江,55.1,,5.46,7.8,,4.05
002790,瑞尔特,家居用品,福建,31.98,8.34,12.71,15.51,2.46,
600958,东方证券,证券,上海,28.97,3.71,,6.25,2.07,4.27
002448,中原内配,汽车配件,河南,24.31,5.33,7.89,10.22,2.71,5.9
002374,丽鹏股份,建筑施工,山东,48.37,,4.11,6.51,,1.97
