code,name,industry,area,市盈率(pe),每股收益(eps),市净率(pb),每股净资产(bvps),股价(pe*eps),股价(pb*bvps),净资产收益(roe),20164,20171,20172,20173
603757,大元泵业,专用机械,浙江,36.83,1.84,7.28,10.02,右边股价,72.9456,19.766494705403204,43.49,9.22,20.6,27.04
000710,贝瑞基因,医疗保健,四川,117.87,0.48,17.04,4.16,右边股价,70.8864,14.456604734029014,-3.62,-4.76,-6.67,
300502,新易盛,通信设备,四川,68.65,0.42,8.13,4.57,右边股价,37.15410000000001,11.842680262199563,12.36,2.96,6.1,
300228,富瑞特装,化工机械,江苏,95.19,0.107,3.6,3.76,右边股价,13.536,3.7819098644815634,-15.88,1.0,,1.14
603383,顶点软件,软件服务,福建,92.31,0.52,5.31,10.16,右边股价,53.9496,5.752356191095222,16.14,,4.82,5.78
600176,中国巨石,玻璃,浙江,19.58,0.532,3.42,4.06,右边股价,13.885199999999998,17.46680286006129,14.84,,8.87,13.61
603577,汇金通,钢加工,山东,70.49,0.207,3.98,4.89,右边股价,19.4622,5.646190949070791,12.51,1.11,2.53,4.23
600876,洛阳玻璃,玻璃,河南,15462.78,0.001,22.39,0.99,右边股价,22.1661,0.14479931810450644,2.42,0.22,,
603025,大豪科技,电脑设备,北京,40.52,0.659,9.4,3.79,右边股价,35.626000000000005,23.198420533070088,16.19,3.8,12.03,19.37
300375,鹏翎股份,汽车配件,天津,27.78,0.468,2.44,7.12,右边股价,17.3728,8.783297336213103,13.29,,5.05,6.68
600801,华新水泥,水泥,湖北,14.03,0.701,1.8,7.26,右边股价,13.068,12.829650748396293,4.61,0.95,,
300623,捷捷微电,半导体,江苏,55.48,1.203,7.01,12.7,右边股价,89.02699999999999,12.63518385003605,25.88,3.8,,11.92
300575,中旗股份,农药化肥,江苏,39.88,1.084,4.36,13.22,右边股价,57.63920000000001,10.932798395185557,15.36,,,8.47
300695,兆丰股份,汽车配件,浙江,47.05,2.44,4.96,23.17,右边股价,114.92320000000001,10.541976620616365,46.35,6.37,15.53,23.2
600596,新安股份,农药化肥,浙江,23.02,0.34,1.65,6.12,右边股价,10.097999999999999,7.167680278019114,1.95,1.54,5.07,
300496,中科创达,软件服务,北京,170.18,0.18,13.23,3.1,右边股价,41.013000000000005,7.77412151839229,11.61,2.35,5.15,6.48
603882,金域医学,医疗保健,广东,91.09,0.38,10.79,3.63,右边股价,39.167699999999996,11.845427599077835,16.75,,7.36,12.57
603331,百达精工,专用机械,浙江,47.7,0.48,4.87,5.23,右边股价,25.470100000000002,10.20964360587002,16.96,5.33,,10.91
601011,宝泰隆,焦炭加工,黑龙江,90.62,0.11,3.14,3.56,右边股价,11.1784,3.465018759655705,,0.5,1.39,3.23
002049,紫光国芯,元器件,河北,89.98,0.35100000000000003,7.57,5.57,右边股价,42.1649,8.412980662369415,,1.65,,6.49
603976,正川股份,医疗保健,重庆,43.75,0.596,4.01,8.68,右边股价,34.806799999999996,9.165714285714285,14.57,,8.12,10.18
600295,鄂尔多斯,小金属,内蒙,29.34,0.35100000000000003,1.87,7.35,右边股价,13.7445,6.373551465576005,,1.51,2.29,
002497,雅化集团,化工原料,四川,68.6,0.171,5.99,2.62,右边股价,15.693800000000001,8.731778425655978,5.95,,5.58,6.72
600601,方正科技,电脑设备,上海,0.0,-0.09,2.28,1.69,右边股价,3.8531999999999997,,,-2.59,,-5.34
002775,文科园林,建筑施工,深圳,24.63,0.698,3.98,5.76,右边股价,22.924799999999998,16.159155501421033,,0.87,8.1,14.25
002092,中泰化学,化工原料,新疆,11.18,0.953,1.68,8.46,右边股价,14.212800000000001,15.026833631484795,14.74,4.61,8.11,12.93
002788,鹭燕医药,医药商业,福建,37.16,0.745,3.29,11.23,右边股价,36.9467,8.853606027987084,14.91,1.68,,6.78
002036,联创电子,元器件,浙江,55.16,0.26,6.37,3.1,右边股价,19.747,11.548223350253808,,,5.05,8.98
002173,创新医疗,医疗保健,浙江,55.72,0.21,1.98,7.89,右边股价,15.6222,3.5534816941852116,3.56,0.38,,
002218,拓日新能,半导体,深圳,37.58,0.098,2.17,2.26,右边股价,4.9041999999999994,5.774348057477382,4.85,1.15,3.17,4.36
300474,景嘉微,元器件,湖南,138.12,0.34700000000000003,16.82,3.8,右边股价,63.916,12.177816391543585,,,6.21,10.25
300015,爱尔眼科,医疗保健,湖南,52.96,0.416,13.24,2.22,右边股价,29.392800000000005,25.0,,,12.19,
300258,精锻科技,汽车配件,江苏,27.73,0.451,4.22,3.95,右边股价,16.669,15.218175261449693,13.9,3.84,8.27,11.94
600392,盛和资源,小金属,山西,47.41,0.32,4.97,3.76,右边股价,18.687199999999997,10.483020459818604,-2.76,1.5,3.88,12.72
300458,全志科技,元器件,广东,1424.74,0.017,5.28,6.03,右边股价,31.838400000000004,0.3705939329281132,8.81,,0.08,0.27
300077,国民技术,半导体,深圳,121.07,0.09,2.67,5.42,右边股价,14.4714,2.2053357561741143,3.52,0.73,1.48,
300493,润欣科技,通信设备,上海,88.85,0.145,10.51,1.64,右边股价,17.2364,11.828925154755206,10.68,2.2,5.99,9.04
603165,荣晟环保,造纸,浙江,24.67,2.24,9.59,7.48,右边股价,71.7332,38.87312525334414,,,24.79,35.07
300093,金刚玻璃,玻璃,广东,171.43,0.064,3.55,4.12,右边股价,14.626,2.0708160765326955,,0.05,1.06,
002074,国轩高科,电气设备,江苏,31.78,0.73,6.04,5.12,右边股价,30.9248,19.005663939584643,29.86,5.0,10.79,15.14
601689,拓普集团,汽车配件,浙江,26.68,0.81,3.12,8.64,右边股价,26.9568,11.694152923538232,18.67,,9.78,11.73
002662,京威股份,汽车配件,北京,40.19,0.2,2.5,3.33,右边股价,8.325,6.220452848967406,14.08,1.55,3.62,4.94
603233,大参林,医药商业,广东,43.6,0.99,8.07,6.6,右边股价,53.262,18.509174311926603,37.96,nan,,21.33
300044,赛为智能,软件服务,深圳,66.54,0.25,4.68,4.2,右边股价,19.656,7.0333633904418384,12.79,1.98,5.78,10.03
600971,恒源煤电,煤炭开采,安徽,8.68,0.952,1.6,6.9,右边股价,11.040000000000001,18.433179723502306,0.63,4.9,,
600409,三友化工,化工原料,河北,10.95,0.76,2.23,4.65,右边股价,10.3695,20.36529680365297,11.47,,12.99,18.17
603306,华懋科技,汽车配件,福建,28.72,0.87,3.5,8.64,右边股价,30.240000000000002,12.186629526462395,,5.41,,
000825,太钢不锈,特种钢,山西,10.65,0.379,1.25,4.3,右边股价,5.375,11.737089201877934,5.24,,,
002709,天赐材料,化工原料,广东,46.01,0.85,6.97,7.19,右边股价,50.1143,15.148880678113454,28.82,3.85,,14.84
002655,共达电声,元器件,山东,375.66,0.017,4.86,1.8,右边股价,8.748000000000001,1.2937230474365118,2.82,0.31,0.73,0.97
603717,天域生态,环境保护,重庆,92.32,0.31,5.0,7.07,右边股价,35.35,5.415944540727903,20.14,3.81,4.47,4.93
002830,名雕股份,装修装饰,深圳,184.71,0.146,8.41,4.29,右边股价,36.078900000000004,4.553083211520762,15.85,-3.14,1.88,3.42
002121,科陆电子,电器仪表,深圳,40.72,0.2,3.13,3.33,右边股价,10.4229,7.686640471512771,,1.78,3.72,6.78
000898,鞍钢股份,普钢,辽宁,11.2,0.454,1.03,6.59,右边股价,6.7877,9.196428571428571,3.67,2.35,3.98,7.08
002839,张家港行,银行,江苏,30.53,0.308,2.78,4.51,右边股价,12.537799999999999,9.105797576154602,9.68,2.58,4.51,6.96
002490,*ST墨龙,化工机械,山东,320.19,0.013,2.37,2.29,右边股价,5.427300000000001,0.7401855148505575,-28.8,,0.39,0.56
300686,智动力,元器件,深圳,111.7,0.25,5.95,4.82,右边股价,28.679000000000002,5.326768128916741,19.22,3.19,6.04,
603226,菲林格尔,家居用品,上海,37.9,0.85,4.24,8.17,右边股价,34.6408,11.187335092348285,22.02,2.3,9.91,11.96
603660,苏州科达,通信设备,江苏,76.0,0.406,8.45,4.88,右边股价,41.236,11.118421052631577,23.98,2.7,,8.56
300667,必创科技,电器仪表,北京,297.23,0.19,11.49,4.79,右边股价,55.0371,3.8656932341957404,22.17,1.73,3.9,4.33
000807,云铝股份,铝,云南,50.78,0.162,2.97,3.71,右边股价,11.0187,5.848759354076408,1.76,,1.58,4.48
300396,迪瑞医疗,医疗保健,吉林,36.62,0.88,5.5,7.82,右边股价,43.010000000000005,15.019115237575097,12.01,2.48,8.04,11.78
002435,长江润发,机械基件,江苏,27.97,0.498,1.75,10.61,右边股价,18.5675,6.256703611011798,,1.32,2.99,4.78
002611,东方精工,轻工机械,广东,58.04,0.22,2.14,6.43,右边股价,13.7602,3.6871123363197795,6.9,0.44,3.82,4.25
300351,永贵电器,元器件,浙江,44.04,0.317,2.59,7.18,右边股价,18.5962,5.881017257039056,,,,4.47
002527,新时达,电器仪表,上海,35.15,0.258,2.66,4.54,右边股价,12.076400000000001,7.5675675675675675,6.74,0.79,3.58,
002369,卓翼科技,通信设备,深圳,383.68,0.021,2.93,3.66,右边股价,10.7238,0.7636572143452878,1.25,-1.63,0.1,0.63
000708,大冶特钢,特种钢,湖北,15.09,0.62,1.43,8.7,右边股价,12.440999999999999,9.476474486414844,8.13,1.74,5.0,7.31
002727,一心堂,医药商业,云南,26.58,0.607,4.14,5.2,右边股价,21.528,15.575620767494355,14.96,,,12.17
000401,冀东水泥,水泥,河北,46.23,0.237,1.91,7.65,右边股价,14.6115,4.131516331386546,0.52,-4.17,,3.15
300613,富瀚微,半导体,上海,99.34,1.93,11.72,20.55,右边股价,240.84600000000003,11.797865915039258,52.71,,8.52,10.76
002886,沃特股份,塑料,深圳,99.08,0.34700000000000003,5.86,7.82,右边股价,45.8252,5.914412595882116,16.77,,3.69,5.61
000040,东旭蓝天,全国地产,深圳,48.82,0.242,1.87,8.43,右边股价,15.764100000000001,3.83039737812372,2.85,0.33,1.37,2.91
300042,朗科科技,电脑设备,深圳,95.66,0.274,5.25,6.66,右边股价,34.965,5.488187330127535,5.17,1.68,2.57,4.11
603060,国检集团,建筑施工,北京,39.71,0.485,5.7,4.51,右边股价,25.707,14.354066985645932,25.49,,5.94,
600728,佳都科技,软件服务,广东,231.4,0.033,5.44,1.88,右边股价,10.2272,2.3509075194468454,4.36,0.45,1.13,
002827,高争民爆,化工原料,西藏,40.11,0.487,6.07,4.3,右边股价,26.101,15.133383196210422,30.84,1.54,,11.67
600850,华东电脑,软件服务,上海,30.72,0.5329999999999999,4.56,4.79,右边股价,21.842399999999998,14.843749999999998,,,7.7,11.46
002253,川大智胜,软件服务,四川,196.84,0.093,4.3,5.7,右边股价,24.509999999999998,2.184515342410079,3.04,,1.06,1.64
000581,威孚高科,汽车配件,江苏,10.88,1.837,1.9,14.0,右边股价,26.599999999999998,17.463235294117645,13.53,4.88,9.84,13.67
601012,隆基股份,半导体,陕西,26.94,1.123,6.62,6.09,右边股价,40.3158,24.57312546399406,21.77,4.26,11.57,20.12
002079,苏州固锝,半导体,江苏,63.26,0.11,4.48,2.07,右边股价,9.2736,7.081884287069239,8.06,1.28,3.63,
002213,特 尔 佳,汽车配件,深圳,309.81,0.054000000000000006,12.57,1.78,右边股价,22.3746,4.057325457538491,2.26,-0.44,0.39,3.08
603595,东尼电子,元器件,浙江,73.23,1.08,13.23,6.41,右边股价,84.8043,18.06636624334289,28.83,6.71,nan,
300456,耐威科技,元器件,北京,258.94,0.14,6.53,7.42,右边股价,48.452600000000004,2.5218197265775855,,0.69,1.74,
300450,先导智能,专用机械,江苏,98.68,0.68,14.19,5.87,右边股价,83.2953,14.379813538710984,35.56,9.17,17.77,24.64
600580,卧龙电气,电气设备,浙江,12.91,0.531,2.04,4.47,右边股价,9.1188,15.801704105344694,,,2.51,12.57
000612,焦作万方,铝,河南,35.99,0.229,2.72,4.03,右边股价,10.9616,7.557654904140039,2.14,,2.36,5.84
603357,设计总院,建筑施工,安徽,40.62,0.66,5.53,5.2,右边股价,28.756000000000004,13.61398325947809,28.26,8.36,,20.42
600216,浙江医药,化学制药,浙江,68.85,0.13699999999999998,1.73,7.25,右边股价,12.5425,2.512708787218591,6.64,0.34,1.28,1.88
603366,日出东方,家用电器,江苏,59.66,0.102,1.75,4.64,右边股价,8.12,2.9332886356017434,6.54,0.44,1.99,2.14
601666,平煤股份,煤炭开采,河南,10.83,0.435,1.21,5.21,右边股价,6.3041,11.172668513388736,7.68,,,8.61
000880,潍柴重机,机械基件,山东,77.3,0.104,2.23,4.83,右边股价,10.7709,2.884864165588616,,0.29,,
002429,兆驰股份,家用电器,深圳,25.73,0.108,2.07,1.8,右边股价,3.726,8.045083560046637,7.26,1.83,,6.14
603063,禾望电气,电气设备,深圳,39.98,0.48,4.1,5.55,右边股价,22.755,10.25512756378189,20.41,,8.5,
300141,和顺电气,电气设备,江苏,201.95,0.053,5.18,2.74,右边股价,14.193200000000001,2.564991334488735,4.25,0.61,0.37,1.31
002151,北斗星通,通信设备,北京,166.71,0.14800000000000002,3.91,8.41,右边股价,32.8831,2.3453901985483774,,0.08,0.6,
000513,丽珠集团,中成药,广东,7.21,7.76,3.86,19.13,右边股价,73.84179999999999,53.536754507628295,15.48,4.14,7.42,
600051,宁波联合,综合类,浙江,25.44,0.332,1.64,6.85,右边股价,11.233999999999998,6.446540880503144,7.8,,1.83,5.08
603966,法兰泰克,机械基件,江苏,63.34,0.28,4.58,5.0,右边股价,22.9,7.230817808651721,11.5,0.24,3.31,5.71
000761,本钢板材,钢加工,辽宁,9.94,0.425,1.26,4.48,右边股价,5.644800000000001,12.67605633802817,6.34,2.3,4.04,
600807,天业股份,区域地产,山东,111.48,0.106,6.77,2.34,右边股价,15.841799999999997,6.0728381772515245,7.6,,,
