code,name,industry,area,市盈率(pe),每股收益(eps),市净率(pb),每股净资产(bvps),股价(pb*bvps),净资产收益(roe),20163,20164,20171,20172
603811,诚意药业,化学制药,浙江,50.32,0.4,5.41,6.56,35.4896,10.75119237,,26.42,4.93,6.97
2437,誉衡药业,化学制药,黑龙江,34,0.1,3.66,1.85,6.771,10.76470588,15.45,19.63,,5.38
300636,同和药业,化学制药,江西,43.34,0.48,4.74,7.51,35.5974,10.93677896,,21.04,4.3,7.37
2365,永安药业,化学制药,湖北,53.17,0.35,6.15,6.28,38.622,11.56667294,,5.43,2.05,5.87
600380,健康元,化学制药,深圳,23.34,0.208,2.74,3.54,9.6996,11.739503,7.72,9.31,3.5,5.9
2020,京新药业,化学制药,浙江,24.75,0.27,2.93,3.9,11.427,11.83838384,,9.24,,6.89
600420,现代制药,化学制药,上海,23.33,0.322,2.82,5.33,15.0306,12.08744106,,9.38,2.76,
300452,山河药辅,化学制药,安徽,51.26,0.271,6.22,4.46,27.7412,12.13421771,9.51,12.74,2.85,6.05
300584,海辰药业,化学制药,江苏,47.84,0.38,5.83,6.02,35.0966,12.18645485,nan,17.77,2.81,6.47
600521,华海药业,化学制药,浙江,38.9,0.29,5.1,4.32,22.032,13.11053985,10.18,12.71,3.14,6.51
603520,司太立,化学制药,浙江,31.48,0.454,4.14,6.9,28.566,13.15120712,9.22,10.8,,
600196,复星医药,化学制药,上海,24.49,0.7,3.35,9.88,33.098,13.67905267,,,,
300558,贝达药业,化学制药,浙江,79.13,0.342,10.9,4.97,54.173,13.77480096,29.75,32.88,3.85,
952,广济药业,化学制药,湖北,40.08,0.201,5.77,2.8,16.156,14.39620758,21.72,,4.66,
2653,海思科,化学制药,西藏,49,0.128,7.11,1.77,12.5847,14.51020408,15.01,21.26,1.94,5.93
2900,N哈三联,化学制药,黑龙江,33.87,0.384,4.93,5.27,25.9811,14.55565397,,,,
603707,健友股份,化学制药,江苏,40.56,0.34,5.91,3.99,23.5809,14.57100592,,21.37,,8.96
600062,华润双鹤,化学制药,北京,17.5,0.599,2.55,8.21,20.9355,14.57142857,,11.15,3.45,7.51
2001,新 和 成,化学制药,浙江,22.91,0.538,3.36,7.34,24.6624,14.66608468,11.41,15.92,,
300267,尔康制药,化学制药,湖南,27.96,0.21,4.26,2.69,11.4594,15.2360515,16,22,4.14,7.87
2898,赛隆药业,化学制药,广东,63.1,0.203,10.73,2.39,25.6447,17.00475436,,25.65,,12.02
300702,天宇股份,化学制药,浙江,34.2,0.628,5.92,7.26,42.9792,17.30994152,,22.25,,
2262,恩华药业,化学制药,江苏,33.77,0.207,6.23,2.25,14.0175,18.44832692,13.18,15.88,,9.56
813,德展健康,化学制药,新疆,21.27,0.191,4.35,1.87,8.1345,20.45133992,,35.71,,
915,山大华特,化学制药,山东,26.77,0.626,5.6,5.99,33.544,20.91893911,13.54,16.62,,10.81
603676,卫信康,化学制药,西藏,59.4,0.18,12.49,1.46,18.2354,21.02693603,,25.01,,
2019,亿帆医药,化学制药,浙江,24.84,0.44,5.62,3.52,19.7824,22.62479871,17.27,22.02,5.5,12.65
600276,恒瑞医药,化学制药,江苏,52.04,0.559,11.99,4.85,58.1515,23.03996925,17.8,23.24,6.35,
300497,富祥股份,化学制药,江西,26.55,0.93,6.26,7.64,47.8264,23.57815443,,,6.46,12.43
603963,N理药,化学制药,云南,29.07,0.312,7.24,2.5,18.1,24.90540076,,,,
963,华东医药,化学制药,浙江,22,1.071,5.98,7.88,47.1224,27.18181818,18.53,22.19,,13.54
2294,信立泰,化学制药,深圳,21.74,0.698,5.93,5.12,30.3616,27.27690892,,28.68,,13.33
2693,双成药业,化学制药,海南,0,-0.043,5.25,1.4,7.35,,-27.32,,-1.59,-3.22
606,神州易桥,化学制药,青海,0,-0.05,2.83,3.6,10.188,,0.99,2.63,-1.01,-1.39
603367,辰欣药业,化学制药,山东,0,0,0,0,0,,,,,
300705,九典制药,化学制药,湖南,0,0,0,0,0,,,,,
300332,天壕环境,环境保护,北京,231.84,0.018,2.3,3.7,8.51,0.992063492,3.82,2.57,0.09,0.49
600292,远达环保,环境保护,重庆,135.38,0.039,1.69,6.19,10.4611,1.248338012,2.35,3.13,0.46,
600481,双良节能,环境保护,江苏,300.99,0.008,3.87,1.31,5.0697,1.285757002,,7.62,-0.57,0.64
300090,盛运环保,环境保护,安徽,135.27,0.042,2.86,3.97,11.3542,2.114289939,2.9,,0.13,1.06
300362,天翔环境,环境保护,四川,147.2,0.054,3.9,4.08,15.912,2.649456522,3.52,,0.22,
600526,菲达环保,环境保护,浙江,82.2,0.065,2.29,4.7,10.763,2.785888078,2.03,1.75,0.63,
2549,凯美特气,环境保护,湖南,192.39,0.021,5.69,1.43,8.1367,2.957534175,1.12,2.43,0.59,1.49
300631,久吾高科,环境保护,江苏,232.41,0.081,7.08,5.3,37.524,3.046340519,8.13,11.54,0.67,1.75
300152,科融环境,环境保护,江苏,94.79,0.036,3.47,1.94,6.7318,3.660723705,-2.07,,1.96,1.84
300190,维尔利,环境保护,江苏,44.94,0.17,1.78,7.82,13.9196,3.960836671,3.42,4.08,1.19,2.39
603903,中持股份,环境保护,北京,163.28,0.16,6.84,6.51,44.5284,4.189122979,,11.4,0.49,2.54
603177,德创环保,环境保护,浙江,156.62,0.057,7.13,2.5,17.825,4.55241987,9.47,15.85,,
600008,首创股份,环境保护,北京,58.89,0.054,2.85,2.22,6.327,4.83953133,4.61,6.76,1.16,2.62
2616,长青集团,环境保护,广东,76.1,0.067,3.73,2.75,10.2575,4.901445466,5.77,8.83,1.27,2.49
603822,嘉澳环保,环境保护,浙江,95.76,0.22,4.88,8.65,42.212,5.096073517,5.26,7.78,,2.55
300425,环能科技,环境保护,四川,58.34,0.1,3.1,3.77,11.687,5.313678437,4,6.32,-0.05,2.62
603797,联泰环保,环境保护,广东,71.49,0.16,4.12,4.61,18.9932,5.763043782,,9.53,1.96,3.53
2658,雪迪龙,环境保护,北京,89.16,0.086,5.35,2.87,15.3545,6.000448632,5.86,11.86,0.72,3.01
300692,中环环保,环境保护,安徽,169,0.176,10.22,5.82,59.4804,6.047337278,,10.9,,4.12
35,中国天楹,环境保护,江苏,62.97,0.053,3.9,1.72,6.708,6.193425441,7.05,10.82,1.1,3.44
603588,高能环境,环境保护,北京,71.17,0.1,4.6,3.08,14.168,6.463397499,4.06,8.24,0.17,
544,中原环保,环境保护,河南,31.56,0.27,2.08,8.19,17.0352,6.590621039,6,7.14,1.09,3.34
300070,碧水源,环境保护,北京,52.74,0.17,3.51,5.12,17.9712,6.655290102,,12.8,,3.37
603955,大千生态,环境保护,江苏,56.13,0.45,3.75,11.69,43.8375,6.680919294,nan,10.49,0.23,3.99
603717,天域生态,环境保护,重庆,61.29,0.27,4.1,7.01,28.741,6.689508892,,20.14,3.81,4.47
300137,先河环保,环境保护,河北,88.25,0.143,5.95,4.25,25.2875,6.742209632,,,0.95,3.27
2322,理工环科,环境保护,浙江,44.19,0.259,3.1,7.37,22.847,7.015161801,,5.21,1.52,3.45
300055,万邦达,环境保护,北京,38.32,0.238,2.77,6.57,18.1989,7.228601253,4.63,5.72,1.84,
300203,聚光科技,环境保护,浙江,74.75,0.224,5.47,6.13,33.5311,7.317725753,10.23,15.87,0.54,3.65
300187,永清环保,环境保护,湖南,61.91,0.089,4.66,2.37,11.0442,7.527055403,5.79,,1.07,3.69
603817,海峡环保,环境保护,福建,63.48,0.13,4.9,3.04,14.896,7.718966604,7.34,10.98,2.08,4.28
300388,国祯环保,环境保护,安徽,50.75,0.198,3.92,5.14,20.1488,7.724137931,,10.65,1.41,3.86
300495,美尚生态,环境保护,江苏,42.16,0.184,3.48,4.47,15.5556,8.25426945,,17.09,-0.28,4.2
603126,中材节能,环境保护,天津,69.93,0.104,5.84,2.48,14.4832,8.351208351,6.74,9.08,,4.16
603200,上海洗霸,环境保护,上海,53.54,0.49,4.48,9.25,41.44,8.367575644,,17.34,3.24,6.59
826,启迪桑德,环境保护,湖北,36.44,0.52,3.15,11.15,35.1225,8.644346872,10.8,15.79,,5.26
300385,雪浪环境,环境保护,江苏,45.62,0.302,4.16,6.64,27.6224,9.118807541,,12.05,1.77,4.62
300272,开能环保,环境保护,上海,46.78,0.098,4.55,2.01,9.1455,9.726378794,9.53,,1.67,
300422,博世科,环境保护,广西,61.63,0.149,6.25,2.93,18.3125,10.14116502,10.29,11.84,,
300172,中电环保,环境保护,江苏,42.41,0.114,4.31,2.25,9.6975,10.16269748,7.08,10.28,1.09,5.11
300197,铁汉生态,环境保护,深圳,34.77,0.177,3.55,3.47,12.3185,10.20995111,,11.34,,5.13
600874,创业环保,环境保护,天津,46.5,0.179,4.88,3.41,16.6408,10.49462366,8.09,9.71,2.52,5.31
600388,龙净环保,环境保护,福建,38.91,0.211,4.36,3.77,16.4372,11.20534567,11.61,17.4,2.08,5.53
300262,巴安水务,环境保护,上海,27.94,0.179,3.17,3.15,9.9855,11.34574087,11.95,13.53,,
601200,上海环境,环境保护,上海,28.52,0.426,3.29,7.39,24.3131,11.53576438,,9.98,,
2499,科林环保,环境保护,江苏,50.32,0.23,5.88,3.94,23.1672,11.68521463,2.58,2.77,,
2672,东江环保,环境保护,广东,32.21,0.248,3.98,4.02,15.9996,12.35641105,12.86,17.65,,6.41
600217,中再资环,环境保护,陕西,47.98,0.08,6.29,1.12,7.0448,13.10962901,6.99,,,7.79
920,南方汇通,环境保护,贵州,42.7,0.149,6.52,1.95,12.714,15.26932084,,10.38,4.17,7.7
2573,清新环境,环境保护,北京,35.51,0.294,5.83,3.58,20.8714,16.41791045,16.04,23.26,2.59,
300266,兴源环境,环境保护,浙江,60.65,0.255,10.09,3.07,30.9763,16.63643858,,8.28,3.39,8.62
603603,博天环境,环境保护,北京,76.17,0.32,15.16,3.06,46.3896,19.90284889,,17.42,2.37,
603568,伟明环保,环境保护,浙江,30.93,0.358,7.2,3.08,22.176,23.27837051,14.53,18.23,6.1,11.95
300355,蒙草生态,环境保护,内蒙,24.45,0.247,6.15,1.97,12.1155,25.15337423,10.61,14.15,,13.15
300156,神雾环保,环境保护,北京,30.14,0.401,8.64,2.8,24.192,28.66622429,,,3.95,
300072,三聚环保,环境保护,北京,23.38,0.68,7.61,4.12,31.3532,32.54918734,23.19,29.73,6.72,17.63
820,神雾节能,环境保护,辽宁,44.42,0.326,19.64,1.47,28.8708,44.21431787,,,9.52,24.85
2200,云投生态,环境保护,云南,0,-0.149,4.11,4.47,18.3717,,4.13,4.01,-0.89,
300056,三维丝,环境保护,福建,0,-0.486,2.32,3.89,9.0248,,6.83,,,
600311,荣华实业,黄金,甘肃,591.12,0.005,4.67,1.25,5.8375,0.790025714,,-7.56,,
600489,中金黄金,黄金,北京,88.07,0.062,2.79,3.88,10.8252,3.167934597,3.46,,0.66,1.59
600988,赤峰黄金,黄金,内蒙,60.84,0.112,3.79,3.59,13.6061,6.229454306,6.9,13.94,,3.15
2155,湖南黄金,黄金,湖南,37.81,0.135,2.78,3.68,10.2304,7.352552235,,,,3.7
600766,园城黄金,黄金,山东,627.85,0.01,47.94,0.25,11.985,7.635581747,7.38,6.42,2.46,3.99
600547,山东黄金,黄金,山东,47.33,0.333,3.67,8.59,31.5253,7.754067188,7.35,10.36,,3.93
600687,刚泰控股,黄金,甘肃,39.77,0.171,3.48,3.91,13.6068,8.750314307,,9.18,1.87,4.44
601899,紫金矿业,黄金,福建,29.99,0.065,2.74,1.43,3.9182,9.136378793,,6.66,3.54,
2237,恒邦股份,黄金,山东,26.54,0.217,2.59,4.44,11.4996,9.758854559,5.19,5.39,1.83,5.03
601069,西部黄金,黄金,新疆,73.69,0.146,7.79,2.76,21.5004,10.57131225,6.52,7.66,,5.29
600385,山东金泰,黄金,山东,0,-0.018,30.13,0.49,14.7637,,2.5,,-3.09,-3.5
600578,京能电力,火力发电,北京,222.69,0.009,1.22,3.42,4.1724,0.547846783,6.77,7.95,,
875,吉电股份,火力发电,吉林,140.61,0.018,1.39,3.59,4.9901,0.98854989,1.55,0.34,,0.5
600780,通宝能源,火力发电,山西,121.84,0.022,1.32,4.13,5.4516,1.08338805,2.33,2.19,,0.54
539,粤电力Ａ,火力发电,广东,106.85,0.025,1.19,4.4,5.236,1.11371081,6.18,3.99,,
600011,华能国际,火力发电,北京,66.88,0.052,1.51,4.58,6.9158,2.25777512,,10.91,,1.08
600021,上海电力,火力发电,上海,74.29,0.077,2.44,4.71,11.4924,3.284425899,7.8,8.77,0.71,1.59
958,东方能源,火力发电,河北,90.54,0.042,3.22,2.38,7.6636,3.556439143,11.45,11.46,2.45,1.79
600864,哈投股份,火力发电,黑龙江,36.16,0.121,1.31,6.68,8.7508,3.622787611,3.88,,0.78,
27,深圳能源,火力发电,深圳,31.8,0.102,1.19,5.45,6.4855,3.742138365,6.11,6.02,,1.85
899,赣能股份,火力发电,江西,38.81,0.094,1.56,4.67,7.2852,4.019582582,8.53,,,1.93
600,建投能源,火力发电,河北,43.15,0.131,1.88,6,11.28,4.356894554,14.4,13.41,,2.09
600098,广州发展,火力发电,广东,28.13,0.131,1.27,5.79,7.3533,4.514752933,6.56,4.51,,2.31
600863,内蒙华电,火力发电,内蒙,35.97,0.044,1.75,1.8,3.15,4.865165416,5.22,,-1.63,2.43
601991,大唐发电,火力发电,北京,27.59,0.081,1.46,3.06,4.4676,5.291772381,,-6.45,1.58,2.68
531,穗恒运Ａ,火力发电,广东,26.48,0.165,1.56,5.61,8.7516,5.891238671,11.61,15.22,,2.84
600483,福能股份,火力发电,福建,24.43,0.19,1.45,6.42,9.309,5.93532542,7.64,,1.98,
600726,华电能源,火力发电,黑龙江,40.91,0.053,2.44,1.79,4.3676,5.964311904,,4.54,7.41,
600509,天富能源,火力发电,新疆,23.61,0.166,1.44,5.41,7.7904,6.099110546,5.8,6.69,,
690,宝新能源,火力发电,广东,32.21,0.123,2.03,3.89,7.8967,6.302390562,8.13,9.42,,3.2
600795,国电电力,火力发电,辽宁,18.9,0.09,1.3,2.63,3.419,6.878306878,9.52,9.11,1.97,3.38
600642,申能股份,火力发电,上海,14.13,0.213,1.09,5.53,6.0277,7.71408351,7.52,10.09,1.97,3.77
600023,浙能电力,火力发电,浙江,15.33,0.175,1.26,4.26,5.3676,8.219178082,10.09,11.09,,4.03
2608,江苏国信,火力发电,江苏,22.42,0.264,2.36,5.02,11.8472,10.52631579,nan,9,,5.13
883,湖北能源,火力发电,湖北,12.16,0.206,1.33,3.79,5.0407,10.9375,8.28,,1.84,
2479,富春环保,火力发电,浙江,23.85,0.249,3.45,3.45,11.9025,14.46540881,6.78,8.83,2.8,6.81
37,深南电A,火力发电,深圳,0,-0.038,2.86,3.19,9.1234,,,,,-1.17
720,新能泰山,火力发电,山东,0,-0.121,6.31,0.9,5.679,,-4.74,,,-12.69
600027,华电国际,火力发电,山东,0,-0.021,1.06,4.17,4.4202,,8.69,,0.03,
543,皖能电力,火力发电,安徽,0,-0.031,0.96,5.87,5.6352,,,8.83,-0.36,-0.51
1896,豫能控股,火力发电,河南,0,-0.042,1.2,5.44,6.528,,13.2,11.2,-2.13,
966,长源电力,火力发电,湖北,0,-0.081,1.63,2.96,4.8248,,15.48,11.92,1.4,-2.63
600396,金山股份,火力发电,辽宁,0,-0.087,1.67,2.38,3.9746,,5.51,0.59,-1.31,-3.62
600744,华银电力,火力发电,湖南,0,-0.257,2.36,2.07,4.8852,,-0.12,4.64,-4.56,
767,漳泽电力,火力发电,山西,0,-0.195,1.32,2.67,3.5244,,0.01,1.41,-2.72,-7.06
89,深圳机场,机场,深圳,27.98,0.155,1.61,5.36,8.6296,5.754110079,3.95,,,2.93
600004,白云机场,机场,广东,17.24,0.377,1.9,6.85,13.015,11.02088167,10.59,13.53,3.54,6.93
600897,厦门空港,机场,福建,16.47,0.743,2.26,10.81,24.4306,13.72191864,10.37,12.62,3.04,6.58
600009,上海机场,机场,上海,21.65,0.88,3.17,12.01,38.0717,14.64203233,,13.17,3.49,7.33
837,秦川机床,机床制造,陕西,719.76,0.005,1.87,4.06,7.5922,0.259808825,-0.86,0.53,0.17,0.13
300161,华中数控,机床制造,湖北,541.45,0.018,2.98,6.48,19.3104,0.550373996,-4.42,,-0.78,
603011,合锻智能,机床制造,安徽,86.82,0.062,2.86,3.77,10.7822,3.29417185,4.08,4.52,0.53,1.64
2520,日发精机,机床制造,浙江,73.9,0.07,3.33,3.12,10.3896,4.50608931,2.02,2.46,,2.29
600243,青海华鼎,机床制造,青海,40.64,0.106,2.12,4.05,8.586,5.216535433,-2.92,-3.73,3.03,2.64
2559,亚威股份,机床制造,江苏,42.41,0.131,2.66,4.16,11.0656,6.272105635,,7.98,1.1,3.07
601882,海天精工,机床制造,浙江,91.13,0.093,7.97,2.13,16.9761,8.745747833,5.15,6.33,1.02,4.43
300441,鲍斯股份,机床制造,浙江,56.07,0.199,5.9,3.78,22.302,10.52256108,7.36,9.17,2.88,
410,*ST沈机,机床制造,辽宁,0,-0.649,42.85,0.21,8.9985,,-48.08,-103.34,-50.88,-121.21
2248,*ST东数,机床制造,山东,0,-0.286,3.75,1.8,6.75,,-14.19,-30.79,-4.34,
2903,宇环数控,机床制造,湖南,0,0,0,0,0,,,,,
600806,*ST昆机,机床制造,云南,0,-0.291,0,0.5,0,,-20.19,,-15.17,-45.38
777,中核科技,机械基件,江苏,1454.39,0.006,5.38,3.25,17.485,0.369914535,4.08,,-1.05,
2272,川润股份,机械基件,四川,529.66,0.007,2.54,2.79,7.0866,0.479552921,0.66,1.25,,0.24
601177,杭齿前进,机械基件,浙江,431.26,0.011,2.27,4.02,9.1254,0.526364606,0.4,0.45,,0.26
678,襄阳轴承,机械基件,湖北,422.74,0.01,3.18,2.7,8.586,0.752235417,0.04,1.06,,0.36
2347,泰尔股份,机械基件,安徽,185.22,0.019,2.59,2.74,7.0966,1.398337113,1.1,0.83,0.2,
2122,天马股份,机械基件,浙江,179.69,0.03,2.83,3.8,10.754,1.57493461,,-5.48,,0.79
2342,巨力索具,机械基件,河北,210.15,0.021,3.48,2.54,8.8392,1.655960029,0.85,0.85,0.58,0.83
300257,开山股份,机械基件,浙江,258.92,0.038,4.99,3.89,19.4111,1.927236212,,2.93,,
601218,吉鑫科技,机械基件,江苏,66.51,0.033,1.7,2.6,4.42,2.556006616,3.79,4.61,0.64,1.28
2438,江苏神通,机械基件,江苏,74.14,0.053,2.28,3.47,7.9116,3.075263016,,4.32,0.92,1.69
603315,福鞍股份,机械基件,辽宁,184.49,0.05,5.69,3.25,18.4925,3.084178004,5.26,5.33,0.36,
600592,龙溪股份,机械基件,福建,84.3,0.073,2.63,4.66,12.2558,3.119810202,,3.07,,1.55
300151,昌红科技,机械基件,深圳,191.05,0.026,6.24,1.62,10.1088,3.266160691,,3.9,,
856,冀东装备,机械基件,河北,656.72,0.022,21.67,1.31,28.3877,3.299732001,20.3,8.7,0.84,1.66
880,潍柴重机,机械基件,山东,70.34,0.08,2.34,4.81,11.2554,3.326698891,1.61,,0.29,
570,苏常柴Ａ,机械基件,江苏,49.59,0.071,1.71,4.11,7.0281,3.448275862,2.58,3,1.48,1.71
595,*ST宝实,机械基件,宁夏,159.46,0.02,5.7,0.91,5.187,3.574564154,,,0.78,
600841,上柴股份,机械基件,上海,86.47,0.075,3.17,4.11,13.0287,3.666011333,1.94,2.8,0.84,
300095,华伍股份,机械基件,江西,81.74,0.063,3.09,3.33,10.2897,3.780278933,3.4,4.28,0.86,
300260,新莱应材,机械基件,江苏,121.23,0.062,4.59,3.27,15.0093,3.786191537,0.9,,0.44,
601369,陕鼓动力,机械基件,陕西,44.69,0.08,1.97,3.64,7.1708,4.408144999,3.35,3.94,,2.16
603269,海鸥股份,机械基件,江苏,93.51,0.19,4.2,6.6,27.72,4.491498235,,,1.33,
300464,星徽精密,机械基件,广东,83.55,0.066,4.55,2.44,11.102,5.445840814,5.86,8.5,0.88,2.66
2747,埃斯顿,机械基件,江苏,150.53,0.048,8.4,1.72,14.448,5.580283,8.04,8.41,0.92,2.71
600619,海立股份,机械基件,上海,56.03,0.132,3.18,4.65,14.787,5.675530966,1.41,4.48,1.18,2.82
2435,长江润发,机械基件,江苏,29.47,0.311,1.74,10.53,18.3222,5.904309467,2.13,,1.32,2.99
530,大冷股份,机械基件,辽宁,32.69,0.115,1.94,3.86,7.4884,5.934536556,4.85,5.87,1.02,2.95
600765,中航重机,机械基件,贵州,50.74,0.139,3.06,4.62,14.1372,6.030744974,,7.21,,
603966,法兰泰克,机械基件,江苏,67.22,0.16,4.23,4.88,20.6424,6.292770009,,11.5,0.24,3.31
300421,力星股份,机械基件,江苏,46.64,0.279,3,8.69,26.07,6.432246998,,,1.52,
300611,美力科技,机械基件,浙江,84.36,0.119,5.59,3.61,20.1799,6.626363205,8.41,13.92,2.38,3.67
2418,康盛股份,机械基件,浙江,74.05,0.064,4.99,1.89,9.4311,6.738690074,7.6,9.57,0.83,3.42
2026,山东威达,机械基件,山东,25.47,0.185,1.72,5.47,9.4084,6.753042795,,5.25,,
601002,晋亿实业,机械基件,浙江,46.67,0.103,3.19,3.03,9.6657,6.835226055,1.95,3.12,,3.47
300391,康跃科技,机械基件,山东,52.59,0.19,3.81,4.57,17.4117,7.244723331,1.22,1.17,,5.98
2101,广东鸿图,机械基件,广东,27.48,0.54,2,11.83,23.66,7.278020378,,8.8,,
903,云内动力,机械基件,云南,21.31,0.095,1.56,2.59,4.0404,7.320506804,4.07,,2.63,3.66
2472,双环传动,机械基件,浙江,32.2,0.169,2.43,4.48,10.8864,7.546583851,4.61,6.34,1.51,3.74
300420,五洋科技,机械基件,江苏,54.95,0.091,4.17,2.4,10.008,7.588717015,5.53,7.51,0.88,3.86
2150,通润装备,机械基件,江苏,35.78,0.157,2.88,3.89,11.2032,8.049189491,10.16,14.56,,4
2598,山东章鼓,机械基件,山东,57.81,0.101,4.66,2.5,11.65,8.06088912,5.65,7.48,,4.11
300669,沪宁股份,机械基件,浙江,67.24,0.28,5.67,5.01,28.4067,8.432480666,,21.83,2.68,8.04
2514,宝馨科技,机械基件,江苏,60.03,0.074,5.12,1.74,8.9088,8.529068799,,-8.48,2.39,4.37
2850,科达利,机械基件,深圳,65.44,0.676,5.69,15.56,88.5364,8.694987775,,30.01,,5.32
603667,五洲新春,机械基件,浙江,48.78,0.266,4.51,5.75,25.9325,9.245592456,9,11.65,1.8,4.63
300435,中泰股份,机械基件,浙江,55.39,0.14,5.25,2.94,15.435,9.478245171,,8.53,2.18,4.84
300470,日机密封,机械基件,四川,46.09,0.41,4.42,8.54,37.7468,9.58993274,7.24,,1.9,4.8
2795,永和智控,机械基件,浙江,73.96,0.26,7.57,2.94,22.2558,10.2352623,11.87,14.48,1.96,
603677,奇精机械,机械基件,浙江,46.52,0.55,4.92,6.33,31.1436,10.5760963,15.17,21.16,2.55,5.89
603320,迪贝电气,机械基件,浙江,71.33,0.37,7.63,5.72,43.6436,10.69676153,,,4.48,7.37
300488,恒锋工具,机械基件,浙江,38.65,0.44,4.19,7.96,33.3524,10.84087969,8.55,,1.89,5.88
300503,昊志机电,机械基件,广东,66.38,0.14,7.25,2.78,20.155,10.92196445,11.18,10.13,,
2871,伟隆股份,机械基件,山东,48.15,0.54,5.35,7.65,40.9275,11.11111111,,17.83,3.55,8.56
600114,东睦股份,机械基件,浙江,25.94,0.36,3.32,5.4,17.928,12.79876638,6.92,,2.52,6.42
2823,凯中精密,机械基件,深圳,35.41,0.258,4.83,3.78,18.2574,13.64021463,,,3.49,
300091,金通灵,机械基件,江苏,67.44,0.13,9.38,1.82,17.0716,13.90865955,,5.37,2.42,7.65
2896,中大力德,机械基件,浙江,71.97,0.358,10.26,5.03,51.6078,14.25593997,,18.73,,9.98
2050,三花智控,机械基件,浙江,34.56,0.28,5.68,2.95,16.756,16.43518519,13.64,17.24,3.16,9.49
603726,朗迪集团,机械基件,浙江,27.66,0.667,4.56,8.1,36.936,16.48590022,,10.61,4.36,8.15
603040,新坐标,机械基件,浙江,48.58,0.87,8.05,8.65,69.6325,16.57060519,13.68,21.82,,9.95
2760,凤形股份,机械基件,安徽,0,-0.11,5.35,6.34,33.919,,,1.79,-0.69,-1.71
2552,宝鼎科技,机械基件,浙江,0,-0.03,5.06,2.36,11.9416,,,-23.09,,-1.16
2046,轴研科技,机械基件,河南,0,-0.021,2.84,3.83,10.8772,,-0.79,0.95,,-0.55
816,智慧农业,机械基件,江苏,0,-0.036,3.02,2.31,6.9762,,,,0.16,-1.56
2480,新筑股份,机械基件,四川,0,-0.11,2.35,3.47,8.1545,,,,,-3.1
2633,申科股份,机械基件,浙江,0,-0.015,4.33,3.42,14.8086,,,-4.87,-0.19,-0.45
600520,中发科技,机械基件,安徽,0,-0.018,6.41,2.69,17.2429,,-0.89,2.92,-0.4,-0.66
600421,仰帆控股,机械基件,湖北,0,-0.006,379.43,0.04,15.1772,,,,,nan
2259,升达林业,家居用品,四川,297.81,0.012,3.18,2.21,7.0278,1.067794903,1.12,5.4,-0.52,0.53
2240,威华股份,家居用品,广东,522.33,0.016,5.71,2.9,16.559,1.093178642,-4.28,1.68,0.12,0.55
2751,易尚展示,家居用品,深圳,347.1,0.06,12.56,3.19,40.0664,3.618553731,3.17,3.44,0.32,
603326,我乐家居,家居用品,江苏,133.93,0.1,4.93,4.21,20.7553,3.681027402,,25.32,nan,4.04
603389,亚振家居,家居用品,江苏,80.11,0.105,4.35,3.86,16.791,5.430033704,10.06,17.75,-0.3,
300616,尚品宅配,家居用品,广东,125.85,0.7,7.11,21.12,150.1632,5.649582837,,35.2,,
