code,name,industry,area,市盈率,每股收益,市净率,每股净资产,股价(pe*eps),股价(pb*bvps),净资产收益(roe),20163,20164,20171,20172
600827,百联股份,超市连锁,上海,21.79,0.355,1.65,9.38,7.735449999999999,15.477,7.572280862781093,,5.64,2.16,
600689,上海三毛,纺织,上海,45.4,0.172,6.64,2.35,7.808799999999999,15.604,14.625550660792952,,24.49,,
300601,康泰生物,生物制药,深圳,109.39,0.17,16.88,2.17,18.596300000000003,36.629599999999996,15.431026602066002,10.87,12.49,,8.2
600877,*ST嘉陵,摩托车,重庆,29.9,0.11,-18.4,-0.36,3.2889999999999997,6.624,-61.53846153846153,,,nan,nan
000063,中兴通讯,通信设备,深圳,22.82,0.547,3.61,6.92,12.482540000000002,24.981199999999998,15.81945661700263,,-8.4,4.5,8.28
002877,智能自控,电器仪表,江苏,73.77,0.23,5.83,4.58,16.9671,26.7014,7.902941575166057,,15.27,,6.03
600896,览海投资,水运,海南,0.0,-0.204,3.18,2.52,-0.0,8.0136,,,-23.53,-8.13,-7.75
600720,祁连山,水泥,甘肃,22.47,0.238,1.65,6.51,5.34786,10.741499999999998,7.343124165554072,4.18,,-2.51,3.73
002845,同兴达,元器件,深圳,59.92,0.78,9.45,9.09,46.7376,85.9005,15.771028037383175,10.39,,6.49,
000821,京山轻机,轻工机械,湖北,45.35,0.149,3.6,3.76,6.75715,13.536,7.938257993384784,2.66,,,
300261,雅本化学,农药化肥,江苏,62.18,0.078,5.02,1.92,4.85004,9.638399999999999,8.073335477645545,2.26,1.68,1.7,4.04
600186,莲花健康,食品,河南,0.0,-0.057,56.9,0.07,-0.0,3.983,,-65.11,57.0,,
002745,木林森,半导体,广东,39.42,0.579,4.41,10.35,22.82418,45.6435,11.187214611872145,8.56,,2.49,5.66
000796,凯撒旅游,旅游服务,陕西,49.73,0.16699999999999998,6.95,2.4,8.304909999999998,16.68,13.97546752463302,,,1.23,6.93
002309,中利集团,电气设备,江苏,127.72,0.06,1.71,8.95,7.6632,15.304499999999999,1.3388662699655496,-3.18,1.48,,0.67
