code,name,industry,area,市盈率(pe),每股收益,市净率(pb),每股净资产,股价(pe*eps),股价(pb*bvps),净资产收益(roe),20163,20164,20171,20172
603022,新通联,广告包装,上海,99.97,0.079,5.32,2.97,7.89763,15.8004,5.321596479,5.15,,0.92,2.65
603021,山东华鹏,玻璃,山东,90.2,0.074,3.16,4.2,6.6748,13.272,3.503325942,5.25,5,0.72,1.74
603020,爱普股份,食品,上海,25.93,0.282,2.53,5.77,7.31226,14.5981,9.75703818,,10.68,1.97,4.85
603019,中科曙光,电脑设备,天津,159.99,0.105,7.43,4.53,16.79895,33.6579,4.644040253,4.1,,0.65,2.32
603018,中设集团,建筑施工,江苏,28.81,0.58,3.55,9.26,16.7098,32.873,12.32211038,7.04,11.54,,6.18
603017,中衡设计,建筑施工,江苏,35.02,0.26,3.1,5.86,9.1052,18.166,8.852084523,,10.89,1.14,4.51
603016,新宏泰,电气设备,江苏,107.2,0.197,7.86,5.36,21.1184,42.1296,7.332089552,,10.35,,
603015,弘讯科技,电气设备,浙江,51.68,0.11,3.73,2.89,5.6848,10.7797,7.21749226,3.36,,,3.73
603012,创力集团,专用机械,上海,38.06,0.122,2.37,3.9,4.64332,9.243,6.227009984,3.5,4.03,,3.15
603011,合锻智能,机床制造,安徽,86.74,0.062,2.85,3.77,5.37788,10.7445,3.285681347,4.08,4.52,0.53,1.64
603010,万盛股份,化工原料,浙江,59.14,0.272,7.69,4.18,16.08608,32.1442,13.00304363,,15.21,3.47,6.47
603009,北特科技,汽车配件,上海,66.75,0.101,3.35,4,6.74175,13.4,5.018726592,4.92,6.16,1.51,2.57
603008,喜临门,家居用品,浙江,35.94,0.241,2.73,6.33,8.66154,17.2809,7.595993322,10.06,,1.77,3.77
603007,花王股份,建筑施工,江苏,38.67,0.219,6.34,2.67,8.46873,16.9278,16.39513835,12.99,12.86,3.38,8.37
603006,联明股份,汽车配件,上海,39.02,0.283,4.95,4.46,11.04266,22.077,12.68580215,12.32,16.7,,6.37
603005,晶方科技,半导体,江苏,74.33,0.226,4.53,7.41,16.79858,33.5673,6.094443697,,3.18,,3.1
603003,龙宇燃油,石油贸易,上海,115.25,0.065,1.6,9.38,7.49125,15.008,1.388286334,0.1,,0.4,
603002,宏昌电子,化工原料,广东,101.84,0.028,3.44,1.69,2.85152,5.8136,3.377847604,1.89,,,
603001,奥康国际,服饰,浙江,20.62,0.436,1.79,10.05,8.99032,17.9895,8.680892338,,7.46,2.74,4.18
603000,人民网,互联网,北京,0,-0.026,5.85,2.46,0,14.391,,2.78,3.92,-1.67,
601999,出版传媒,出版业,辽宁,43.18,0.105,2.55,3.55,4.5339,9.0525,5.905511811,4.39,6.29,0.55,3.01
601998,中信银行,银行,北京,6.52,0.491,0.89,7.2,3.20132,6.408,13.65030675,,12.58,,
601997,贵阳银行,银行,贵州,9.29,0.827,1.59,9.69,7.68283,15.4071,17.11517761,17.24,,,
601996,丰林集团,林业,广西,38.29,0.07,2.86,1.87,2.6803,5.3482,7.469313137,4.16,5.1,1.26,3.72
601992,金隅股份,水泥,北京,18.97,0.173,1.54,4.25,3.28181,6.545,8.118081181,5.8,6.69,0.99,4.1
601991,大唐发电,火力发电,北京,28.26,0.081,1.5,3.06,2.28906,4.59,5.307855626,,-6.45,1.58,2.68
601989,中国重工,船舶,北京,94.37,0.033,1.94,3.19,3.11421,6.1886,2.055738052,1.4,1.23,,1.09
601988,中国银行,银行,北京,5.86,0.352,0.9,4.59,2.06272,4.131,15.35836177,10.25,12.58,,7.6
601985,中国核电,新型电力,北京,22.99,0.164,2.82,2.67,3.77036,7.5294,12.2662027,9.6,11.5,,6.11
601969,海南矿业,普钢,海南,401.03,0.016,5.02,2.52,6.41648,12.6504,1.251776675,-3.21,,1.07,0.65
601968,宝钢包装,广告包装,上海,0,-0.028,2.92,2.38,0,6.9496,,,,-1,-1.18
601966,玲珑轮胎,汽车配件,山东,27.29,0.361,2.89,6.82,9.85169,19.7098,10.58995969,,,,5.31
601965,中国汽研,汽车服务,重庆,35.68,0.143,2.35,4.32,5.10224,10.152,6.58632287,5.22,nan,,3.35
601958,金钼股份,小金属,陕西,968.49,0.005,2.35,3.92,4.84245,9.212,0.242645768,-0.27,0.42,0.04,
601952,苏垦农发,种植业,江苏,29.17,0.32,3.17,4.63,9.3344,14.6771,10.86732945,,21.47,5.23,8.89
601949,中国出版,出版业,北京,267.41,0.021,3.92,2.9,5.61561,11.368,1.465913765,,14.39,,
601939,建设银行,银行,北京,6.14,0.553,1.04,6.5,3.39542,6.76,16.93811075,12.87,15.44,4.41,
601933,永辉超市,超市连锁,福建,35.92,0.11,3.96,2,3.9512,7.92,11.02449889,6.21,,3.8,5.46
601929,吉视传媒,影视音像,吉林,34.22,0.051,1.71,2.06,1.74522,3.5226,4.997077732,3.82,5.94,0.99,2.48
601928,凤凰传媒,出版业,江苏,15.41,0.307,1.94,4.88,4.73087,9.4672,12.58922777,7.66,,2.48,
601919,中远海控,水运,天津,20.48,0.182,3.75,1.99,3.72736,7.4625,18.31054688,-39.15,-44.19,1.46,
601918,新集能源,煤炭开采,安徽,40.13,0.059,2.58,1.85,2.36767,4.773,6.429105407,5.55,5.48,3.93,3.31
601908,京运通,半导体,北京,31.73,0.091,1.82,3.19,2.88743,5.8058,5.735896628,4.84,,0.04,2.87
601901,方正证券,证券,湖南,43.85,0.1,1.98,4.43,4.385,8.7714,4.515393387,7.49,7.31,1.13,2.29
601900,南方传媒,出版业,广东,22.85,0.268,2.71,4.53,6.1238,12.2763,11.85995624,10.76,12.8,,
601899,紫金矿业,黄金,福建,30.98,0.065,2.83,1.43,2.0137,4.0469,9.134925759,,6.66,3.54,
601898,中煤能源,煤炭开采,北京,25.01,0.128,0.97,6.62,3.20128,6.4214,3.878448621,,2.4,1.35,1.95
601890,亚星锚链,船舶,江苏,154.14,0.028,2.78,3.06,4.31592,8.5068,1.80355521,1.63,,0.61,0.9
601888,中国国旅,旅游服务,北京,25.61,0.666,5.17,6.6,17.05626,34.122,20.18742679,12.42,15.26,5.55,9.95
601886,江河集团,装修装饰,北京,26.62,0.209,1.93,5.78,5.56358,11.1554,7.250187829,5.32,,1.19,3.6
601882,海天精工,机床制造,浙江,88.17,0.093,7.71,2.13,8.19981,16.4223,8.744470908,5.15,6.33,1.02,4.43
601881,中国银河,证券,北京,37.63,0.208,2.54,6.18,7.82704,15.6972,6.749933564,,,1.82,
601880,大连港,港口,辽宁,80.27,0.018,2.15,1.38,1.44486,2.967,2.678460197,2.13,3.11,0.88,1.33
601878,浙商证券,证券,浙江,72.74,0.18,5.96,3.85,13.0932,22.946,8.193566126,,13.82,2.72,5.36
601877,正泰电器,电气设备,浙江,17.96,0.6,2.45,8.58,10.776,21.021,13.64142539,18.24,20.62,2.18,7.13
601872,招商轮船,水运,上海,26.18,0.098,1.68,3.05,2.56564,5.124,6.417112299,,11.91,1.88,
601866,中远海发,水运,上海,21.93,0.09,3.26,1.21,1.9737,3.9446,14.86548108,,,,
601858,中国科传,出版业,北京,59.69,0.12,3.6,3.75,7.1628,13.5,6.031160998,,13.83,,
601857,中国石油,石油开采,北京,57.33,0.069,1.21,6.55,3.95577,7.9255,2.110587825,0.1,0.7,0.5,
601818,光大银行,银行,北京,5.64,0.34,0.81,5.05,1.9176,4.0905,14.36170213,11,13.8,3.83,6.88
601811,新华文轩,出版业,四川,19.44,0.404,2.42,6.48,7.85376,15.6816,12.44855967,6.49,,2.23,
601808,中海油服,石油开采,天津,0,-0.077,1.57,7.21,0,11.3197,,-21.59,-27.98,,-1.06
601801,皖新传媒,出版业,安徽,15.05,0.417,2.76,4.55,6.27585,12.558,18.33887043,11.52,17.22,7.05,
601800,中国交建,建筑施工,北京,16.81,0.41,1.51,10.4,6.8921,15.704,8.982748364,7.38,,,4.58
601799,星宇股份,汽车配件,江苏,29.99,0.822,3.6,13.69,24.65178,49.284,12.00400133,10.53,13.14,2.61,5.87
601798,蓝科高新,化工机械,甘肃,1089.11,0.005,2.18,5.15,5.44555,11.227,0.200163436,0.34,-7.26,,0.1
601789,宁波建工,建筑施工,浙江,26.3,0.102,2.11,2.53,2.6826,5.3383,8.022813688,,8.15,,3.98
601788,光大证券,证券,上海,29.27,0.268,1.51,10.38,7.84436,15.6738,5.158865733,6.06,7.29,1.25,2.6
601777,力帆股份,摩托车,重庆,45.44,0.098,1.63,5.46,4.45312,8.8998,3.587147887,2.74,nan,0.83,1.79
601766,中国中车,运输设备,北京,38.56,0.128,2.47,3.99,4.93568,9.8553,6.40560166,7.57,11.21,1.02,
601727,上海电气,电气设备,上海,38.84,0.1,2.27,3.46,3.884,7.8542,5.844490216,,4.94,1.07,2.97
601718,际华集团,服饰,北京,36.75,0.13,2.04,4.22,4.7775,8.6088,5.551020408,,9.16,1.98,3.29
601717,郑煤机,工程机械,河南,41.34,0.1,1.26,6.16,4.134,7.7616,3.047895501,1.33,,0.71,1.6
601700,风范股份,电气设备,江苏,35.39,0.101,2.71,2.64,3.57439,7.1544,7.657530376,6,7.11,,3.71
601699,潞安环能,煤炭开采,山西,13.89,0.382,1.61,6.58,5.30598,10.5938,11.59107271,0.5,4.75,2.72,
601689,拓普集团,汽车配件,浙江,27.23,0.58,3.44,8.41,15.7934,28.9304,12.63312523,13.24,18.67,,9.78
601688,华泰证券,证券,江苏,26.07,0.418,1.86,11.73,10.89726,21.8178,7.134637514,5.94,7.73,1.56,3.5
601678,滨化股份,化工原料,山东,14.16,0.304,1.95,4.42,4.30464,8.619,13.77118644,2.94,7.41,3.47,7.04
601677,明泰铝业,铝,河南,20.4,0.37,1.82,7.86,7.548,14.3052,8.921568627,5.39,7.23,1.89,4.55
601669,中国电建,建筑施工,北京,16.76,0.26,1.61,5.03,4.3576,8.0983,9.606205251,9.75,12.3,,6.04
601668,中国建筑,建筑施工,北京,8.09,0.57,1.46,6.65,4.6113,9.709,18.04697157,13.1,15.87,3.63,8.64
601666,平煤股份,煤炭开采,河南,13.3,0.265,1.42,4.97,3.5245,7.0574,10.67669173,,7.68,,
601636,旗滨集团,玻璃,湖南,12.78,0.2,2.18,2.34,2.556,5.1012,17.05790297,8.09,14.99,3.98,8.45
601633,长城汽车,汽车整车,河北,23.57,0.265,2.45,5.1,6.24605,12.495,10.39456937,17.49,24.73,4.05,5.04
601628,中国人寿,保险,北京,31.85,0.433,2.59,10.64,13.79105,27.5576,8.131868132,4.29,6.16,2.03,4.01
601619,嘉泽新能,新型电力,宁夏,109.67,0.05,8.25,1.24,5.4835,10.23,7.522567703,,6.85,,4.27
601618,中国中冶,建筑施工,北京,20.03,0.11,1.4,3.69,2.2033,5.166,6.989515726,6.04,9.3,2.35,
601616,广电电气,电气设备,上海,234.63,0.01,1.86,2.5,2.3463,4.65,0.792737502,-3.42,-4.51,0.06,0.4
601611,中国核建,建筑施工,北京,55.22,0.112,3.75,3.3,6.18464,12.375,6.791017747,,,1.28,3.39
601608,中信重工,专用机械,河南,548.16,0.005,3.26,1.65,2.7408,5.379,0.594716871,-3.78,-19.94,-0.03,0.3
601607,上海医药,医药商业,上海,16.21,0.716,1.92,12.1,11.60636,23.232,11.84454041,7.96,10.39,3.11,5.91
601601,中国太保,保险,上海,25.03,0.718,2.48,14.51,17.97154,35.9848,9.908110268,6.6,9.1,1.5,4.8
601600,中国铝业,铝,北京,80.24,0.05,3.23,2.51,4.012,8.1073,4.025423729,0.28,1.03,,1.98
601599,鹿港文化,影视音像,江苏,36.01,0.082,1.97,2.99,2.95282,5.8903,5.470702583,,7.32,,
601595,上海电影,影视音像,上海,42.4,0.286,4.66,5.2,12.1264,24.232,10.99056604,17.53,,2.44,5.42
601588,北辰实业,区域地产,北京,17.02,0.185,1.76,3.59,3.1487,6.3184,10.34077556,3.73,5.25,2.53,5.22
601579,会稽山,红黄药酒,浙江,35.82,0.17,2.06,5.89,6.0894,12.1334,5.750977108,,,,
601567,三星医疗,电器仪表,浙江,35,0.163,2.29,4.99,5.705,11.4271,6.542857143,7.85,15.3,1.41,
601566,九牧王,服饰,福建,21.16,0.39,2.3,7.19,8.2524,16.537,10.86956522,,9.73,3.5,5
601558,*ST锐电,电气设备,北京,12.58,0.072,6.73,0.27,0.90576,1.8171,53.49761526,-16.73,-113.68,-13.18,30.98
601555,东吴证券,证券,江苏,43.01,0.142,1.81,6.78,6.10742,12.2718,4.208323646,6.36,7.58,1.52,2.09
601519,*ST智慧,软件服务,上海,0,-0.052,12.97,0.42,0,5.4474,,,,-2.11,
601518,吉林高速,路桥,吉林,19.22,0.103,1.76,2.24,1.97966,3.9424,9.157127992,6.02,7.45,1.82,
601515,东风股份,广告包装,广东,17.98,0.32,3.37,3.42,5.7536,11.5254,18.74304783,12.67,16.07,,9.72
601500,通用股份,汽车配件,江苏,75.25,0.089,3.84,3.47,6.69725,13.3248,5.102990033,8.05,9.15,1.15,2.52
601398,工商银行,银行,北京,6.74,0.429,1.07,5.42,2.89146,5.7994,15.87537092,12.4,15.24,,
601390,中国中铁,建筑施工,北京,13.15,0.31,1.37,6.46,4.0765,8.8502,10.41825095,,9.57,1.84,5.36
601388,怡球资源,铝,江苏,34.45,0.088,5.23,1.17,3.0316,6.1191,15.18142235,-0.31,1.22,4.63,
601377,兴业证券,证券,福建,21.84,0.196,1.78,4.79,4.28064,8.5262,8.15018315,6.96,6.89,2.13,4.05
601375,中原证券,证券,河南,140.77,0.034,3.7,2.59,4.78618,9.583,2.628400938,,8.89,,1.27
601369,陕鼓动力,机械基件,陕西,44.82,0.08,1.98,3.64,3.5856,7.2072,4.417670683,3.35,3.94,,2.16
601368,绿城水务,水务,广西,22.42,0.22,2.53,3.9,4.9324,9.867,11.28456735,7.7,,2.34,5.66
601366,利群股份,百货,山东,26.12,0.28,2.51,5.05,7.3136,12.6755,9.60949464,,14.03,,6.27
601339,百隆东方,纺织,浙江,14.15,0.206,1.19,4.9,2.9149,5.831,8.409893993,5.79,8.62,1.54,4.17
601336,新华保险,保险,北京,27.37,1.038,2.87,19.79,28.41006,56.7973,10.4859335,8.12,8.45,,5.29
601333,广深铁路,铁路,深圳,36.62,0.072,1.33,3.95,2.63664,5.2535,3.631895139,3.93,4.18,,1.8
601328,交通银行,银行,上海,5.99,0.49,0.8,7.86,2.9351,6.288,13.35559265,,12.22,3.03,6.4
601326,秦港股份,港口,河北,43.1,0.11,3.97,2.4,4.741,9.528,9.211136891,,3.14,2.47,
601318,中国平安,保险,深圳,11.17,2.43,2.28,23.29,27.1431,53.1012,20.41181737,15.7,17.36,5.8,10.6
601313,江南嘉捷,运输设备,江苏,66.8,0.066,2.12,4.14,4.4088,8.7768,3.173652695,,,0.96,1.55
601311,骆驼股份,电气设备,湖北,31.54,0.253,2.62,6.08,7.97962,15.9296,8.306911858,,10.97,2.02,
601288,农业银行,银行,北京,5.55,0.334,0.94,3.93,1.8537,3.6942,16.93693694,12.83,15.14,,
601258,庞大集团,汽车服务,河北,32.52,0.044,1.45,2,1.43088,2.9,4.458794588,1.28,3.03,0.89,2.25
601238,广汽集团,汽车整车,广东,13.8,0.96,3.44,7.63,13.248,26.2472,24.92753623,13.6,15.39,8.35,
601233,桐昆股份,化纤,浙江,16.37,0.504,1.81,9.13,8.25048,16.5253,11.05681124,,12.61,2.89,5.5
601231,环旭电子,元器件,上海,28.41,0.256,4.01,3.63,7.27296,14.5563,14.11474833,7.56,11.27,,7.17
601229,上海银行,银行,上海,9.24,0.999,1.19,15.47,9.23076,18.4093,12.87878788,11.15,14.35,,6.51
601228,广州港,港口,广东,60.63,0.057,3.66,1.9,3.45591,6.954,6.036615537,nan,6.9,1.5,3.25
601226,华电重工,专用机械,北京,0,-0.034,2.21,2.98,0,6.5858,,,,-1.67,
601225,陕西煤业,煤炭开采,陕西,8.16,0.547,2.26,3.95,4.46352,8.927,27.69607843,3.17,,7.45,14.6
601222,林洋能源,电器仪表,江苏,23.63,0.191,1.9,4.76,4.51333,9.044,8.040626322,5.29,6.72,,
601005,*ST重钢,普钢,重庆,0,-0.225,-8.01,-0.27,0,2.1627,,-116.51,nan,nan,nan
600986,科达股份,互联网,山东,29.5,0.23,2.05,6.09,6.785,12.4845,6.949152542,7.6,10.32,,4.23
600985,雷鸣科化,化工原料,安徽,36.24,0.19,2.22,5.57,6.8856,12.3654,6.125827815,7.27,7.86,1.08,
600975,新五丰,农业综合,湖南,51.81,0.063,3.55,1.84,3.26403,6.532,6.851959081,17.62,,,
600966,博汇纸业,造纸,山东,10.67,0.303,1.92,3.38,3.23301,6.4896,17.99437676,2.7,5.01,4.67,9.38
600960,渤海活塞,汽车配件,山东,32.38,0.127,1.78,4.61,4.11226,8.2058,5.497220506,,4.68,1.45,2.77
600959,江苏有线,影视音像,江苏,54,0.098,3.17,3.34,5.292,10.5878,5.87037037,5.89,6.98,1.57,
600895,张江高科,园区开发,上海,41.95,0.2,3.14,5.36,8.39,16.8304,7.485101311,5.03,9.18,,
600890,中房股份,区域地产,北京,0,-0.031,24.39,0.46,0,11.2194,,-6.27,-13.69,-3.15,-6.58
600870,厦华电子,家用电器,福建,0,-0.005,317.29,0.02,0,6.3458,,4.53,-29.75,2.03,
600856,中天能源,供气供热,吉林,27.55,0.24,4.81,2.29,6.612,11.0149,17.45916515,10.33,20.8,5.66,9.19
600834,申通地铁,公共交通,上海,60.35,0.096,3.75,3.09,5.7936,11.5875,6.213753107,,3.65,1.7,
600828,茂业商业,百货,四川,16.19,0.22,3.27,2.17,3.5618,7.0959,20.19765287,10.26,14.96,4.96,9.49
600825,新华传媒,出版业,上海,178.27,0.02,2.91,2.5,3.5654,7.275,1.632355416,,,0.28,
600815,*ST厦工,工程机械,福建,16.81,0.146,8.39,0.58,2.45426,4.8662,49.9107674,-18.66,-155.45,5.13,29.62
600793,宜宾纸业,造纸,四川,11.82,1.253,16.84,1.76,14.81046,29.6384,142.4703892,-44.28,6.15,-172.51,110.68
600774,汉商集团,百货,湖北,216.25,0.042,5.5,3.29,9.0825,18.095,2.543352601,1.21,2.04,,1.27
600733,S*ST前锋,区域地产,四川,0,-0.008,54.13,0.93,0,50.3409,,-2.9,-16.57,0.19,
600725,ST云维,焦炭加工,云南,831.84,0.002,13.04,0.22,1.66368,2.8688,1.567609156,nan,nan,0.5,1.37
600715,文投控股,影视音像,辽宁,59.48,0.21,5.83,3.85,12.4908,22.4455,9.801613988,8.87,14.15,,7.45
600701,工大高新,综合类,黑龙江,39.43,0.141,2.62,4.25,5.55963,11.135,6.644686787,1.5,4.43,1.45,
600682,南京新百,百货,江苏,241.57,0.08,6.05,6.37,19.3256,38.5385,2.504450056,-20.78,15.97,-1.11,
600681,百川能源,供气供热,湖北,38.82,0.189,6.05,2.42,7.33698,14.641,15.58475013,19.7,32.94,,8.14
600679,上海凤凰,文教休闲,上海,109.71,0.107,7.21,3.25,11.73897,23.4325,6.571871297,2.78,4.25,,3.34
600673,东阳光科,铝,广东,43.18,0.084,4.65,1.57,3.62712,7.3005,10.76887448,1.96,,,
600666,奥瑞德,元器件,重庆,141.71,0.061,8.04,2.16,8.64431,17.3664,5.673558676,4.94,,1.82,2.88
600664,哈药股份,化学制药,黑龙江,21.94,0.137,2.2,2.73,3.00578,6.006,10.02734731,8.3,10.58,0.64,4.7
600655,豫园股份,百货,上海,24.78,0.228,1.48,7.64,5.64984,11.3072,5.972558515,4.64,4.97,1.84,3.03
600619,海立股份,机械基件,上海,56.03,0.132,3.18,4.65,7.39596,14.787,5.675530966,1.41,4.48,1.18,2.82
600616,金枫酒业,红黄药酒,上海,89.59,0.062,2.87,3.9,5.55458,11.193,3.203482532,,,2.65,
600584,长电科技,半导体,江苏,132.18,0.065,2.67,6.47,8.5917,17.2749,2.019972764,1.36,2.45,0.83,
600581,八一钢铁,普钢,新疆,12.54,0.524,3.87,3.4,6.57096,13.158,30.86124402,,5.74,,16.73
600579,天华院,化工机械,山东,824.51,0.009,4.98,2.94,7.42059,14.6412,0.6039951,0.33,,0.04,0.3
600559,老白干酒,白酒,河北,103.97,0.108,5.95,3.79,11.22876,22.5505,5.722804655,5.3,,2.54,2.91
600539,狮头股份,水泥,山西,1241.3,0.007,8.67,2.05,8.6891,17.7735,0.698461291,-8.3,-2.2,0.16,0.35
600536,中国软件,软件服务,北京,0,-0.342,5.2,3.77,0,19.604,,,,,-8.57
600527,江南高纤,化纤,江苏,91.29,0.029,2.63,2.02,2.64741,5.3126,2.880928908,0.69,,0.92,1.43
600512,腾达建设,建筑施工,浙江,46.73,0.053,1.7,2.92,2.47669,4.964,3.637919966,2.93,3.13,0.76,1.82
600485,信威集团,通信设备,北京,29.34,0.249,3.41,4.28,7.30566,14.5948,11.62235855,11,12.75,-2,5.97
600480,凌云股份,汽车配件,河北,19.21,0.52,2.45,8.16,9.9892,19.992,12.75377408,5.51,6.24,,6.6
600468,百利电气,电气设备,天津,73.46,0.044,2.98,2.18,3.23224,6.4964,4.056629458,2.43,3.25,0.93,2.03
600463,空港股份,园区开发,北京,36.89,0.207,3.17,4.82,7.63623,15.2794,8.593114665,1.8,2.02,,4.36
600390,五矿资本,多元金融,湖南,30.59,0.31,2.05,7.96,9.4829,16.318,6.70153645,7.98,10.52,,3.68
600389,江山股份,农药化肥,江苏,46.97,0.224,4.4,4.79,10.52128,21.076,9.367681499,0.62,,2.8,4.73
600378,天科股份,化工原料,四川,87.55,0.078,5.33,2.56,6.8289,13.6448,6.087949743,,3.66,0.53,3.06
600358,国旅联合,旅游服务,江苏,0,-0.045,7.53,0.93,0,7.0029,,-18.09,-28.61,,-4.6
600353,旭光股份,元器件,四川,96.46,0.039,3.83,1.97,3.76194,7.5451,3.970557744,3.24,4.15,1.16,1.99
600331,宏达股份,铅锌,四川,53.67,0.062,2.77,2.38,3.32754,6.5926,5.161170114,,,1,2.61
600328,兰太实业,化工原料,内蒙,23.71,0.265,2.59,4.87,6.28315,12.6133,10.9236609,,5.19,2.77,5.63
600315,上海家化,日用化工,上海,50.09,0.321,3.99,8.06,16.07889,32.1594,7.965661809,8.22,3.88,,4.02
600248,延长化建,建筑施工,陕西,27.49,0.101,1.72,3.22,2.77649,5.5384,6.256820662,4.57,6.56,0.78,
600239,云南城投,区域地产,云南,0,-0.176,1.98,2.64,0,5.2272,,-12.16,5.49,-3,-6.31
600209,罗顿发展,综合类,海南,0,-0.036,8.99,1.48,0,13.3052,,-6.93,,-1.01,
600182,S佳通,汽车配件,黑龙江,282.11,0.052,12.28,2.41,14.66972,29.5948,4.352911985,11.47,14.92,2.9,1.9
600178,东安动力,汽车配件,黑龙江,51.29,0.085,2.16,4.05,4.35965,8.748,4.211347241,4.02,4.39,1.3,2.13
600146,商赢环球,塑料,宁夏,111.52,0.114,4.11,6.19,12.71328,25.4409,3.68543759,-21.92,3.65,0.25,
600145,*ST新亿,陶瓷,新疆,342.4,0.003,4.5,0.42,1.0272,1.89,1.314252336,3.82,-0.53,,
600136,当代明诚,影视音像,湖北,175.35,0.042,2.98,4.97,7.3647,14.8106,1.699458226,2.59,5.54,,0.86
600112,*ST天成,电气设备,贵州,61.19,0.059,3.09,2.35,3.61021,7.2615,5.049844746,0.47,,2.28,2.58
600110,诺德股份,电气设备,吉林,69.34,0.1,8.03,1.73,6.934,13.8919,11.58061725,1.45,1.37,1.88,5.96
600084,中葡股份,红黄药酒,新疆,0,-0.042,3.54,2.12,0,7.5048,,-2.88,0.52,-0.93,-1.98
600074,保千里,电脑设备,江苏,34.39,0.151,5.32,1.95,5.19289,10.374,15.46961326,28.05,30,3.81,8.08
600021,上海电力,火力发电,上海,74.03,0.077,2.43,4.71,5.70031,11.4453,3.28245306,7.8,8.77,0.71,1.59
600006,东风汽车,汽车整车,湖北,48.67,0.067,1.99,3.29,3.26089,6.5471,4.088761044,3.5,,1.08,2.05
300705,九典制药,化学制药,湖南,0,0,0,0,0,0,,,,,
300672,国科微,半导体,湖南,0,-0.31,6.53,8.2,0,53.546,,,7.57,-3.87,-3.67
300657,弘信电子,元器件,福建,66.29,0.47,7.93,6.25,31.1563,49.5625,11.96258863,,10.04,3.79,7.51
300612,宣亚国际,广告包装,北京,131.59,0.27,16.61,3.99,35.5293,66.2739,12.62253971,18.64,36,,
300603,立昂技术,通信设备,新疆,46.03,0.37,8.77,3.74,17.0311,32.7998,19.05279166,6.82,14.2,1.17,
300592,华凯创意,软件服务,湖南,120.86,0.093,6.04,3.74,11.23998,22.5896,4.997517789,9.22,12.82,-0.01,2.58
300590,移为通信,通信设备,上海,55.1,0.29,6.8,4.48,15.979,30.464,12.34119782,38,57.19,3.05,6.71
300587,天铁股份,橡胶,浙江,47.54,0.275,3.33,7.84,13.0735,26.1072,7.004627682,11.52,15.83,,
300580,贝斯特,汽车配件,江苏,37.12,0.31,3.71,5.86,11.5072,21.7406,9.994612069,13.08,18.06,3.05,5.34
300555,路通视信,通信设备,江苏,82.34,0.105,5.69,3.04,8.6457,17.2976,6.91037163,13.9,15.6,1.43,3.45
300536,农尚环境,建筑施工,湖北,55.66,0.153,5.66,3,8.51598,16.98,10.1688825,12.83,15.19,0.83,
300535,达威股份,化工原料,四川,51,0.435,4.16,10.67,22.185,44.3872,8.156862745,10.74,13.53,2.22,4.09
300498,温氏股份,农业综合,广东,32.67,0.347,4.3,5.27,11.33649,22.661,13.16192225,40.13,,4.72,
300492,山鼎设计,建筑施工,四川,437.95,0.052,12.84,3.58,22.7734,45.9672,2.931841534,2.48,6.88,0.27,
300479,神思电子,软件服务,山东,288.93,0.055,12.56,2.51,15.89115,31.5256,4.347073686,,5.1,,2.15
300466,赛摩电气,电器仪表,江苏,512.41,0.016,7.56,2.11,8.19856,15.9516,1.475381043,3.54,7.61,,0.74
300464,星徽精密,机械基件,广东,83.55,0.066,4.55,2.44,5.5143,11.102,5.445840814,5.86,8.5,0.88,2.66
300462,华铭智能,专用机械,上海,131.47,0.14,9.02,4.08,18.4058,36.8016,6.860880809,7.45,9.19,0.86,3.46
300461,田中精机,专用机械,浙江,149.79,0.22,14.14,4.55,32.9538,64.337,9.439882502,1.17,,,4.85
300431,暴风集团,互联网,北京,213.23,0.047,7.43,2.72,10.02181,20.2096,3.484500305,2.77,7,-1.86,1.73
300414,中光防雷,元器件,四川,107.42,0.115,5.39,4.6,12.3533,24.794,5.017687581,6.74,8.36,1.12,2.65
300413,快乐购,百货,湖南,204.54,0.05,4.95,4.09,10.227,20.2455,2.420064535,2.16,4.17,,1.22
300384,三联虹普,纺织机械,北京,50.03,0.37,3.62,9.37,18.5111,33.9194,7.235658605,,10.07,,5.21
300382,斯莱克,专用机械,江苏,53.57,0.145,4.82,3.22,7.76765,15.5204,8.997573269,,14.47,,4.29
300376,易事特,电气设备,广东,31.88,0.136,5.02,1.73,4.33568,8.6846,15.74654956,16.55,20.31,,8.33
300343,联创互联,互联网,山东,41.11,0.221,2.62,6.94,9.08531,18.1828,6.37314522,5.45,5.93,,
300291,华录百纳,影视音像,北京,125.43,0.079,2.52,7.92,9.90897,19.9584,2.009088735,4.54,8.26,,1.01
300285,国瓷材料,陶瓷,山东,60.81,0.189,7.78,2.96,11.49309,23.0288,12.79394836,6.82,9.05,2.59,6.51
300280,南通锻压,专用机械,江苏,1719.23,0.009,6.57,4.95,15.47307,32.5215,0.382147822,0.69,,0.57,
300272,开能环保,环境保护,上海,46.78,0.098,4.55,2.01,4.58444,9.1455,9.726378794,9.53,,1.67,
300267,尔康制药,化学制药,湖南,27.96,0.21,4.26,2.69,5.8716,11.4594,15.2360515,16,22,4.14,7.87
300244,迪安诊断,医疗保健,浙江,40.91,0.329,6.96,3.86,13.45939,26.8656,17.01295527,,,2.73,8.69
300234,开尔新材,陶瓷,浙江,3005.8,0.002,3.7,3.46,6.0116,12.802,0.123095349,2.95,3.19,-0.23,0.06
