code,name,industry,area,市盈率(pe),每股收益,市净率(pb),每股净资产,股价(pe*eps),股价(pb*bvps),净资产收益(roe),20163,20164,20171,20172
600269,赣粤高速,路桥,江西,10.64,0.252,0.89,6.01,2.68128,5.3489,8.364661654,6.88,7.71,3.05,4.18
2557,洽洽食品,食品,安徽,25.14,0.293,2.58,5.71,7.36602,14.7318,10.26252983,9.46,12.26,2.58,
2038,双鹭药业,生物制药,北京,41.21,0.34,4.64,6.03,14.0114,27.9792,11.25940306,9.58,,3.21,5.8
34,神州数码,综合类,深圳,34.22,0.312,4.9,4.35,10.67664,21.315,14.31911163,16.87,19.04,,7.42
600202,哈空调,电气设备,黑龙江,0,-0.088,6.27,1.7,0,10.659,,,,-3.73,-5.04
600936,广西广电,影视音像,广西,53.64,0.074,3.72,2.14,3.96936,7.9608,6.935123043,9.59,11.53,1.79,3.52
600218,全柴动力,农用机械,安徽,36.13,0.128,1.8,5.15,4.62464,9.27,4.98200941,4.83,,2.07,2.5
600593,大连圣亚,旅游服务,辽宁,189.22,0.066,5.94,4.23,12.48852,25.1262,3.139203044,16.94,8.62,,
1896,豫能控股,火力发电,河南,0,-0.042,1.21,5.44,0,6.5824,,13.2,11.2,-2.13,
533,万 家 乐,家用电器,广东,151.13,0.035,4.55,2.32,5.28955,10.556,3.01065308,1.16,15.26,,1.16
600161,天坛生物,生物制药,北京,11.67,1.411,7.87,4.19,16.46637,32.9753,67.43787489,,12.63,4.45,33.89
300519,新光药业,中成药,浙江,38.97,0.321,6.15,4.07,12.50937,25.0305,15.78137028,20.05,25.05,,7.72
756,新华制药,化学制药,山东,33.79,0.233,3.4,4.64,7.87307,15.776,10.06214856,4.63,6.31,2.56,5.19
600018,上港集团,港口,上海,22.57,0.146,2.49,2.63,3.29522,6.5487,11.03234382,6.6,11.38,,
2154,报 喜 鸟,服饰,浙江,0,-0.03,1.91,2.06,0,3.9346,,-3.68,,,
2688,金河生物,化学制药,内蒙,32.46,0.121,3.38,2.32,3.92766,7.8416,10.41281577,8.28,,2.7,
600635,大众公用,供气供热,上海,38.08,0.069,2.16,2.42,2.62752,5.2272,5.672268908,,9.47,1.73,2.82
300219,鸿利智汇,元器件,广东,26.57,0.26,3.7,3.53,6.9082,13.061,13.92547986,13.68,10.4,4.27,9.18
2117,东港股份,广告包装,山东,40.42,0.274,5.34,4.16,11.07508,22.2144,13.21128154,10.44,15.11,,6.43
2692,睿康股份,电气设备,江苏,112.15,0.047,5.15,2.03,5.27105,10.4545,4.5920642,,6.41,1.06,
600033,福建高速,路桥,福建,12.96,0.151,1.27,3.08,1.95696,3.9116,9.799382716,,8.14,2.51,
2434,万里扬,汽车配件,浙江,20.83,0.312,2.99,4.35,6.49896,13.0065,14.35429669,9.21,11.81,4.17,7.3
69,华侨城Ａ,旅游景点,深圳,21.51,0.211,1.65,5.5,4.53861,9.075,7.670850767,7.38,16.84,,3.85
600078,澄星股份,化工原料,江苏,106.58,0.03,2.35,2.76,3.1974,6.486,2.204916495,,,,
600319,亚星化学,化工原料,山东,219.8,0.024,212.97,0.05,5.2752,10.6485,96.89262966,nan,-18.84,2.78,67.24
600990,四创电子,通信设备,安徽,0,-0.28,4.76,11.98,0,57.0248,,2.9,11.96,0.07,-2.51
778,新兴铸管,钢加工,河北,25.73,0.126,1.32,4.91,3.24198,6.4812,5.130198212,1.33,,1.28,2.7
153,丰原药业,化学制药,安徽,36.95,0.14,2.69,3.83,5.173,10.3027,7.280108254,3.76,3.98,0.81,3.71
2562,兄弟科技,化工原料,浙江,31.46,0.285,5.2,3.45,8.9661,17.94,16.52892562,5.77,,,8.39
2144,宏达高科,纺织,浙江,28.99,0.287,1.76,9.45,8.32013,16.632,6.071058986,,5.94,1.22,3.02
601016,节能风电,新型电力,北京,34.74,0.055,2.45,1.57,1.9107,3.8465,7.052389177,2.13,3,1.55,3.57
861,海印股份,房产服务,广东,65.83,0.029,2.76,1.39,1.90907,3.8364,4.192617348,4.45,6.93,,
600796,钱江生化,农药化肥,浙江,38.18,0.117,4.31,2.08,4.46706,8.9648,11.28863279,,5.57,0.68,
2529,海源机械,专用机械,福建,95.72,0.1,3.14,6.1,9.572,19.154,3.28040117,-0.03,-2.87,0.63,1.65
2376,新北洋,电脑设备,山东,29.88,0.213,3.31,3.84,6.36444,12.7104,11.07764391,6.73,10.55,2.6,5.46
2412,汉森制药,中成药,湖南,45.52,0.18,4.17,3.93,8.1936,16.3881,9.160808436,4.87,6.74,,4.15
300455,康拓红外,运输设备,北京,101.45,0.056,6.8,1.67,5.6812,11.356,6.702809266,6.04,10.9,,3.37
2765,蓝黛传动,汽车配件,重庆,33.66,0.15,3.83,2.63,5.049,10.0729,11.37849079,,12.54,2.52,5.84
300011,鼎汉技术,运输设备,北京,455.26,0.015,3.39,4.07,6.8289,13.7973,0.744629443,2.96,5.26,0.19,0.39
2465,海格通信,通信设备,广东,94.17,0.06,3.04,3.71,5.6502,11.2784,3.228204311,,8.08,0.27,1.91
600261,阳光照明,家用电器,浙江,19.59,0.16,2.88,2.18,3.1344,6.2784,14.70137825,,14.97,,7.18
2028,思源电气,电气设备,上海,42.75,0.191,2.9,5.62,8.16525,16.298,6.783625731,6.07,,0.41,
875,吉电股份,火力发电,吉林,141.74,0.018,1.4,3.59,2.55132,5.026,0.987724002,1.55,0.34,,0.5
425,徐工机械,工程机械,江苏,23.88,0.079,1.26,2.98,1.88652,3.7548,5.27638191,0.8,1.01,0.98,2.66
910,大亚圣象,家居用品,江苏,42.19,0.26,3.78,5.61,10.9694,21.2058,8.959469068,11.61,21.22,1.39,4.74
2171,楚江新材,铜,安徽,29,0.322,2.98,6.27,9.338,18.6846,10.27586207,,10.69,2.55,5.28
2385,大北农,饲料,北京,24.27,0.128,2.72,2.29,3.10656,6.2288,11.20725175,6.75,9.88,,
300411,金盾股份,专用机械,浙江,187.11,0.103,10.44,3.69,19.27233,38.5236,5.57960558,6.06,7.57,0.97,2.79
428,华天酒店,酒店餐饮,湖南,0,-0.096,1.8,2.75,0,4.95,,-3.94,-9,-2.25,-3.42
600093,易见股份,汽车配件,四川,17.92,0.345,2.12,5.84,6.1824,12.3808,11.83035714,7.67,10.22,3.06,6.09
600850,华东电脑,软件服务,上海,29.66,0.354,4.55,4.61,10.49964,20.9755,15.34052596,,,,7.7
300081,恒信东方,通信设备,河北,51.78,0.13,2.92,4.22,6.7314,12.3224,5.639242951,,0.66,,3.71
600678,四川金顶,水泥,四川,0,-0.016,-1136.16,-0.01,0,11.3616,,-136.36,-200.86,nan,
909,数源科技,综合类,浙江,107.74,0.063,4.04,3.34,6.78762,13.4936,3.74976796,3.03,2.86,0.49,1.88
2030,达安基因,生物制药,广东,130.06,0.08,9.24,2.26,10.4048,20.8824,7.104413348,,7.71,1.67,3.55
600336,澳柯玛,家用电器,山东,51.33,0.06,2.63,2.33,3.0798,6.1279,5.123709332,5.76,,1.78,2.59
600605,汇通能源,商贸代理,上海,103.98,0.076,4.03,3.94,7.90248,15.8782,3.875745336,3.97,4.38,0.92,
2452,长高集团,电气设备,湖南,37.08,0.099,2.87,2.55,3.67092,7.3185,7.740021575,5.59,,1.44,3.9
600731,湖南海利,农药化肥,湖南,89.8,0.047,3.57,2.39,4.2206,8.5323,3.975501114,0.79,1.87,,2.01
617,中油资本,多元金融,山东,21.37,0.397,2.22,7.65,8.48389,16.983,10.38839495,-48.95,10.72,,5.32
685,中山公用,水务,广东,15.31,0.357,1.39,7.88,5.46567,10.9532,9.079033312,6.67,8.72,2.12,4.56
2891,中宠股份,饲料,山东,46.26,0.43,8.64,4.6,19.8918,39.744,18.6770428,,23.42,,
863,三湘印象,区域地产,上海,53.89,0.067,1.53,4.71,3.61063,7.2063,2.839116719,,,1.33,1.45
600810,神马股份,化纤,河南,37.04,0.114,1.48,5.68,4.22256,8.4064,3.995680346,,3.49,1.86,
600853,龙建股份,建筑施工,黑龙江,84.8,0.035,3.82,1.57,2.968,5.9974,4.504716981,1.73,3.5,,2.27
600766,园城黄金,黄金,山东,631,0.01,48.18,0.25,6.31,12.045,7.635499208,7.38,6.42,2.46,3.99
600517,置信电气,电气设备,上海,71.52,0.05,2.9,2.49,3.576,7.221,4.054809843,8.37,,,
2450,康得新,化工原料,江苏,30.4,0.355,4.58,4.71,10.792,21.5718,15.06578947,14.33,17.32,3.42,7.74
750,国海证券,证券,广西,35.28,0.085,1.84,3.25,2.9988,5.98,5.215419501,,7.56,1.58,2.59
639,西王食品,食品,山东,34.81,0.309,4.85,4.44,10.75629,21.534,13.93277794,8.27,7.34,3.47,
2424,贵州百灵,中成药,贵州,49.51,0.169,7.51,2.23,8.36719,16.7473,15.1686528,11.21,,,
767,漳泽电力,火力发电,山西,0,-0.195,1.34,2.67,0,3.5778,,0.01,1.41,-2.72,-7.06
300069,金利华电,电气设备,浙江,212.68,0.092,8.84,4.43,19.56656,39.1612,4.156479218,4.42,,,
600633,浙数文化,出版业,浙江,8.77,1.013,3.05,5.82,8.88401,17.751,34.77765108,,13.78,17.78,18.66
600839,四川长虹,家用电器,四川,53.03,0.033,1.28,2.78,1.74999,3.5584,2.413728078,4.22,4.49,0.26,1.21
600415,小商品城,商品城,浙江,18.66,0.19,3.58,1.98,3.5454,7.0884,19.18542337,8.22,10.81,,9.72
600717,天津港,港口,天津,17.63,0.336,1.27,9.32,5.92368,11.8364,7.203630176,6.69,8.47,,3.59
2062,宏润建设,建筑施工,浙江,27.03,0.109,2.51,2.35,2.94627,5.8985,9.285978542,,9.53,2.72,4.67
600781,辅仁药业,中成药,河南,207.29,0.057,11.1,2.13,11.81553,23.643,5.354816923,,4.88,1.51,
600528,中铁工业,建筑施工,四川,24.32,0.32,2.24,6.31,7.7824,14.1344,9.210526316,1.87,,3.5,
813,德展健康,化学制药,新疆,21.58,0.191,4.41,1.87,4.12178,8.2467,20.43558851,,35.71,,
2530,金财互联,专用机械,江苏,102.05,0.161,4.27,7.7,16.43005,32.879,4.18422342,1.47,4.84,,2.11
2387,黑牛食品,软饮料,广东,0,-0.209,12.61,1.4,0,17.654,,6.37,3.54,,-13.89
2420,毅昌股份,塑料,广东,0,-0.131,1.76,4.01,0,7.0576,,-2.89,1.16,-1.6,-3.2
601018,宁波港,港口,浙江,28.03,0.105,2.2,2.67,2.94315,5.874,7.8487335,5.56,,1.95,
600647,同达创业,综合类,上海,120.59,0.097,9.05,2.59,11.69723,23.4395,7.504768223,24.07,25.32,,3.61
2863,今飞凯达,汽车配件,浙江,49.3,0.18,3.82,3.98,8.874,15.2036,7.748478702,,13.26,2.39,
600753,东方银星,批发业,河南,839.63,0.016,23.72,1.13,13.43408,26.8036,2.825053893,-3.24,1.86,-0.66,1.42
600187,国中水务,水务,黑龙江,623.42,0.004,2.2,2.11,2.49368,4.642,0.352892111,,,-0.13,0.2
2543,万和电气,家用电器,广东,20.28,0.486,3.08,6.4,9.85608,19.712,15.18737673,10.46,14.2,4.22,7.05
581,威孚高科,汽车配件,江苏,9.23,1.314,1.8,13.49,12.12822,24.282,19.50162514,,13.53,4.88,9.84
407,胜利股份,供气供热,山东,83.65,0.048,3.3,2.45,4.0152,8.085,3.945008966,0.91,-14.18,,1.99
605,渤海股份,水务,北京,113.56,0.117,3.41,7.75,13.28652,26.4275,3.002817894,3.14,4.15,0.45,
42,中洲控股,全国地产,深圳,37.92,0.228,1.92,8.98,8.64576,17.2416,5.063291139,1.47,,0.44,2.54
600794,保税科技,仓储物流,江苏,0,-0.072,2.88,1.59,0,4.5792,,1.91,1.28,,-4.41
300533,冰川网络,软件服务,深圳,77.22,0.505,5.31,14.69,38.9961,78.0039,6.876456876,18.42,18.56,1.99,3.36
600663,陆家嘴,园区开发,上海,33.39,0.343,5.71,4.02,11.45277,22.9542,17.10092842,,12.13,2.19,5.86
600555,海航创新,旅游服务,海南,0,-0.078,5.16,1.11,0,5.7276,,-1.32,,,-6
2585,双星新材,塑料,江苏,50.79,0.09,1.25,6.39,4.5711,7.9875,2.461114393,,2.52,0.72,
600643,爱建集团,多元金融,上海,27.44,0.25,2.92,4.7,6.86,13.724,10.64139942,7.74,10.23,1.99,
2170,芭田股份,农药化肥,深圳,316.7,0.013,3.5,2.29,4.1171,8.015,1.105146827,6.79,4.42,0.27,0.55
2437,誉衡药业,化学制药,黑龙江,34.35,0.1,3.7,1.85,3.435,6.845,10.77147016,15.45,19.63,,5.38
600767,*ST运盛,医疗保健,上海,0,-0.093,14.2,0.56,0,7.952,,-16.49,-22,-4.66,-15.2
2310,东方园林,建筑施工,北京,58.82,0.174,5.74,3.57,10.23468,20.4918,9.758585515,7.94,18.13,-0.38,4.98
600738,兰州民百,百货,甘肃,43.96,0.104,4.03,2.26,4.57184,9.1078,9.167424932,,5.15,1.37,4.66
2460,赣锋锂业,小金属,江西,52.59,0.81,23.62,3.71,42.5979,87.6302,44.91348165,,21.67,5.35,22.59
600565,迪马股份,全国地产,重庆,62.14,0.046,2.07,2.75,2.85844,5.6925,3.331187641,2.07,,1.25,1.64
2069,獐子岛,渔业,辽宁,105.14,0.043,5.86,1.55,4.52102,9.083,5.57352102,3.53,8.47,0.34,2.83
2211,宏达新材,橡胶,江苏,129.87,0.035,4.98,1.83,4.54545,9.1134,3.834603835,-1.49,,1.35,
982,*ST 中绒,纺织,宁夏,0,-0.172,5.26,0.86,0,4.5236,,-10.07,-44.42,-8.29,-18.08
300378,鼎捷软件,软件服务,上海,66.76,0.127,3.73,4.55,8.47852,16.9715,5.587177951,2.63,,-0.78,2.81
2323,雅百特,建筑施工,江苏,25.28,0.156,6.5,1.22,3.94368,7.93,25.71202532,25.42,33.96,1.6,
2051,中工国际,建筑施工,北京,22.84,0.444,3.09,6.57,10.14096,20.3013,13.52889667,11.57,19.55,2.74,
300287,飞利信,软件服务,北京,41.94,0.108,2.3,3.92,4.52952,9.016,5.484024797,,,,
2366,台海核电,专用机械,四川,29.83,0.491,11.71,2.5,14.64653,29.275,39.25578277,22.41,,,21.36
300357,我武生物,生物制药,浙江,43.88,0.487,9.96,4.29,21.36956,42.7284,22.698268,16.84,,5.66,11.33
568,泸州老窖,白酒,四川,27.52,1.05,6.94,7.95,28.896,55.173,25.21802326,,17.79,6.99,12.49
2790,瑞尔特,家居用品,福建,31.7,0.511,3.77,8.6,16.1987,32.422,11.89274448,12.71,15.51,2.46,
2258,利尔化学,农药化肥,四川,21.52,0.285,2.94,4.17,6.1332,12.2598,13.66171004,7.35,10.98,,
300393,中来股份,塑料,江苏,27.78,0.842,7.66,6.1,23.39076,46.726,27.5737941,13.86,18.51,,14.78
300593,新雷能,电气设备,北京,91.9,0.133,5.28,4.64,12.2227,24.4992,5.745375408,11.17,13.02,1.07,
300656,民德电子,电脑设备,深圳,72.64,0.39,6.8,6.55,28.3296,44.54,9.36123348,,32.32,4.45,8.73
501,鄂武商Ａ,百货,湖北,10.37,0.88,2.08,8.54,9.1256,17.7632,20.05785921,13.8,18.52,4.59,10.29
2793,东音股份,专用机械,浙江,32.34,0.325,5.97,3.52,10.5105,21.0144,18.46011132,14.43,17.86,3.47,9.14
2767,先锋电子,电器仪表,浙江,116.27,0.109,5.69,4.47,12.67343,25.4343,4.893781715,5.2,,1.09,2.44
300026,红日药业,中成药,天津,23.56,0.094,2.15,2.05,2.21464,4.4075,9.125636672,8.69,11.84,,4.66
2788,鹭燕医药,医药商业,福建,34.59,0.495,3.12,10.98,17.12205,34.2576,9.019947962,,14.91,1.68,
300146,汤臣倍健,食品,广东,16.73,0.396,3.99,3.32,6.62508,13.2468,23.84937238,,11.76,,12.67
2656,摩登大道,服饰,广东,42,0.25,4.02,4.95,10.5,19.899,9.571428571,-4.5,-20.59,,5.59
300450,先导智能,专用机械,江苏,91.42,0.44,29.02,2.62,40.2248,76.0324,31.74360096,19.94,35.56,9.17,17.77
600780,通宝能源,火力发电,山西,122.95,0.022,1.34,4.13,2.7049,5.5342,1.089873932,2.33,2.19,,0.54
300581,晨曦航空,航空,陕西,108.17,0.31,6.81,5.82,33.5327,39.6342,6.295645743,9.46,26.35,0.72,3.17
37,深南电A,火力发电,深圳,0,-0.038,2.76,3.19,0,8.8044,,,,,-1.17
2483,润邦股份,工程机械,江苏,42.1,0.11,1.82,3.62,4.631,6.5884,4.32304038,3.31,3.52,0.86,
600426,华鲁恒升,农药化肥,山东,17.88,0.337,2.27,5.3,6.02556,12.031,12.69574944,,11.27,3.77,
600051,宁波联合,综合类,浙江,42.59,0.116,1.55,6.37,4.94044,9.8735,3.639351961,5.05,7.8,,1.83
600488,天药股份,化学制药,天津,43.99,0.07,1.97,2.77,3.0793,5.4569,4.478290521,2.05,2.61,,
600252,中恒集团,中成药,广西,19.6,0.111,2.79,1.56,2.1756,4.3524,14.23469388,8.47,9.53,,7.09
300193,佳士科技,专用机械,深圳,30.91,0.141,2.01,4.35,4.35831,8.7435,6.502749919,3.98,4.92,0.88,3.29
2700,新疆浩源,供气供热,新疆,62.57,0.087,4.96,2.18,5.44359,10.8128,7.927121624,6.44,9.24,2.52,3.99
600129,太极集团,中成药,重庆,93.12,0.081,5.07,2.99,7.54272,15.1593,5.444587629,58.41,76.11,0.18,2.71
600697,欧亚集团,百货,吉林,16.8,0.835,1.57,17.86,14.028,28.0402,9.345238095,9.29,,,6.08
729,燕京啤酒,啤酒,北京,18.55,0.174,1.37,4.71,3.2277,6.4527,7.385444744,,,0.42,3.77
45,深纺织Ａ,纺织,深圳,207.58,0.029,2.55,4.65,6.01982,11.8575,1.228442046,-2.44,,0.13,0.61
600371,万向德农,种植业,黑龙江,56.15,0.115,6.35,2.03,6.45725,12.8905,11.30899377,,13.59,2.58,5.84
2698,博实股份,化工机械,黑龙江,93.15,0.064,4.43,2.67,5.9616,11.8281,4.755770263,,6.18,0.81,2.36
2321,华英农业,农业综合,河南,204.31,0.032,2.84,4.54,6.53792,12.8936,1.39004454,4.73,3.99,0.36,
2496,辉丰股份,农药化肥,江苏,17.29,0.155,2.24,2.39,2.67995,5.3536,12.95546559,4.26,,4.21,6.56
600222,太龙药业,中成药,河南,803.69,0.004,2.49,2.59,3.21476,6.4491,0.309820951,0.15,0.27,0.11,0.15
2411,必康股份,化学制药,江苏,45.06,0.298,4.76,5.64,13.42788,26.8464,10.56369285,9.74,,1.98,5.34
300514,友讯达,通信设备,深圳,58.3,0.31,6.81,4.4,18.073,29.964,11.68096055,,20.08,3.71,8.4
2216,三全食品,食品,河南,47.79,0.09,3.5,2.44,4.3011,8.54,7.323707889,3.57,2.09,1.38,
600939,重庆建工,建筑施工,重庆,61.95,0.077,3.51,2.73,4.77015,9.5823,5.665859564,5.11,6.92,,2.98
600257,大湖股份,渔业,湖南,229.02,0.016,2.76,2.69,3.66432,7.4244,1.205134923,0.7,0.81,0.49,
2817,黄山胶囊,化学制药,安徽,61.91,0.316,5.24,7.47,19.56356,39.1428,8.463899209,12.88,13.58,,4.28
2707,众信旅游,旅游服务,北京,60.87,0.113,6.1,2.25,6.87831,13.725,10.02135699,12.62,13.1,,
300010,立思辰,软件服务,北京,158.24,0.04,2.08,6.1,6.3296,12.688,1.31445905,1.65,7.12,,0.65
300063,天龙集团,染料涂料,广东,35.91,0.103,2.36,3.13,3.69873,7.3868,6.571985519,5.83,,1.43,3.32
600297,广汇汽车,汽车服务,辽宁,15.05,0.28,2.36,3.57,4.214,8.4252,15.68106312,9.12,12.58,,8.16
300354,东华测试,电器仪表,江苏,4981.77,0.001,5.92,2.49,4.98177,14.7408,0.118833266,0.34,0.58,-1.25,0.06
300259,新天科技,电器仪表,河南,78.31,0.067,3.25,3.24,5.24677,10.53,4.150172392,,9.76,1.01,
2500,山西证券,证券,山西,69,0.084,2.67,4.34,5.796,11.5878,3.869565217,2.59,,1.14,1.92
848,承德露露,软饮料,河北,20.33,0.233,5.11,1.85,4.73689,9.4535,25.13526808,20.71,24.83,11.1,11.24
600352,浙江龙盛,染料涂料,浙江,16.87,0.311,2.14,4.91,5.24657,10.5074,12.68524007,,13.76,3.15,6.28
600886,国投电力,水力发电,北京,19.33,0.19,1.66,4.41,3.6727,7.3206,8.587687532,12.33,14.17,,4.4
300214,日科化学,化工原料,山东,43.01,0.085,2.16,3.39,3.65585,7.3224,5.022087887,4.97,5.94,,2.64
2628,成都路桥,建筑施工,四川,211.85,0.02,2.32,3.61,4.237,8.3752,1.095114468,0.62,1.67,,0.54
300142,沃森生物,生物制药,云南,0,-0.028,8.15,2.05,0,16.7075,,-10.78,2.85,-0.92,-1.35
300342,天银机电,元器件,江苏,34.33,0.22,5.01,2.92,7.5526,14.6292,14.59364987,10.45,15.62,,7.39
2461,珠江啤酒,啤酒,广东,76.02,0.09,1.62,7.09,6.8418,11.4858,2.131018153,,3.3,0.34,2.34
2542,中化岩土,建筑施工,北京,107.52,0.049,5.68,1.84,5.26848,10.4512,5.282738095,5.5,9.17,,
2641,永高股份,塑料,浙江,46.32,0.056,2.29,2.28,2.59392,5.2212,4.943868739,8.79,8.76,,2.46
2712,思美传媒,广告包装,浙江,24.33,0.46,2.71,7.68,11.1918,20.8128,11.13851212,,11.03,3.46,
600302,标准股份,纺织机械,陕西,2899.7,0.001,2.36,3.52,2.8997,8.3072,0.08138773,-3.2,,1.21,
600882,广泽股份,乳制品,上海,0,-0.03,3.31,2.82,0,9.3342,,3.15,1.68,0.39,-1.06
2693,双成药业,化学制药,海南,0,-0.043,5.2,1.4,0,7.28,,-27.32,,-1.59,-3.22
600589,广东榕泰,塑料,广东,39.06,0.093,1.7,4.26,3.63258,7.242,4.352278546,2.81,,0.97,2.16
825,太钢不锈,特种钢,山西,19.86,0.13,1.28,4.05,2.5818,5.184,6.445115811,3.88,5.24,,
600421,仰帆控股,机械基件,湖北,0,-0.006,389.01,0.04,0,15.5604,,,,,nan
600372,中航电子,航空,北京,99.38,0.083,4.76,3.46,8.24854,16.4696,4.789696116,,7.86,,
600462,九有股份,元器件,深圳,976.35,0.003,11.24,0.55,2.92905,6.182,1.151226507,1.37,2.34,0.29,0.58
20,深华发Ａ,元器件,深圳,1285.66,0.008,17.15,1.14,10.28528,19.551,1.333945211,1.44,1.72,,0.67
300453,三鑫医疗,医疗保健,江西,84.66,0.126,6.1,3.51,10.66716,21.411,7.205291755,,6.8,,
2659,中泰桥梁,建筑施工,江苏,0,-0.051,3.45,4.43,0,15.2835,,,-7.53,0.05,-1.14
10,美丽生态,建筑施工,深圳,0,-0.056,1.92,2.65,0,5.088,,1,1.81,-1.16,-2.08
541,佛山照明,家用电器,广东,25.5,0.18,2.48,3.7,4.59,9.176,9.725490196,5.53,21.4,2.36,4.99
788,北大医药,化学制药,重庆,142.49,0.036,5.2,1.95,5.12964,10.14,3.649378904,1.31,1.1,0.61,1.84
600594,益佰制药,中成药,贵州,28.46,0.232,2.53,5.21,6.60272,13.1813,8.889669712,7.81,10.27,2.53,4.56
600166,福田汽车,汽车整车,北京,99.76,0.015,1.06,2.87,1.4964,3.0422,1.06255012,1.24,,0.46,0.53
2226,江南化工,化工原料,安徽,51.24,0.069,1.79,3.97,3.53556,7.1063,3.493364559,,1.93,0.22,1.72
2615,哈尔斯,家居用品,浙江,27.23,0.186,5.37,1.88,5.06478,10.0956,19.72089607,12.61,,4.73,9.82
570,苏常柴Ａ,机械基件,江苏,50.01,0.071,1.72,4.11,3.55071,7.0692,3.439312138,2.58,3,1.48,1.71
300277,海联讯,软件服务,深圳,0,-0.019,6.56,1.38,0,9.0528,,-3.93,5.5,,
637,茂化实华,石油加工,广东,35.01,0.101,4.29,1.65,3.53601,7.0785,12.25364182,3.87,7.18,,
300375,鹏翎股份,汽车配件,天津,27.37,0.35,2.75,6.95,9.5795,19.1125,10.04749726,8.43,13.29,,5.05
2349,精华制药,中成药,江苏,39.58,0.115,3.46,2.62,4.5517,9.0652,8.741788782,5.45,7.89,1.48,4.45
2134,*ST普林,元器件,天津,0,-0.033,5.94,1.69,0,10.0386,,-8.77,,,-1.93
300652,雷迪克,汽车配件,浙江,38.91,0.51,4.45,7.01,19.8441,31.1945,11.43664868,,,5.86,
600069,银鸽投资,造纸,河南,0,-0.017,5.65,1.6,0,9.04,,-4.53,-17.98,-1.44,-1.07
601126,四方股份,电气设备,北京,112.29,0.04,1.96,4.6,4.4916,9.016,1.745480452,4.04,7.86,-0.5,
600712,南宁百货,百货,广西,0,-0.023,4.69,1.93,0,9.0517,,-1.39,-3.16,-0.02,-1.18
600620,天宸股份,综合类,上海,72.17,0.09,3.49,3.74,6.4953,13.0526,4.835804351,1.47,1.41,,2.35
300147,香雪制药,中成药,广东,68.28,0.073,1.93,5.21,4.98444,10.0553,2.826596368,,1.94,,1.42
600398,海澜之家,服饰,江苏,11.98,0.417,4.63,2.16,4.99566,10.0008,38.64774624,27.32,34.64,9.57,18.3
300190,维尔利,环境保护,江苏,45.14,0.17,1.79,7.82,7.6738,13.9978,3.965440851,3.42,4.08,1.19,2.39
600705,中航资本,多元金融,黑龙江,21.08,0.142,2.41,2.48,2.99336,5.9768,11.43263757,,10.77,2.33,5.73
600981,汇鸿集团,商贸代理,江苏,32.27,0.108,1.97,3.55,3.48516,6.9935,6.104741246,7.12,,1.92,2.95
300626,华瑞股份,电气设备,浙江,55.64,0.26,6.37,4.54,14.4664,28.9198,11.44859813,,15.54,,7.14
2602,世纪华通,汽车配件,浙江,26.48,0.602,6.54,4.87,15.94096,31.8498,24.6978852,9.39,,2.81,
2060,粤 水 电,建筑施工,广东,46.53,0.043,1.74,2.29,2.00079,3.9846,3.739522888,2.59,5.05,0.77,1.87
725,京东方Ａ,元器件,北京,16.01,0.124,1.7,2.33,1.98524,3.961,10.61836352,0.18,2.4,,4.48
600369,西南证券,证券,重庆,45.64,0.065,1.76,3.37,2.9666,5.9312,3.856266433,,4.84,0.13,
2479,富春环保,火力发电,浙江,23.79,0.249,3.44,3.45,5.92371,11.868,14.45985708,6.78,8.83,2.8,6.81
166,申万宏源,证券,新疆,29.01,0.102,2.26,2.62,2.95902,5.9212,7.790417098,,,1.84,3.84
2425,凯撒文化,互联网,广东,40.81,0.121,2.3,4.3,4.93801,9.89,5.63587356,4.31,5.3,1.12,2.84
2102,冠福股份,化学制药,福建,66.18,0.03,2.04,1.94,1.9854,3.9576,3.082502267,4.17,8.17,0.71,
951,中国重汽,汽车整车,山东,12.45,0.714,2.29,7.77,8.8893,17.7933,18.3935743,4.91,,,9.43
521,美菱电器,家用电器,安徽,33.58,0.088,1.21,4.9,2.95504,5.929,3.603335319,4.67,,1.2,1.79
600826,兰生股份,商贸代理,上海,81.15,0.109,1.97,8.99,8.84535,17.7103,2.427603204,23.63,23.75,,
300023,宝德股份,专用机械,陕西,46.43,0.138,3.72,3.44,6.40734,12.7968,8.012061167,3.52,6.2,0.43,4.09
2393,力生制药,化学制药,天津,42.33,0.43,2.18,16.66,18.2019,36.3188,5.150011812,2.65,3.87,1.34,2.57
300669,沪宁股份,机械基件,浙江,65.11,0.28,5.49,5.01,18.2308,27.5049,8.431884503,,21.83,2.68,8.04
600685,中船防务,船舶,广东,426.41,0.031,3.62,7.34,13.21871,26.5708,0.848948195,0.06,0.69,0.18,0.42
600618,氯碱化工,化工原料,上海,27.18,0.217,6.22,1.89,5.89806,11.7558,22.88447388,,-15.61,2.97,12.13
2361,神剑股份,化工原料,安徽,53.57,0.064,3.18,2.16,3.42848,6.8688,5.936158298,6.12,9.49,1.23,2.96
2673,西部证券,证券,陕西,62.8,0.14,3.18,4.93,8.792,15.6774,5.063694268,7.59,,1.46,3.09
650,仁和药业,中成药,江西,22.54,0.13,2.61,2.25,2.9302,5.8725,11.57941437,10.72,14.56,2.84,5.7
701,厦门信达,综合类,福建,48.71,0.131,1.62,7.84,6.38101,12.7008,3.325805789,,1.21,0.48,
