,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,600111,北方稀土,,,1.18,,,872.43,,,08-25
1,600108,亚盛集团,,,,,,68.55,,,08-15
2,000789,万年青,,,1.27,,,693.87,,,08-13
3,600109,国金证券,,,,,,331.81,,,08-04
4,000069,华侨城A,,,1.58,,,549.86,,,07-28
5,000868,安凯客车,,,1.25,,,606.76,,,07-23
6,000816,智慧农业,,,1.53,,,1602.86,,,07-21
7,000799,酒鬼酒,,,1.49,,,3656.79,,,07-16
8,600098,广州发展,,,1.65,,,6001.8,,,07-16
9,000793,华闻传媒,,,1.38,,,987.71,,,07-10
10,000783,长江证券,,,1.52,,,5531.19,,,07-08
11,000777,中核科技,,,1.35,,,727.59,,,07-08
12,000785,武汉中商,,,5.17,,,1324.89,,,07-04
13,000760,斯太尔,,,,,,649.14,,,06-27
