,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,002709,天赐材料,,,,,,566.27,,,05-14
1,002261,拓维信息,0.39,,,31.06,,1606.34,,,07-04
2,002231,奥维通信,1.01,,5.97,18.51,0.62,1012.04,,,04-17
3,601800,中国交建,,,,,,99191.2,291.92,,04-15
4,002225,濮耐股份,0.28,,2.3,13.0,0.4,2802.68,,,04-07
5,601958,金钼股份,,,,,,185288.47,,,03-27
6,002222,福晶科技,,,,27.48,,3625.85,,,02-26
7,000333,美的集团,,,,,,8522.96,,,02-19
8,601186,中国铁建,0.0,,,4.05,0.36,3183.5,,,02-15
9,002221,东华能源,0.1,,0.9,11.44,-0.49,1623.2,,,02-14
10,002220,天宝食品,0.16,,,9.73,0.53,632.39,,,01-31
11,002219,恒康医疗,0.27,,1.44,21.05,0.0,1372.94,,,01-31
12,002218,拓日新能,1.88,,3.12,80.47,0.92,1644.98,,,01-28
13,002216,三全食品,0.12,,1.41,8.6,0.06,810.87,,,01-24
14,002217,合力泰,3.43,,5.96,83.81,6.4,2952.06,,,01-24
15,601898,中煤能源,,,,,,164714.3,,,01-21
16,002215,诺普信,2.47,,5.18,61.23,-2.02,989.46,,,01-18
17,002214,大立科技,0.75,,,48.71,,1904.93,,,01-18
18,002211,宏达新材,0.18,,,15.45,-0.02,1518.67,,,01-14
19,002213,特尔佳,1.78,,4.34,51.67,0.8,1783.95,,,01-14
20,002212,南洋股份,0.52,,1.49,36.97,-0.12,2608.05,,,01-14
21,002209,达意隆,0.19,,1.26,16.36,1.14,1136.15,,,01-11
22,002208,合肥城建,0.43,,,14.36,-0.25,3471.64,,,01-09
23,002207,*ST准油,0.43,,1.64,30.66,0.31,3180.91,,,01-09
24,002206,海利得,0.44,,1.9,25.78,1.1,3557.89,,,01-02
25,002205,国统股份,0.2,,,13.21,-0.37,1184.71,,,12-28
26,601099,太平洋,-0.02,,0.35,-2.47,,-1623.4,,,12-27
27,002204,大连重工,0.24,,,20.0,0.09,1124.26,,,12-20
28,002203,海亮股份,0.42,,,31.42,-0.57,6062.85,,,12-19
29,601238,广汽集团,,,,,,73228.09,,,12-11
30,601601,中国太保,-0.26,,0.6,-33.08,4.58,-110600.0,-346.46,,12-07
31,601999,出版传媒,0.14,,,,,5838.8,,,12-06
32,002202,金风科技,1.31,,1.82,64.04,0.32,4215.74,,,12-06
33,002201,九鼎新材,0.28,,,21.74,1.69,1337.31,,,12-03
34,002200,云投生态,0.6,,2.6,24.82,0.36,3346.82,,,11-28
35,002199,东晶电子,0.25,,1.19,24.1,0.31,1158.54,,,11-28
36,002198,嘉应制药,0.05,,1.08,5.83,0.19,276.92,,,11-27
37,601918,新集能源,0.12,,,10.17,0.51,17675.56,,,11-27
38,002197,证通电子,0.09,,0.38,24.68,0.19,547.52,,,11-26
39,002195,二三四五,0.31,,,26.61,0.48,1225.44,,,11-22
40,002196,方正电机,0.3,,,21.71,0.26,1728.06,,,11-22
41,002194,武汉凡谷,0.42,,1.14,44.3,0.29,6750.62,,,11-16
42,002193,如意集团,0.38,,,10.6,1.57,2315.21,,,11-16
43,002436,兴森科技,,,,,,1910.33,,,11-14
44,002210,飞马国际,0.04,,1.34,9.54,-0.1,420.64,,,11-13
45,002192,融捷股份,0.25,,1.59,17.15,0.27,500.7,,,11-13
46,002583,海能达,,,,,,2659.33,86.78,,11-13
47,002191,劲嘉股份,0.71,,,48.84,0.87,14133.78,,,11-13
48,002733,雄韬股份,,,,,,202.93,,,11-13
49,002189,利达光电,0.3,,,29.12,0.34,2554.86,,,11-07
50,601390,中国中铁,,,,10.68,,34809.6,,,11-07
51,002190,成飞集成,0.5,,2.3,21.76,0.83,4052.13,,,11-07
52,002188,巴士在线,0.27,,2.38,29.19,0.78,1613.03,,,10-31
53,002187,广百股份,0.34,,2.09,17.08,0.81,4091.11,,,10-31
54,002184,海得控制,0.59,,,31.13,0.37,3164.43,,,10-26
55,002186,全聚德,0.36,,1.82,19.12,0.65,3764.63,,,10-26
56,002185,华天科技,0.23,,1.22,20.33,0.32,2404.71,,,10-26
57,002183,怡亚通,0.97,,1.77,53.19,-2.75,6848.28,,,10-23
58,002182,云海金属,0.63,,1.92,,0.69,1989.46,,,10-23
59,002180,纳思达,0.36,,1.21,35.5,0.23,1503.36,,,10-19
60,002179,中航光电,0.49,,2.0,27.84,0.36,3415.86,,,10-12
61,002178,延华智能,1.21,,2.41,44.18,0.68,1211.84,,,10-12
62,002177,御银股份,0.25,,0.92,,,1262.31,,,10-12
63,601088,中国神华,0.53,,1.77,34.97,1.43,788700.0,,,09-19
64,002175,东方网络,0.4,,1.76,,0.52,1534.1,,,09-14
65,002176,江特电机,0.19,,2.06,,0.7,971.12,,,09-14
66,601939,建设银行,0.26,,,22.99,0.63,4904200.0,11832.36,,09-11
67,002174,游族网络,0.34,,1.35,24.0,-0.48,773.29,,,09-07
68,002173,创新医疗,0.34,,,27.49,-0.1,1718.35,,,09-07
69,601169,北京银行,0.41,,,,,138375.0,,,09-03
70,002172,澳洋科技,0.91,,,55.81,0.68,5935.26,,,08-31
71,002171,楚江新材,1.2,,,62.37,0.38,1802.75,,,08-31
72,002170,芭田股份,0.26,,2.02,13.39,0.15,1824.61,,,08-30
73,002169,智光电气,1.01,,3.28,32.76,0.97,772.25,,,08-30
74,002168,深圳惠程,1.06,,3.17,33.04,0.4,3936.73,18.14,,08-30
75,002167,东方锆业,0.22,,1.7,14.03,0.47,836.34,,,08-24
76,002166,莱茵生物,0.32,,1.11,,0.3,1537.6,,,08-24
77,002165,红宝丽,0.27,,,,-0.07,1167.82,,,08-17
78,002164,宁波东力,1.72,,,38.44,0.22,2059.1,,,07-31
79,002163,中航三鑫,0.49,,1.88,,0.31,3408.53,,,07-31
80,002162,悦心健康,0.23,,,,0.45,6542.52,,,07-31
81,002161,远望谷,0.46,,1.77,28.52,0.36,2208.32,,,07-30
82,002160,常铝股份,0.44,,1.56,39.01,0.53,4463.53,,,07-30
83,002159,三特索道,0.26,,3.77,7.2,0.43,1320.7,,,07-26
84,002158,汉钟精机,,,2.17,25.05,-0.1,1576.53,,,07-26
85,002157,正邦科技,0.35,,1.36,,-0.35,1961.01,,,07-26
86,002154,报喜鸟,0.45,,2.01,,0.7,2683.35,,,07-24
87,002156,通富微电,0.26,,1.52,18.53,1.21,3776.0,,,07-24
88,002155,湖南黄金,0.68,,,,0.6,5109.26,,,07-24
89,002153,石基信息,0.54,,1.78,,0.63,2104.88,,,07-20
90,002152,广电运通,0.3,,0.85,,0.48,3021.78,,,07-20
91,002151,北斗星通,0.54,,2.38,,0.77,530.51,,,07-20
92,002149,西部材料,0.3,,1.48,22.02,-0.15,2080.32,,,07-18
93,002148,北纬科技,0.86,,,,0.71,2704.15,,,07-18
94,002150,通润装备,0.23,,1.35,,0.5,1210.83,,,07-18
95,002147,新光圆成,0.3,,,,0.21,1594.25,,,07-16
96,002146,荣盛发展,0.37,,1.92,,0.11,12246.1,,,07-16
97,002145,中核钛白,0.24,,,,0.3,3080.65,,,07-13
98,002144,宏达高科,0.36,,1.53,,0.44,2893.74,,,07-13
99,601009,南京银行,0.18,,1.38,13.84,4.52,21800.75,28.61,,07-04
100,002143,印纪传媒,0.53,,,,-0.53,3686.34,,,07-04
101,002142,宁波银行,1.04,,4.16,301.01,2.53,43802.41,,,07-04
102,002141,贤丰控股,0.48,,1.96,27.19,0.64,2016.88,,,07-04
103,002140,东华科技,0.58,,,,1.02,2896.98,,,06-25
104,601866,中远海发,0.81,,2.38,44.95,0.85,397867.74,,,06-12
105,002139,拓邦股份,,,2.21,39.79,1.51,1644.38,,,06-12
106,002138,顺络电子,,,,37.91,0.39,2641.23,,,05-24
107,002137,麦达数字,,,5.95,20.73,4.86,1109.93,,,05-23
108,601808,中海油服,0.18,,1.77,10.09,0.38,70172.76,50.62,,05-14
109,002136,安纳达,,,,33.46,0.53,976.7,,,05-11
110,601600,中国铝业,,,2.38,25.76,0.8,605272.2,79.68,,04-21
111,002135,东南网架,,,1.58,24.8,0.06,5226.85,,,04-19
112,601328,交通银行,0.05,,,4.0,,119800.0,-72.22,,04-18
113,002134,*ST普林,,,,33.23,0.6,4232.86,,,04-18
114,002133,广宇集团,,,,31.62,0.44,5622.26,,,04-11
115,002132,恒星科技,,,1.19,25.03,-0.05,3037.67,,,04-05
116,002131,利欧股份,,,2.14,39.94,,1545.79,,,04-05
117,601998,中信银行,,,,,,245000.0,58.7,,04-04
118,601008,连云港,,,,17.68,0.48,4653.01,,,04-04
119,000338,潍柴动力,,,6.54,32.45,3.68,53686.96,95.98,,03-31
120,002127,南极电商,,,3.11,6.36,2.3,718.91,,,03-29
121,002130,沃尔核材,,,1.25,39.97,0.31,1537.37,111.03,,03-29
122,002129,中环股份,,,1.16,25.19,0.07,5659.41,,,03-29
123,002128,露天煤业,,,2.58,30.64,1.35,15200.03,,,03-29
124,002126,银轮股份,,,2.37,27.48,0.92,3924.99,,,03-28
125,601118,海南橡胶,,,,,,64290.9,-17.14,,03-21
126,601007,金陵饭店,,,1.7,8.7,0.28,2724.3,124.75,,03-13
127,002125,湘潭电化,,,2.38,21.54,1.57,2336.45,0.78,,03-09
128,002124,天邦股份,,,1.89,29.38,0.73,2403.27,290.04,,03-09
129,002122,天马股份,,,1.95,45.74,0.76,5350.1,,,03-08
130,002123,梦网集团,,,1.83,19.8,0.42,1130.63,39.54,,03-08
131,002121,科陆电子,,,2.38,13.11,0.02,1317.54,,,02-07
132,002120,韵达股份,,,1.37,18.18,0.27,1154.24,,,02-07
133,601318,中国平安,,,4.87,11.6,5.55,260800.0,23.84,,02-02
134,002117,东港股份,,,1.9,27.69,0.91,3779.31,9.23,,01-31
135,002119,康强电子,,,1.78,17.32,0.5,2044.83,15.69,,01-31
136,002118,紫鑫药业,,,1.99,31.38,0.9,2936.08,21.53,,01-31
137,601005,*ST重钢,,,3.6,24.7,,85802.2,-12.05,,01-30
138,002116,中国海诚,,,1.98,17.84,0.73,2908.44,2.42,,01-26
139,601003,柳钢股份,,,9.85,56.17,2.72,92438.38,32.73,,01-25
140,002115,三维通信,,,1.37,31.34,0.2,2222.64,39.59,,01-24
141,002114,罗平锌电,,,2.15,19.85,0.87,3069.77,74.55,,01-24
142,002113,天润数娱,,,3.96,13.56,0.6,2614.23,28.08,,01-18
143,002112,三变科技,,,2.05,20.65,,2434.78,14.59,,01-18
144,601166,兴业银行,0.48,0.0,,20.57,,176558.98,23.13,,01-15
145,002111,威海广泰,,,1.59,30.58,0.05,1713.25,82.53,,01-08
146,002110,三钢闽光,,,3.32,28.71,,42101.28,-39.29,,12-29
147,002109,兴化股份,,,1.97,22.63,0.68,5176.08,72.48,,12-29
148,601002,晋亿实业,,,1.39,30.1,,19390.68,80.54,,12-28
149,002108,沧州明珠,,,2.71,24.59,0.82,3037.53,4.88,,12-28
150,002107,沃华医药,,,1.59,32.86,0.65,2313.29,85.26,,12-28
151,002106,莱宝高科,,,3.12,55.5,1.26,14398.97,291.81,,12-20
