,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,000301,东方市场,,,1.72,,0.45,4591.16,,,05-24
1,000961,中南建设,,,1.76,,,2937.92,,,02-25
2,000960,锡业股份,,,,,0.11,4037.95,,,02-16
3,000963,华东医药,,,1.55,,,2167.4,,,01-22
4,000958,东方能源,,,,,0.47,2736.73,,,12-18
5,600219,南山铝业,,,2.11,,,5263.39,,,12-18
6,600217,中再资环,,,,,0.1,2775.04,,,12-11
7,000959,首钢股份,,,1.14,,,34941.55,,,12-11
8,000955,欣龙控股,,,,,,1809.08,,,12-04
9,000953,*ST河化,,,,,,1102.57,,,11-27
10,600759,洲际油气,,,0.62,,,-3982.68,432.52,,11-27
11,000951,中国重汽,,,,,,,,,11-20
12,000962,东方钽业,,,,,,2846.54,,,11-18
13,000952,广济药业,,,,,,1209.83,,,11-08
14,000916,华北高速,,,,,,8338.13,,,09-22
15,600000,浦发银行,,,1.91,,,50597.1,,,09-21
16,000939,凯迪生态,,,,,,881.5,,,09-18
17,000957,中通客车,,,,,,1361.87,,,09-16
18,600238,海南椰岛,,,,,,1351.73,,,09-16
19,600215,长春经开,,,,,0.04,6661.5,,,09-03
20,600898,国美通讯,,,-2.98,,-0.25,-53388.22,-4163.68,,08-31
21,600654,*ST中安,,,1.83,,-0.08,4270.57,40.08,,08-31
22,600775,南京熊猫,,,0.75,,-0.06,-11740.21,-41.2,,08-31
23,000796,凯撒旅游,,,5.24,,-0.3,1761.1,27.3,10送3,08-31
24,000672,上峰水泥,,,1.51,,,-556.59,-355.97,,08-31
25,600768,宁波富邦,,,1.69,,-0.12,301.56,-43.36,,08-31
26,000507,珠海港,,,2.49,,0.05,1861.44,-201.37,,08-31
27,600084,中葡股份,,,3.2,,,1433.82,5.09,,08-31
28,600784,鲁银投资,,,2.71,,0.03,2518.27,-32.63,,08-31
29,600837,海通证券,,,-2.65,,-0.22,-7133.12,58.21,,08-31
30,000931,中关村,,,1.15,,,7244.4,,,08-31
31,000545,金浦钛业,,,2.02,,-0.01,-3676.56,-1482.6,,08-31
32,000570,苏常柴A,,,4.35,,-0.08,8716.02,13.29,,08-31
33,600687,刚泰控股,,,2.43,,,-314.15,-319.75,,08-31
34,000607,华媒控股,,,1.94,,-0.13,-468.71,-57.64,,08-31
35,000550,江铃汽车,,,2.22,,,618.38,71.09,,08-31
36,600054,黄山旅游,,,2.96,,0.07,4567.35,35.18,10转3,08-31
37,600855,航天长峰,,,0.46,,-0.01,-1877.91,-46.55,,08-31
38,600612,老凤祥,,,2.01,,-0.42,1781.71,-19.47,,08-31
39,600703,三安光电,,,1.53,,-0.25,-20973.26,-1262.65,,08-31
40,000797,中国武夷,,,3.14,,-0.94,3623.81,-42.25,,08-30
41,600661,新南洋,,,2.76,,0.02,671.88,48.88,10转5,08-30
42,600075,新疆天业,,,4.53,,,4683.74,17.98,,08-30
43,600188,兖州煤业,,,2.29,,,38467.4,14.68,,08-30
44,600221,海航控股,,,2.41,,,6601.91,-14.03,,08-30
45,000930,中粮生化,,,3.7,,,1870.81,,,08-30
46,000592,平潭发展,,,0.66,,,-13339.64,-861.82,,08-28
47,600758,红阳能源,,,2.5,,-0.08,313.4,-88.08,,08-28
48,600887,伊利股份,,,5.0,,,5879.95,8.75,,08-28
49,600859,王府井,,,4.33,,,-1191.4,-118.6,,08-28
50,000605,渤海股份,,,1.6,,,1.08,-99.66,,08-28
51,000566,海南海药,,,1.46,,0.03,178.53,-115.75,,08-28
52,600833,第一医药,,,-0.97,,-0.01,-25472.99,-23718.19,,08-28
