,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,603225,新凤鸣,,,,,,15881.5,,,09-03
1,603299,井神股份,,,,,,10591.69,,,07-11
2,601968,宝钢包装,,,,,,8769.37,,,04-23
3,000166,申万宏源,0.15,,,6.04,,103179.01,,,04-09
4,002797,第一创业,,,,,,15493.45,,,03-01
5,002736,国信证券,,,,,,150421.4,,,02-28
6,300388,国祯环保,,,,,,4423.71,17.29,,01-25
7,601997,贵阳银行,0.71,,,,,127960.27,,,12-25
8,300567,精测电子,,,,,,2256.32,,,11-05
9,002703,浙江世宝,0.24,,2.58,9.49,0.07,6270.1,,,11-01
10,600873,梅花生物,0.15,-18.92,1.95,7.41,0.33,39585.1,-20.99,,10-31
11,600143,金发科技,0.24,-58.62,2.92,8.69,0.07,60819.82,-25.07,,10-31
12,600536,中国软件,0.01,-96.38,5.41,0.24,-2.05,294.55,-96.37,,10-31
13,000979,中弘股份,0.53,278.57,2.43,18.26,1.04,53351.56,268.77,,10-31
14,600575,皖江物流,0.26,8.33,3.76,8.02,-1.2,30657.57,20.75,,10-31
15,600985,雷鸣科化,0.23,-14.81,3.48,6.78,0.21,3025.8,-12.44,,10-31
16,600234,ST山水,-0.13,62.5,-0.66,,0.01,-2663.11,67.88,,10-31
17,600626,申达股份,0.17,-23.69,2.79,6.0,-0.05,11803.19,-23.7,,10-31
18,601318,中国平安,2.03,7.98,18.47,11.55,20.32,1608500.0,10.79,,10-31
19,600664,哈药股份,0.15,-71.92,4.02,3.73,0.33,28774.35,-66.67,,10-31
20,600290,华仪电气,0.09,-17.1,3.59,2.61,-0.15,4880.46,-15.69,,10-31
21,600007,中国国贸,0.29,141.67,4.57,6.4,0.76,28901.73,133.91,,10-31
22,600403,*ST大有,1.28,-7.82,6.48,20.81,0.59,106819.09,-7.82,,10-31
23,000839,中信国安,0.07,20.58,3.67,1.9,-0.27,11020.93,20.56,,10-31
24,000060,中金岭南,0.15,-57.14,2.67,5.62,0.2,30452.63,-57.43,,10-31
25,600107,美尔雅,0.04,-32.76,1.44,2.73,-0.25,1397.63,-32.78,,10-31
26,600500,中化国际,0.22,-51.52,4.52,5.08,-0.37,32057.74,-52.01,,10-31
27,600862,中航高科,0.01,-94.74,2.02,0.28,-0.28,357.24,-94.16,,10-31
28,600129,太极集团,0.06,8.05,2.72,2.16,0.11,2463.7,8.02,,10-31
29,000967,盈峰环境,0.21,-17.93,3.27,6.68,0.47,4233.63,-17.66,,10-31
30,600562,国睿科技,0.05,-28.57,3.83,1.23,-0.02,395.51,-35.28,,10-31
31,600186,莲花健康,0.08,-136.51,0.89,9.41,0.03,8494.68,-136.5,,10-31
