,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,000656,金科股份,,,1.17,,,-1467.21,,,02-11
1,000930,中粮生化,,,4.52,,,5962.95,,,10-31
2,600183,生益科技,,,1.62,,,6465.25,,,10-31
3,000975,银泰资源,,,2.48,,,3633.54,,,10-31
4,600699,均胜电子,,,2.4,,,2047.19,33.85,,10-31
5,600259,广晟有色,,,2.04,0.16,,70.34,,,10-31
6,000698,沈阳化工,,,3.46,,,1259.4,,,10-31
7,600226,瀚叶股份,,,3.0,,,4581.8,,,10-31
8,600019,宝钢股份,,,2.31,,,263949.56,,,10-31
9,600895,张江高科,,,2.41,,,15396.15,,,10-31
10,600548,深高速,,,2.45,5.4,,28154.11,,,10-31
11,000014,沙河股份,,,2.21,,,575.47,-19.85,,10-31
12,000820,神雾节能,,,2.55,2.31,,859.8,,,10-31
13,600112,*ST天成,,,2.76,,,-512.33,,,10-31
14,600130,波导股份,,,5.9,,,11129.79,,,10-31
15,600158,中体产业,,,3.09,,,720.55,,,10-31
16,000627,天茂集团,,,1.19,2.77,,1935.96,,,10-31
17,600385,山东金泰,,,1.39,,,155.72,,,10-31
18,000766,通化金马,,,1.07,,,950.2,,,10-31
19,600505,西昌电力,,,3.37,,,1665.41,,,10-31
20,600088,中视传媒,,,3.01,,,-873.49,,,10-31
21,600106,重庆路桥,,,3.02,5.05,,4614.64,,,10-31
22,600265,ST景谷,,,2.99,,,534.4,,,10-31
23,600807,天业股份,,,1.09,-15.67,,-1998.72,,,10-31
24,600371,万向德农,,,2.58,11.72,,1396.27,,,10-31
25,600613,神奇制药,,,1.46,,,-2637.19,,,10-31
26,600633,浙数文化,,,1.32,,,1837.38,57.16,,10-31
27,000411,英特集团,,,0.67,,,91.22,-103.5,,10-31
28,600742,一汽富维,,,5.53,,,12307.45,,,10-31
29,600759,洲际油气,,,-1.73,,,17.73,-95.57,,10-31
30,600291,西水股份,,,3.6,,,3125.04,,,10-31
31,000638,万方发展,,,0.26,,,-1902.83,,,10-31
32,600662,强生控股,,,3.3,,,8216.97,,,10-31
33,600731,湖南海利,,,1.93,,,1951.3,,,10-31
34,600818,中路股份,,,0.51,,,5876.44,338.5,,10-31
35,600006,东风汽车,,,3.49,,,53310.62,,,10-31
