,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,600872,中炬高新,,,,,,4641.0,,,01-21
1,000043,中航地产,,,,,,2616.0,,,09-26
2,000042,中洲控股,,,,,,7802.64,,,09-19
3,000046,泛海控股,,,,,,1755.91,,,09-18
4,000576,广东甘化,,,,,,2630.61,,,09-05
5,000531,穗恒运A,,,1.66,,,1589.82,175.82,,09-02
6,000017,深中华A,,,3.62,,,8491.81,,,08-31
7,000008,神州高铁,,,3.26,,,1096.92,16.55,,08-31
8,000533,万家乐,,,2.56,,,9777.22,127.8,,08-31
9,000007,全新好,,,3.55,,,2062.14,37.94,,08-31
10,000571,新大洲A,,,3.31,,,3203.1,,,08-31
11,000005,世纪星源,,,2.1,,,3030.96,,,08-31
12,000030,富奥股份,,,2.63,,,6936.5,24.35,,08-31
13,000502,绿景控股,,,2.06,,,165.91,-96.9,,08-31
14,000567,海德股份,,,4.54,,,2066.71,,,08-30
15,600663,陆家嘴,,,1.62,,,16527.29,,10派3.5,08-30
16,000534,万泽股份,,,3.15,,,2216.28,,,08-30
17,600676,交运股份,,,2.37,,,600.34,,,08-30
18,600692,亚通股份,,,1.82,,,537.88,,,08-30
19,000001,平安银行,,,5.62,,,20790.63,51.24,,08-30
20,600806,*ST昆机,,,2.23,,,2974.24,,,08-30
21,000032,深桑达A,,,2.08,,,1975.68,7.05,,08-30
22,000546,金圆股份,,,1.71,,,1523.56,,,08-30
23,000565,渝三峡A,,,2.19,,,718.68,,,08-30
24,000552,靖远煤电,,,1.96,,,1099.9,,,08-30
25,000572,海马汽车,,,,,,4383.83,,,08-30
26,000551,创元科技,,,2.72,,,2038.32,112.51,,08-30
27,000550,江铃汽车,,,1.83,,,7040.35,,,08-30
28,000004,国农科技,,,3.21,,,2115.0,3.65,,08-30
29,600688,上海石化,,,1.38,,,77278.3,,10派0.4,08-30
30,000029,深深房A,,,2.47,,,19083.0,,,08-30
31,600808,马钢股份,,,1.87,,,59056.5,,10派0.3,08-30
32,000511,*ST烯碳,,,3.17,,,1988.8,34.14,,08-29
33,000037,深南电A,,,2.64,,,4627.31,,,08-29
34,000510,金路集团,,,2.55,,,2139.35,58.47,,08-29
35,000025,特力A,,,2.28,,,3241.0,,,08-29
36,000509,华塑控股,,,2.93,,,2861.4,35.19,,08-29
37,000523,广州浪奇,,,2.15,,,3117.71,73.81,,08-29
38,000035,中国天楹,,,2.39,,,1112.0,,,08-27
39,000548,湖南投资,,,2.17,,,4941.06,,,08-27
40,600601,方正科技,,,2.89,,,1456.03,258.76,,08-27
41,600807,天业股份,,,2.27,,,570.95,,,08-27
42,600697,欧亚集团,,,1.98,,,863.66,,,08-27
43,000021,深科技,,,2.2,,,2556.68,,,08-27
44,000553,沙隆达A,,,1.98,,,1710.26,,,08-27
45,600801,华新水泥,,,2.16,,,2747.71,15.46,,08-27
46,000559,万向钱潮,,,2.09,,,2044.47,,,08-27
47,000526,*ST紫学,,,1.91,,,622.72,,,08-27
48,600605,汇通能源,,,1.54,,,1360.08,-3.28,,08-27
49,000006,深振业A,,,3.79,,,3744.81,-22.49,,08-27
50,000026,飞亚达A,,,2.36,,,3609.15,,,08-27
51,600674,川投能源,,,2.0,,,3388.6,26.07,,08-27
52,000525,红太阳,,,1.78,,,142.56,,,08-27
53,000544,中原环保,,,2.01,,,4335.75,,,08-27
54,000019,深深宝A,,,1.75,,,1175.27,,,08-27
55,000524,岭南控股,,,3.32,,,3349.7,,,08-27
56,600658,电子城,,,2.48,,,1411.01,68.18,,08-27
57,000530,大冷股份,,,2.42,,,2053.83,,,08-27
58,000516,国际医学,,,2.16,,,553.32,174.56,,08-27
59,600803,新奥股份,,,2.76,,,460.24,,,08-27
60,600837,海通证券,,,2.57,,,874.44,,,08-27
61,000040,东旭蓝天,,,3.98,,,3097.33,,,08-26
62,600623,华谊集团,,,2.75,,,12716.11,1.39,,08-26
63,600860,*ST京城,,,2.22,,,5649.2,,10派0.5,08-26
64,000539,粤电力A,,,3.34,,,18603.6,,,08-26
65,000020,深华发A,,,1.61,,,2755.99,22.3,,08-26
66,000036,华联控股,,,1.79,,,458.45,,,08-26
67,600831,广电网络,,,4.89,,,978.18,,,08-26
68,600862,中航高科,,,2.59,,,688.51,,,08-26
69,000009,中国宝安,,,2.74,,,22696.27,-29.78,,08-26
70,000540,中天金融,,,2.35,,,1013.14,915.52,,08-25
71,000506,中润资源,,,2.01,,,2261.26,30.67,,08-25
72,000519,中兵红箭,,,2.24,,,635.41,-20.9,,08-25
73,600679,上海凤凰,,,3.23,,,6006.89,,,08-25
74,600853,龙建股份,,,2.61,,,10556.79,,,08-25
75,600673,东阳光科,,,2.33,,,1327.07,5.06,,08-25
76,000543,皖能电力,,,2.22,,,14822.07,,,08-25
77,000514,渝开发,,,1.51,,,1134.37,,,08-24
78,000554,泰山石油,,,3.61,,,5547.13,,,08-24
79,000528,柳工,,,2.41,,,1799.48,,,08-24
